DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-09-22 00:00:00;4;1;1;0;0;3;1;3;1;1;0
2020-09-22 00:15:00;3;0;0;0;0;3;0;3;0;1;0
2020-09-22 00:30:00;3;0;0;0;0;3;2;3;0;0;0
2020-09-22 00:45:00;5;2;2;0;0;5;4;5;0;0;0
2020-09-22 01:00:00;2;0;0;0;0;8;2;8;0;1;0
2020-09-22 01:15:00;2;3;3;0;0;4;1;4;0;1;0
2020-09-22 01:30:00;3;2;2;0;0;2;1;2;0;0;0
2020-09-22 01:45:00;4;3;3;0;0;2;3;1;2;1;0
2020-09-22 02:00:00;2;0;0;0;0;2;3;2;4;4;0
2020-09-22 02:15:00;3;3;3;0;0;4;4;4;5;4;0
2020-09-22 02:30:00;5;1;0;0;0;9;2;9;0;0;0
2020-09-22 02:45:00;3;0;0;0;0;2;3;2;2;2;0
2020-09-22 03:00:00;5;1;1;0;0;5;0;5;0;3;0
2020-09-22 03:15:00;3;3;4;0;0;4;4;4;1;1;0
2020-09-22 03:30:00;7;8;3;0;0;7;9;7;2;8;0
2020-09-22 03:45:00;9;0;0;0;0;3;7;3;2;5;0
2020-09-22 04:00:00;4;0;0;0;0;10;8;10;3;6;0
2020-09-22 04:15:00;10;3;1;0;0;4;4;4;1;1;0
2020-09-22 04:30:00;14;2;3;0;0;11;1;11;1;0;0
2020-09-22 04:45:00;22;2;2;0;0;6;4;6;0;0;0
2020-09-22 05:00:00;44;6;6;0;0;17;7;17;3;4;0
2020-09-22 05:15:00;34;2;0;0;0;29;13;28;4;4;0
2020-09-22 05:30:00;89;4;3;0;1;44;3;44;6;6;0
2020-09-22 05:45:00;77;4;3;0;0;32;9;32;2;4;0
2020-09-22 06:00:00;72;6;5;0;0;63;12;64;8;6;0
2020-09-22 06:15:00;113;3;2;0;0;67;10;65;7;8;0
2020-09-22 06:30:00;157;3;4;1;2;85;11;85;6;6;0
2020-09-22 06:45:00;207;3;2;0;2;61;12;63;8;2;0
2020-09-22 07:00:00;164;3;1;0;0;75;6;74;1;7;0
2020-09-22 07:15:00;200;3;1;2;1;88;14;88;4;6;1
2020-09-22 07:30:00;179;3;0;0;1;55;9;55;6;3;3
2020-09-22 07:45:00;127;3;1;0;1;66;14;67;6;5;0
2020-09-22 08:00:00;140;3;2;0;1;69;9;69;6;5;1
2020-09-22 08:15:00;119;2;0;1;3;67;13;67;5;5;0
2020-09-22 08:30:00;125;3;1;0;4;75;29;74;13;7;1
2020-09-22 08:45:00;106;2;1;0;1;67;28;67;13;9;0
2020-09-22 09:00:00;82;1;3;0;2;56;19;56;18;10;0
2020-09-22 09:15:00;99;0;0;0;3;59;32;60;17;12;0
2020-09-22 09:30:00;119;5;3;0;5;64;25;65;22;9;1
2020-09-22 09:45:00;101;3;1;0;2;74;40;78;29;15;0
2020-09-22 10:00:00;90;2;2;0;2;70;28;70;26;10;0
2020-09-22 10:15:00;90;5;2;0;1;76;20;75;22;8;0
2020-09-22 10:30:00;97;2;0;1;3;95;18;95;44;9;2
2020-09-22 10:45:00;89;0;0;0;0;90;22;91;27;13;1
2020-09-22 11:00:00;98;3;1;1;0;80;24;78;21;9;0
2020-09-22 11:15:00;66;3;1;1;1;96;29;99;28;13;1
2020-09-22 11:30:00;78;3;1;0;1;87;27;87;22;9;3
2020-09-22 11:45:00;86;6;2;1;2;88;27;89;20;10;0
2020-09-22 12:00:00;98;5;3;2;1;102;25;101;31;9;1
2020-09-22 12:15:00;78;0;0;1;0;113;25;113;16;10;0
2020-09-22 12:30:00;82;8;3;0;2;82;20;82;32;10;0
2020-09-22 12:45:00;94;5;5;1;2;94;19;94;20;13;0
2020-09-22 13:00:00;95;3;2;2;1;98;24;99;29;11;1
2020-09-22 13:15:00;111;6;5;1;1;106;30;105;25;15;0
2020-09-22 13:30:00;121;2;2;1;1;95;23;96;22;9;1
2020-09-22 13:45:00;101;6;7;0;0;109;18;108;18;12;0
2020-09-22 14:00:00;90;1;0;0;5;124;20;124;16;11;0
2020-09-22 14:15:00;93;4;4;0;2;115;18;115;15;4;2
2020-09-22 14:30:00;118;4;2;0;3;125;30;125;14;10;10
2020-09-22 14:45:00;110;2;3;1;5;116;25;115;22;8;2
2020-09-22 15:00:00;96;6;1;0;2;142;18;138;13;16;0
2020-09-22 15:15:00;123;1;1;0;0;134;17;134;12;9;0
2020-09-22 15:30:00;124;1;1;0;6;133;17;134;16;2;0
2020-09-22 15:45:00;106;5;4;1;6;161;20;162;12;5;2
2020-09-22 16:00:00;146;8;4;1;4;176;22;174;13;5;0
2020-09-22 16:15:00;117;8;5;2;4;153;19;151;10;12;3
2020-09-22 16:30:00;124;2;3;1;1;201;20;200;11;12;2
2020-09-22 16:45:00;141;3;1;0;2;163;17;163;9;9;2
2020-09-22 17:00:00;133;1;1;0;3;187;18;188;14;11;4
2020-09-22 17:15:00;107;4;2;1;0;121;11;121;16;4;0
2020-09-22 17:30:00;111;3;0;0;0;130;20;129;13;6;0
2020-09-22 17:45:00;90;4;3;0;1;123;12;122;8;6;0
2020-09-22 18:00:00;84;3;1;2;1;121;6;120;13;2;0
2020-09-22 18:15:00;80;1;1;1;1;112;5;111;5;3;0
2020-09-22 18:30:00;71;3;0;0;0;76;4;76;1;5;0
2020-09-22 18:45:00;66;3;1;0;1;77;6;76;3;3;0
2020-09-22 19:00:00;51;5;1;0;2;74;1;74;3;0;0
2020-09-22 19:15:00;54;1;0;0;1;85;4;84;5;0;1
2020-09-22 19:30:00;35;2;1;0;0;66;4;66;2;2;0
2020-09-22 19:45:00;32;1;0;0;0;59;4;60;2;2;0
2020-09-22 20:00:00;42;1;0;0;0;56;6;56;2;1;0
2020-09-22 20:15:00;29;2;0;0;1;60;3;58;0;1;0
2020-09-22 20:30:00;37;5;2;0;0;55;4;55;3;1;0
2020-09-22 20:45:00;28;4;4;0;0;39;5;38;2;0;0
2020-09-22 21:00:00;30;2;0;0;0;42;2;42;2;1;0
2020-09-22 21:15:00;43;6;2;0;0;29;5;29;5;3;0
2020-09-22 21:30:00;20;1;1;0;0;35;3;35;1;1;0
2020-09-22 21:45:00;26;4;4;0;0;31;2;31;3;0;0
2020-09-22 22:00:00;20;2;1;2;0;39;3;39;2;3;0
2020-09-22 22:15:00;21;4;2;0;0;37;2;37;0;0;0
2020-09-22 22:30:00;13;2;2;0;0;19;2;19;1;2;0
2020-09-22 22:45:00;13;2;2;0;0;14;2;14;0;0;0
2020-09-22 23:00:00;14;2;2;0;0;10;2;10;4;4;0
2020-09-22 23:15:00;9;0;0;0;0;10;0;10;0;0;0
2020-09-22 23:30:00;5;0;0;0;0;6;0;6;0;0;0
