DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-11-20 00:00:00;10;7;3;11;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 00:15:00;8;12;7;14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 00:30:00;6;5;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 00:45:00;8;10;5;11;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:00:00;6;5;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:15:00;3;7;4;6;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:30:00;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 01:45:00;8;5;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:00:00;10;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:15:00;7;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:30:00;3;6;4;7;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-20 02:45:00;2;6;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 03:00:00;13;7;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 03:15:00;3;7;4;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 03:30:00;5;10;8;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 03:45:00;11;12;9;14;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:00:00;5;11;7;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:15:00;12;7;6;12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:30:00;24;24;12;25;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-20 04:45:00;21;42;21;47;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-20 05:00:00;46;107;27;105;4;4;4;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-20 05:15:00;64;93;15;93;2;3;2;5;5;0;0;0;0;0;0;0;0;0;0
2020-11-20 05:30:00;83;119;15;105;1;1;1;4;4;6;0;0;0;0;0;0;0;0;1
2020-11-20 05:45:00;70;101;28;97;3;4;4;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-20 06:00:00;120;95;26;98;5;5;6;3;3;0;0;1;0;0;0;0;0;0;0
2020-11-20 06:15:00;112;141;19;129;11;9;10;5;5;3;0;1;0;0;0;0;0;0;0
2020-11-20 06:30:00;124;156;34;139;4;5;5;10;8;0;0;5;0;0;0;0;0;0;1
2020-11-20 06:45:00;113;184;31;161;6;6;6;2;2;1;0;0;0;0;0;0;0;0;0
