DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2019-12-21 00:00:00;0;21;10;32;14;0;0
2019-12-21 00:15:00;0;26;16;42;20;2;2
2019-12-21 00:30:00;0;33;14;48;29;1;1
2019-12-21 00:45:00;0;11;6;29;18;1;1
2019-12-21 01:00:00;3;12;8;32;16;0;0
2019-12-21 01:15:00;0;18;7;23;22;1;1
2019-12-21 01:30:00;0;12;6;26;10;1;1
2019-12-21 01:45:00;0;18;6;26;13;1;1
2019-12-21 02:00:00;0;10;9;24;17;0;0
2019-12-21 02:15:00;0;7;3;17;14;1;1
2019-12-21 02:30:00;0;13;13;15;6;0;0
2019-12-21 02:45:00;0;5;11;10;5;1;1
2019-12-21 03:00:00;0;8;8;13;5;0;0
2019-12-21 03:15:00;0;5;2;12;7;1;1
2019-12-21 03:30:00;0;5;6;19;14;0;0
2019-12-21 03:45:00;0;8;4;9;4;1;1
2019-12-21 04:00:00;0;5;3;10;5;0;0
2019-12-21 04:15:00;0;8;4;12;5;0;0
2019-12-21 04:30:00;0;10;4;13;9;0;0
2019-12-21 04:45:00;0;12;4;10;7;0;0
2019-12-21 05:00:00;1;14;8;11;11;0;0
2019-12-21 05:15:00;0;20;10;22;8;0;0
2019-12-21 05:30:00;0;25;20;21;16;0;0
2019-12-21 05:45:00;1;17;15;27;21;0;0
2019-12-21 06:00:00;0;15;8;21;19;1;1
2019-12-21 06:15:00;0;13;8;21;15;0;0
2019-12-21 06:30:00;0;15;9;21;26;2;2
2019-12-21 06:45:00;3;34;8;23;22;1;1
2019-12-21 07:00:00;0;27;15;28;23;2;2
2019-12-21 07:15:00;0;31;22;29;30;1;1
2019-12-21 07:30:00;0;39;28;30;35;2;2
2019-12-21 07:45:00;8;39;36;44;39;1;1
2019-12-21 08:00:00;2;35;23;50;34;1;1
2019-12-21 08:15:00;8;49;40;50;42;3;3
2019-12-21 08:30:00;5;64;55;57;62;3;3
2019-12-21 08:45:00;22;71;67;63;75;1;1
2019-12-21 09:00:00;15;75;87;74;71;3;3
2019-12-21 09:15:00;6;99;93;83;67;1;1
2019-12-21 09:30:00;18;113;101;88;81;4;4
2019-12-21 09:45:00;3;98;108;114;127;0;0
2019-12-21 10:00:00;8;114;85;98;109;4;4
2019-12-21 10:15:00;7;116;119;111;123;0;0
2019-12-21 10:30:00;11;145;135;106;122;5;5
2019-12-21 10:45:00;25;129;113;135;142;1;1
2019-12-21 11:00:00;3;116;119;140;147;2;1
2019-12-21 11:15:00;14;118;111;141;154;2;3
2019-12-21 11:30:00;10;126;131;148;148;3;3
2019-12-21 11:45:00;10;139;123;149;163;1;1
2019-12-21 12:00:00;15;135;137;155;155;2;2
2019-12-21 12:15:00;0;131;119;135;135;1;1
2019-12-21 12:30:00;12;110;101;125;153;3;3
2019-12-21 12:45:00;8;130;139;125;160;3;3
2019-12-21 13:00:00;3;108;105;119;137;3;3
2019-12-21 13:15:00;5;116;125;150;148;0;0
2019-12-21 13:30:00;17;116;124;140;171;3;3
2019-12-21 13:45:00;14;102;115;141;161;1;1
2019-12-21 14:00:00;4;123;112;116;127;3;3
2019-12-21 14:15:00;11;122;122;122;120;3;3
2019-12-21 14:30:00;7;115;97;131;144;0;0
2019-12-21 14:45:00;28;113;106;131;152;3;3
2019-12-21 15:00:00;10;112;104;124;128;3;3
2019-12-21 15:15:00;50;99;132;124;126;2;2
2019-12-21 15:30:00;13;102;97;137;128;0;0
2019-12-21 15:45:00;11;107;98;114;132;4;4
2019-12-21 16:00:00;61;118;105;95;103;3;3
2019-12-21 16:15:00;8;99;94;116;115;0;0
2019-12-21 16:30:00;23;124;99;121;119;2;2
2019-12-21 16:45:00;1;100;119;119;115;4;4
2019-12-21 17:00:00;4;102;94;123;121;1;1
2019-12-21 17:15:00;1;99;99;120;116;3;3
2019-12-21 17:30:00;2;125;119;132;122;0;0
2019-12-21 17:45:00;7;117;117;109;101;4;3
2019-12-21 18:00:00;11;109;96;104;102;0;1
2019-12-21 18:15:00;15;88;92;104;110;2;2
2019-12-21 18:30:00;4;97;90;124;126;3;3
2019-12-21 18:45:00;2;80;97;108;107;4;4
2019-12-21 19:00:00;4;93;100;91;73;1;1
2019-12-21 19:15:00;3;85;77;97;89;1;1
2019-12-21 19:30:00;1;74;65;83;81;5;4
2019-12-21 19:45:00;10;74;80;74;70;1;2
2019-12-21 20:00:00;2;64;57;80;81;3;3
2019-12-21 20:15:00;9;56;54;97;90;0;0
2019-12-21 20:30:00;1;50;44;91;81;3;3
2019-12-21 20:45:00;5;48;56;71;64;4;4
2019-12-21 21:00:00;8;43;27;64;50;2;2
2019-12-21 21:15:00;1;51;37;58;43;1;1
2019-12-21 21:30:00;0;31;36;54;45;1;1
2019-12-21 21:45:00;0;42;37;58;52;1;1
2019-12-21 22:00:00;2;40;33;55;40;1;1
2019-12-21 22:15:00;0;22;23;56;59;3;3
2019-12-21 22:30:00;0;27;25;49;49;1;1
2019-12-21 22:45:00;2;29;26;50;41;1;1
2019-12-21 23:00:00;8;34;27;54;33;2;2
2019-12-21 23:15:00;0;33;16;48;32;1;1
2019-12-21 23:30:00;1;45;23;56;41;1;1
2019-12-21 23:45:00;1;30;15;43;21;0;0
