DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-10-25 00:00:00;9;1;2;2;17;10;9;14;7;21;14;7;21;0
2019-10-25 00:15:00;13;0;3;0;23;6;6;20;10;30;20;10;30;0
2019-10-25 00:30:00;11;4;3;1;16;2;3;20;10;30;20;10;30;0
2019-10-25 00:45:00;5;3;3;0;12;4;7;20;10;30;20;10;30;0
2019-10-25 01:00:00;4;1;2;2;21;7;4;24;12;35;24;12;35;0
2019-10-25 01:15:00;6;2;0;0;9;1;3;26;13;39;26;13;39;0
2019-10-25 01:30:00;4;1;3;0;11;1;2;26;13;39;26;13;39;0
2019-10-25 01:45:00;4;4;3;0;9;6;7;26;13;39;26;13;39;0
2019-10-25 02:00:00;3;2;1;0;9;2;1;26;13;39;26;13;39;0
2019-10-25 02:15:00;2;2;0;0;9;2;3;26;13;39;26;13;39;0
2019-10-25 02:30:00;5;2;1;0;11;2;1;26;13;39;26;13;39;0
2019-10-25 02:45:00;0;0;0;0;12;2;3;24;12;36;24;12;36;0
2019-10-25 03:00:00;6;1;3;0;4;2;3;26;13;39;26;13;39;0
2019-10-25 03:15:00;3;5;3;0;6;1;3;26;13;40;26;13;40;0
2019-10-25 03:30:00;3;1;1;1;7;2;3;26;13;39;26;13;39;0
2019-10-25 03:45:00;6;1;3;1;13;4;2;26;13;39;26;13;39;0
2019-10-25 04:00:00;5;5;4;0;13;4;1;26;13;39;26;13;39;0
2019-10-25 04:15:00;6;6;4;4;21;5;2;26;13;39;26;13;39;0
2019-10-25 04:30:00;7;6;7;3;12;3;1;24;12;36;24;12;36;0
2019-10-25 04:45:00;8;10;9;5;24;7;3;26;13;39;26;13;39;0
2019-10-25 05:00:00;22;13;23;20;38;10;2;20;10;30;20;10;30;0
2019-10-25 05:15:00;50;35;50;44;47;9;8;20;10;30;20;10;30;0
2019-10-25 05:30:00;64;54;44;42;65;31;9;20;10;30;20;10;30;0
2019-10-25 05:45:00;54;37;58;51;79;27;50;20;10;30;20;10;30;0
2019-10-25 06:00:00;62;43;45;44;119;40;45;20;10;30;20;10;30;0
2019-10-25 06:15:00;53;67;68;69;120;72;42;20;10;30;20;10;30;0
2019-10-25 06:30:00;84;80;90;80;121;74;42;20;10;30;20;10;30;0
2019-10-25 06:45:00;103;91;84;92;108;67;40;20;10;30;20;10;30;0
2019-10-25 07:00:00;103;76;102;112;111;71;32;20;10;30;20;10;30;0
2019-10-25 07:15:00;102;80;111;110;100;50;36;18;9;27;18;9;27;0
2019-10-25 07:30:00;122;101;100;102;112;82;57;21;11;30;21;11;30;0
2019-10-25 07:45:00;110;99;71;62;114;73;65;20;10;30;20;10;30;0
2019-10-25 08:00:00;106;78;69;66;96;55;53;20;10;30;20;10;30;0
2019-10-25 08:15:00;103;89;64;63;101;52;75;20;10;30;20;10;30;0
2019-10-25 08:30:00;99;98;70;71;103;51;54;20;10;30;20;10;30;0
2019-10-25 08:45:00;94;72;65;54;109;51;52;20;10;30;20;10;30;0
2019-10-25 09:00:00;98;71;53;42;99;50;44;20;10;30;20;10;30;0
2019-10-25 09:15:00;74;69;43;40;91;53;53;20;10;30;20;10;30;0
2019-10-25 09:30:00;88;62;53;40;109;50;52;20;10;30;20;10;30;0
2019-10-25 09:45:00;84;51;55;41;109;55;70;20;10;30;20;10;30;0
2019-10-25 10:00:00;84;57;48;38;122;56;65;20;10;30;20;10;30;0
2019-10-25 10:15:00;86;51;40;25;114;66;70;20;10;30;20;10;30;0
2019-10-25 10:30:00;110;65;50;38;123;69;67;20;10;30;20;10;30;0
2019-10-25 10:45:00;92;39;45;39;125;70;81;20;10;30;20;10;30;0
2019-10-25 11:00:00;84;74;54;45;124;65;81;20;10;30;20;10;30;0
2019-10-25 11:15:00;94;64;39;28;114;62;81;20;10;30;20;10;30;0
2019-10-25 11:30:00;109;63;27;26;113;70;87;18;9;26;18;9;26;0
2019-10-25 11:45:00;111;64;43;39;140;74;111;20;10;31;20;10;31;0
2019-10-25 12:00:00;126;66;42;42;154;71;107;20;10;30;20;10;30;0
2019-10-25 12:15:00;117;55;40;47;157;82;128;20;10;30;20;10;30;0
2019-10-25 12:30:00;102;68;52;48;114;54;89;21;11;29;21;11;29;0
2019-10-25 12:45:00;120;59;48;52;149;65;142;21;11;30;21;11;30;0
2019-10-25 13:00:00;123;59;51;49;126;69;147;20;10;31;20;10;31;0
2019-10-25 13:15:00;149;67;62;61;158;79;115;20;10;30;20;10;30;0
2019-10-25 13:30:00;136;70;64;59;133;59;104;20;10;30;20;10;30;0
2019-10-25 13:45:00;102;92;50;59;134;53;114;20;10;30;20;10;30;0
2019-10-25 14:00:00;113;79;62;55;119;67;108;20;10;30;20;10;30;0
2019-10-25 14:15:00;136;53;52;47;136;58;148;20;10;30;20;10;30;0
2019-10-25 14:30:00;132;71;45;42;148;65;162;20;10;30;20;10;30;0
2019-10-25 14:45:00;118;71;50;41;152;54;158;20;10;30;20;10;30;0
2019-10-25 15:00:00;108;84;42;35;146;69;160;20;10;30;20;10;30;0
2019-10-25 15:15:00;150;72;46;45;153;73;162;20;10;30;20;10;30;0
2019-10-25 15:30:00;136;71;44;38;149;59;139;20;10;30;20;10;30;0
2019-10-25 15:45:00;133;78;44;46;128;74;157;20;10;30;20;10;30;0
2019-10-25 16:00:00;142;67;44;40;129;86;126;20;10;30;20;10;30;0
2019-10-25 16:15:00;132;80;38;31;150;81;135;20;10;30;20;10;30;0
2019-10-25 16:30:00;131;77;40;31;149;70;136;20;10;30;20;10;30;0
2019-10-25 16:45:00;105;74;38;33;136;82;109;21;11;30;21;11;30;0
2019-10-25 17:00:00;122;66;46;33;157;79;106;20;10;30;20;10;30;0
2019-10-25 17:15:00;144;84;43;38;143;80;116;20;10;30;20;10;30;0
2019-10-25 17:30:00;122;68;50;42;134;70;122;20;10;30;20;10;30;0
2019-10-25 17:45:00;130;76;49;41;135;93;111;21;11;30;21;11;30;0
2019-10-25 18:00:00;133;73;50;36;158;67;104;20;10;30;20;10;30;0
2019-10-25 18:15:00;122;91;45;29;136;86;103;21;11;30;21;11;30;0
2019-10-25 18:30:00;127;82;49;38;136;82;88;20;10;30;20;10;30;0
2019-10-25 18:45:00;100;86;52;44;150;82;108;21;11;30;21;11;30;0
2019-10-25 19:00:00;111;77;38;32;141;83;96;20;10;30;20;10;30;0
2019-10-25 19:15:00;101;49;35;25;122;62;100;20;10;30;20;10;30;0
2019-10-25 19:30:00;81;50;32;19;107;43;72;20;10;30;20;10;30;0
2019-10-25 19:45:00;82;39;25;21;101;59;65;20;10;30;20;10;30;0
2019-10-25 20:00:00;65;32;28;17;110;45;60;20;10;30;20;10;30;0
2019-10-25 20:15:00;73;27;30;26;108;44;76;20;10;30;20;10;30;0
2019-10-25 20:30:00;59;24;23;20;99;38;55;20;10;30;20;10;30;0
2019-10-25 20:45:00;64;23;27;19;84;22;61;20;10;30;20;10;30;0
2019-10-25 21:00:00;63;22;33;28;75;28;49;20;10;30;20;10;30;0
2019-10-25 21:15:00;62;42;32;23;71;29;49;20;10;30;20;10;30;0
2019-10-25 21:30:00;57;25;18;13;63;32;50;20;10;30;20;10;30;0
2019-10-25 21:45:00;87;19;22;9;103;45;64;20;10;30;20;10;30;0
2019-10-25 22:00:00;92;24;20;14;138;57;96;20;10;30;20;10;30;0
2019-10-25 22:15:00;67;20;15;8;119;47;83;20;10;30;20;10;30;0
2019-10-25 22:30:00;48;13;14;9;89;37;62;20;10;30;20;10;30;0
2019-10-25 22:45:00;42;18;12;4;87;26;40;20;10;30;20;10;30;0
2019-10-25 23:00:00;43;11;13;7;66;21;28;20;10;30;20;10;30;0
2019-10-25 23:15:00;40;15;16;5;51;17;36;20;10;30;20;10;30;0
2019-10-25 23:30:00;23;14;8;0;47;16;23;20;10;30;20;10;30;0
2019-10-25 23:45:00;34;14;15;2;51;17;30;20;10;30;20;10;30;0
