DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-11-19 00:00:00;4;1;0;0;1;5;4;0;0;0;0;0;0;0
2020-11-19 00:15:00;1;3;2;0;4;10;9;0;0;0;0;0;0;0
2020-11-19 00:30:00;6;2;1;2;0;4;7;0;0;0;0;0;0;0
2020-11-19 00:45:00;5;0;0;0;1;0;10;0;0;0;0;0;0;0
2020-11-19 01:00:00;4;1;1;0;1;3;5;0;0;0;0;0;0;0
2020-11-19 01:15:00;4;0;0;2;2;6;7;0;0;0;0;0;0;0
2020-11-19 01:30:00;2;0;0;1;0;10;5;0;0;0;0;0;0;0
2020-11-19 01:45:00;2;0;0;0;3;1;1;0;0;0;0;0;0;0
2020-11-19 02:00:00;0;1;0;0;0;6;3;0;0;0;0;0;0;0
2020-11-19 02:15:00;1;0;1;1;1;4;2;0;0;0;0;0;0;0
2020-11-19 02:30:00;4;1;0;0;2;8;3;0;0;0;0;0;0;0
2020-11-19 02:45:00;2;1;0;0;2;6;6;0;0;0;0;0;0;0
2020-11-19 03:00:00;6;2;0;1;2;11;4;0;0;0;0;0;0;0
2020-11-19 03:15:00;4;0;0;0;3;3;8;0;0;0;0;0;0;0
2020-11-19 03:30:00;6;0;0;0;0;12;3;0;0;0;0;0;0;0
2020-11-19 03:45:00;7;0;1;0;3;8;9;0;0;0;0;0;0;0
2020-11-19 04:00:00;5;2;0;1;3;11;8;0;0;0;0;0;0;0
2020-11-19 04:15:00;7;0;0;1;2;14;8;0;0;0;0;0;0;0
2020-11-19 04:30:00;10;1;0;0;5;12;17;0;0;0;0;0;0;0
2020-11-19 04:45:00;23;0;1;0;10;29;18;0;0;0;0;0;0;0
2020-11-19 05:00:00;56;4;1;0;10;41;69;0;0;0;0;0;0;0
2020-11-19 05:15:00;114;11;2;3;11;58;127;0;0;0;0;0;0;0
2020-11-19 05:30:00;110;5;17;5;20;69;125;0;0;0;0;0;0;0
2020-11-19 05:45:00;71;3;20;10;46;101;107;0;0;0;0;0;0;0
2020-11-19 06:00:00;62;7;21;3;36;122;73;0;0;0;0;0;0;0
2020-11-19 06:15:00;88;10;21;6;47;120;119;0;0;1;0;0;0;0
2020-11-19 06:30:00;119;15;25;14;46;119;157;0;0;0;0;0;0;0
2020-11-19 06:45:00;155;26;20;14;55;108;169;0;0;1;0;0;0;0
2020-11-19 07:00:00;127;27;33;16;55;115;144;3;0;2;0;0;0;0
2020-11-19 07:15:00;158;37;35;19;74;116;179;4;0;1;0;0;0;0
2020-11-19 07:30:00;151;54;55;30;92;111;152;1;0;1;0;0;0;0
2020-11-19 07:45:00;154;47;42;32;101;125;179;7;0;1;1;1;1;1
2020-11-19 08:00:00;129;29;33;19;67;121;138;1;0;4;0;0;0;0
2020-11-19 08:15:00;108;26;23;23;60;100;133;3;3;0;0;0;0;0
2020-11-19 08:30:00;90;22;31;24;55;132;118;0;0;1;0;0;0;0
2020-11-19 08:45:00;98;24;18;21;52;114;136;0;0;0;0;0;0;0
2020-11-19 09:00:00;93;25;26;12;50;100;143;2;0;1;0;0;0;0
2020-11-19 09:15:00;82;22;26;23;47;106;123;1;0;0;0;0;0;0
2020-11-19 09:30:00;97;22;32;20;52;117;135;2;0;3;0;0;0;0
2020-11-19 09:45:00;109;24;23;17;46;120;145;0;0;1;0;0;0;0
2020-11-19 10:00:00;77;21;31;20;49;109;118;0;0;0;0;0;0;0
2020-11-19 10:15:00;86;23;27;29;57;130;130;8;0;1;1;1;1;0
2020-11-19 10:30:00;98;29;22;15;83;129;130;2;0;0;0;0;0;0
2020-11-19 10:45:00;99;21;13;29;59;117;149;3;0;1;0;0;0;0
2020-11-19 11:00:00;80;27;30;18;69;126;125;4;0;0;0;0;0;0
2020-11-19 11:15:00;81;18;30;25;83;150;127;0;0;4;0;0;0;0
2020-11-19 11:30:00;89;20;24;21;63;108;119;0;0;2;0;0;0;0
2020-11-19 11:45:00;92;27;30;18;78;130;126;0;0;3;0;0;0;0
2020-11-19 12:00:00;89;28;28;22;78;116;147;0;0;4;0;0;0;0
2020-11-19 12:15:00;95;20;30;18;80;138;121;0;0;0;0;0;0;0
2020-11-19 12:30:00;103;24;34;27;80;133;136;8;0;0;1;1;1;0
2020-11-19 12:45:00;103;15;27;20;94;136;114;10;0;0;0;0;0;0
2020-11-19 13:00:00;116;28;25;23;84;136;146;0;0;8;0;0;0;0
2020-11-19 13:15:00;132;30;34;30;90;145;154;9;0;0;0;0;0;0
2020-11-19 13:30:00;137;32;33;22;74;141;136;0;0;0;0;0;0;0
2020-11-19 13:45:00;111;19;42;27;88;128;130;0;0;7;0;0;0;0
2020-11-19 14:00:00;95;24;31;26;98;148;115;3;0;0;0;0;0;0
2020-11-19 14:15:00;95;20;38;20;134;150;143;2;2;0;0;0;0;0
2020-11-19 14:30:00;117;27;47;24;121;117;139;1;0;3;0;0;0;0
2020-11-19 14:45:00;102;23;45;18;121;124;141;5;0;14;0;0;0;0
2020-11-19 15:00:00;88;29;46;29;103;124;128;0;0;6;2;2;2;0
2020-11-19 15:15:00;102;37;39;20;99;142;138;2;0;1;0;0;0;0
2020-11-19 15:30:00;103;28;39;20;117;140;156;3;0;2;0;0;0;0
2020-11-19 15:45:00;117;40;59;27;100;97;139;2;0;20;0;0;0;0
2020-11-19 16:00:00;112;34;59;32;116;99;166;0;0;6;0;0;0;0
2020-11-19 16:15:00;116;33;58;17;123;108;134;0;0;6;0;0;0;0
2020-11-19 16:30:00;129;43;63;26;103;114;135;11;0;0;0;0;0;0
2020-11-19 16:45:00;114;29;57;26;105;119;152;6;0;5;1;1;1;0
2020-11-19 17:00:00;117;30;40;22;91;121;142;0;0;4;0;0;0;0
2020-11-19 17:15:00;115;38;41;28;96;137;150;1;0;0;0;0;0;0
2020-11-19 17:30:00;103;27;28;18;79;123;151;2;0;0;0;0;0;0
2020-11-19 17:45:00;114;27;41;23;93;122;142;6;0;3;2;2;2;0
2020-11-19 18:00:00;92;29;33;13;80;122;128;0;0;1;0;0;0;0
2020-11-19 18:15:00;87;22;27;16;79;106;112;2;0;34;0;0;0;0
2020-11-19 18:30:00;75;16;16;14;61;96;107;0;0;1;0;0;0;0
2020-11-19 18:45:00;56;13;16;8;69;111;94;6;0;3;0;0;0;1
2020-11-19 19:00:00;74;12;15;14;66;96;101;2;0;2;0;0;0;1
2020-11-19 19:15:00;51;7;11;6;58;92;83;0;0;0;0;0;0;0
2020-11-19 19:30:00;42;16;11;11;43;82;58;0;0;0;0;0;0;0
2020-11-19 19:45:00;45;6;7;3;37;73;61;0;0;0;0;0;0;0
2020-11-19 20:00:00;38;9;9;12;31;66;54;0;0;2;0;0;0;0
2020-11-19 20:15:00;40;7;7;6;34;65;69;0;0;0;0;0;0;0
2020-11-19 20:30:00;43;7;6;3;15;74;53;2;0;0;0;0;0;0
2020-11-19 20:45:00;40;2;3;2;24;42;65;0;0;0;0;0;0;0
2020-11-19 21:00:00;65;6;5;4;23;47;95;0;0;0;0;0;0;0
2020-11-19 21:15:00;62;5;4;2;17;40;89;0;0;0;0;0;0;0
2020-11-19 21:30:00;33;1;3;3;14;49;54;0;0;3;0;0;0;0
2020-11-19 21:45:00;21;4;9;4;28;62;28;0;0;0;0;0;0;0
2020-11-19 22:00:00;12;1;6;3;58;104;26;0;0;0;0;0;0;0
2020-11-19 22:15:00;15;4;6;2;27;58;26;0;0;0;0;0;0;0
2020-11-19 22:30:00;20;3;2;0;6;35;25;0;0;0;0;0;0;0
2020-11-19 22:45:00;17;1;3;1;7;27;28;0;0;4;0;0;0;0
2020-11-19 23:00:00;8;2;0;0;7;26;15;0;0;0;0;0;0;0
2020-11-19 23:15:00;13;5;0;0;5;18;23;0;0;0;0;0;0;0
2020-11-19 23:30:00;8;3;0;1;5;16;14;0;0;0;0;0;0;0
2020-11-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
