DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2019-11-23 00:00:00;35;16;1;13;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 00:15:00;34;26;3;20;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 00:30:00;28;25;5;23;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 00:45:00;35;18;2;30;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 01:00:00;22;13;3;11;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 01:15:00;12;7;2;16;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 01:30:00;14;19;1;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 01:45:00;14;11;0;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 02:00:00;30;15;2;14;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 02:15:00;17;6;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 02:30:00;15;9;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 02:45:00;14;9;0;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 03:00:00;20;13;1;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 03:15:00;13;14;0;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 03:30:00;6;2;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 03:45:00;18;15;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 04:00:00;11;6;1;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 04:15:00;9;10;2;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 04:30:00;9;10;2;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 04:45:00;19;15;7;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-23 05:00:00;33;23;3;14;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
