DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-03-05 00:00:00;2;4;2;2;2;2;5;4;6;0;0;0;0;0;0;0;0
2020-03-05 00:15:00;1;3;4;0;3;0;4;3;4;0;0;0;0;0;0;0;0
2020-03-05 00:30:00;0;2;4;3;4;4;1;1;2;0;0;0;0;0;0;0;0
2020-03-05 00:45:00;0;4;7;1;5;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 01:00:00;1;1;3;2;2;3;2;1;1;0;0;0;0;0;0;0;0
2020-03-05 01:15:00;0;0;2;0;2;0;2;2;3;0;0;0;0;0;0;0;0
2020-03-05 01:30:00;1;0;5;1;6;3;2;2;2;0;0;0;0;0;0;0;0
2020-03-05 01:45:00;2;3;1;0;3;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-05 02:00:00;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 02:15:00;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-05 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 02:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 03:00:00;1;2;3;0;4;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 03:15:00;0;2;2;0;2;0;0;0;0;2;2;0;0;0;0;0;0
2020-03-05 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-05 03:45:00;1;3;1;0;1;0;2;1;2;1;1;0;0;0;0;0;0
2020-03-05 04:00:00;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
2020-03-05 04:15:00;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-03-05 04:30:00;2;1;0;0;0;0;4;5;5;0;0;0;0;0;0;0;0
2020-03-05 04:45:00;2;2;0;0;0;0;6;6;7;0;0;0;0;0;0;0;0
2020-03-05 05:00:00;2;1;1;1;0;0;7;13;16;0;0;0;0;0;0;0;0
2020-03-05 05:15:00;5;2;0;0;0;1;17;30;31;0;0;0;0;0;0;0;0
2020-03-05 05:30:00;17;10;1;0;2;2;17;31;32;0;0;0;0;0;0;0;0
2020-03-05 05:45:00;45;27;1;1;2;2;14;31;31;0;0;0;0;0;0;0;0
2020-03-05 06:00:00;36;17;2;3;2;1;12;22;23;0;0;0;0;0;0;0;0
2020-03-05 06:15:00;10;7;0;0;0;0;7;15;15;0;0;0;0;0;0;0;0
2020-03-05 06:30:00;16;13;0;2;4;0;12;34;33;0;0;0;0;0;0;0;0
2020-03-05 06:45:00;29;15;2;4;2;1;28;51;51;0;0;0;0;0;0;0;0
2020-03-05 07:00:00;47;23;3;2;1;3;21;43;51;0;0;0;0;0;0;0;0
2020-03-05 07:15:00;47;26;7;8;5;3;34;54;57;0;0;0;0;0;0;0;0
2020-03-05 07:30:00;67;38;5;4;3;3;28;58;61;1;1;0;0;0;0;0;0
2020-03-05 07:45:00;39;28;3;3;3;2;28;58;61;0;2;1;0;0;0;0;0
2020-03-05 08:00:00;55;27;10;8;5;6;26;57;57;0;0;0;0;0;1;0;0
2020-03-05 08:15:00;52;50;5;8;5;5;35;42;48;1;2;0;0;0;0;0;0
2020-03-05 08:30:00;58;53;10;10;5;8;32;51;48;2;4;0;0;0;0;0;0
2020-03-05 08:45:00;43;38;17;8;10;9;19;32;35;3;3;0;0;0;0;0;0
2020-03-05 09:00:00;59;48;16;10;14;6;24;40;39;6;3;0;0;0;1;0;0
2020-03-05 09:15:00;36;43;20;10;12;6;26;39;40;6;4;0;0;0;0;0;0
2020-03-05 09:30:00;46;42;15;10;15;6;28;37;33;7;3;0;0;0;3;0;0
2020-03-05 09:45:00;54;48;25;19;16;11;33;47;48;5;1;0;0;0;0;0;0
2020-03-05 10:00:00;42;60;25;13;11;12;39;51;55;16;4;0;0;0;0;0;0
2020-03-05 10:15:00;51;46;39;17;13;11;32;35;35;14;5;4;0;0;3;0;0
2020-03-05 10:30:00;57;51;27;8;12;8;36;53;57;13;3;3;0;0;2;0;0
2020-03-05 10:45:00;55;63;30;20;10;14;27;48;48;10;3;0;0;0;2;0;0
2020-03-05 11:00:00;53;44;45;23;16;17;40;61;54;10;3;1;0;0;1;0;0
2020-03-05 11:15:00;49;46;42;19;12;15;37;48;47;16;9;0;0;0;2;0;0
2020-03-05 11:30:00;52;49;43;22;12;13;50;65;72;21;8;1;0;0;3;0;0
2020-03-05 11:45:00;46;65;59;32;14;19;43;60;62;15;5;3;0;0;1;0;0
2020-03-05 12:00:00;48;64;43;25;15;15;31;50;54;10;6;3;0;0;2;0;0
2020-03-05 12:15:00;58;54;55;34;16;18;31;46;46;10;11;0;0;0;3;0;0
2020-03-05 12:30:00;43;43;59;27;20;19;44;49;49;5;7;4;0;0;0;0;0
2020-03-05 12:45:00;54;39;43;25;11;15;33;47;50;12;8;0;0;0;3;0;0
2020-03-05 13:00:00;43;41;42;23;14;19;39;55;54;10;11;3;0;0;0;0;0
2020-03-05 13:15:00;45;48;40;24;13;17;37;64;62;11;6;1;0;0;1;0;0
2020-03-05 13:30:00;51;47;45;15;19;10;42;55;57;12;6;3;0;0;0;0;0
2020-03-05 13:45:00;60;55;40;21;11;16;20;47;46;9;4;2;0;0;1;0;0
2020-03-05 14:00:00;6;4;3;1;1;2;4;3;2;1;0;0;0;0;0;0;0
2020-03-05 14:15:00;51;47;41;20;14;18;22;37;37;9;4;0;0;0;0;0;0
2020-03-05 14:30:00;61;60;44;19;12;9;29;41;40;12;10;1;0;0;3;0;0
2020-03-05 14:45:00;69;65;41;23;16;20;38;43;40;19;7;2;0;0;0;0;0
2020-03-05 15:00:00;51;45;44;22;17;11;33;54;53;22;10;7;0;0;1;0;0
2020-03-05 15:15:00;82;82;41;25;13;17;26;44;40;22;13;0;0;0;5;0;0
2020-03-05 15:30:00;79;68;49;32;16;20;38;50;46;17;11;5;0;0;2;0;0
2020-03-05 15:45:00;85;82;53;34;16;27;42;60;63;14;7;8;0;0;1;0;0
2020-03-05 16:00:00;89;68;51;32;15;16;30;51;54;11;7;0;0;0;0;0;0
2020-03-05 16:15:00;98;94;68;33;11;13;41;61;60;14;9;0;0;0;8;0;0
2020-03-05 16:30:00;89;82;53;26;13;16;45;53;56;16;10;1;0;0;0;0;0
2020-03-05 16:45:00;82;81;58;30;15;16;28;51;52;16;6;0;0;0;0;0;0
2020-03-05 17:00:00;78;83;49;29;15;14;38;72;70;15;13;1;0;0;1;0;0
2020-03-05 17:15:00;76;79;59;21;20;20;29;54;52;19;13;1;0;0;0;0;0
2020-03-05 17:30:00;75;70;67;29;15;17;36;54;49;15;7;0;0;0;3;0;0
2020-03-05 17:45:00;72;80;56;32;15;24;44;68;74;21;13;1;0;0;0;0;0
2020-03-05 18:00:00;78;61;72;45;22;19;30;54;54;18;13;1;0;0;1;0;0
2020-03-05 18:15:00;56;63;64;36;16;21;34;63;59;22;7;0;0;0;0;0;0
2020-03-05 18:30:00;60;73;70;32;17;18;27;36;40;15;7;1;0;0;0;0;0
2020-03-05 18:45:00;49;60;60;23;20;17;37;48;48;11;4;1;0;0;0;0;0
2020-03-05 19:00:00;45;56;84;38;12;16;29;54;54;24;12;2;0;0;0;0;0
2020-03-05 19:15:00;55;44;70;35;12;13;21;38;41;23;10;0;0;0;2;0;0
2020-03-05 19:30:00;41;48;60;31;15;16;21;34;38;11;3;0;0;0;0;0;0
2020-03-05 19:45:00;36;41;64;34;17;13;22;33;36;13;6;1;0;0;0;0;0
2020-03-05 20:00:00;33;35;70;39;16;20;16;31;34;15;9;0;0;0;0;0;0
2020-03-05 20:15:00;20;27;37;19;16;12;8;13;11;2;3;0;0;0;0;0;0
2020-03-05 20:30:00;19;19;44;22;19;14;9;12;13;0;0;0;0;0;0;0;0
2020-03-05 20:45:00;9;14;30;13;19;10;10;17;19;1;1;0;0;0;0;0;0
2020-03-05 21:00:00;16;12;26;18;15;9;20;26;27;0;0;0;0;0;0;0;0
2020-03-05 21:15:00;9;11;25;18;23;11;22;39;43;0;0;0;0;0;0;0;0
2020-03-05 21:30:00;15;16;33;19;18;15;22;23;23;0;0;0;0;0;0;0;0
2020-03-05 21:45:00;37;37;24;14;16;7;12;14;15;1;0;0;0;0;0;0;0
2020-03-05 22:00:00;39;29;24;17;24;16;15;14;19;0;0;0;0;0;0;0;0
2020-03-05 22:15:00;19;24;26;13;14;8;7;11;10;0;0;0;0;0;0;0;0
2020-03-05 22:30:00;10;8;34;16;15;11;12;11;13;0;0;0;0;0;0;0;0
2020-03-05 22:45:00;3;5;17;6;9;5;7;5;7;0;0;0;0;0;0;0;0
2020-03-05 23:00:00;6;10;13;9;11;5;7;7;7;0;0;0;0;0;0;0;0
2020-03-05 23:15:00;2;7;13;9;9;5;6;7;9;1;0;0;0;0;0;0;0
2020-03-05 23:30:00;4;3;13;8;8;5;6;7;7;0;0;0;0;0;0;0;0
2020-03-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
