DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-01-14 00:00:00;8;0;0;5;0;11;1;0;0
2020-01-14 00:15:00;3;0;0;6;0;12;0;0;0
2020-01-14 00:30:00;6;0;0;2;0;13;1;0;0
2020-01-14 00:45:00;6;0;0;1;0;12;1;0;0
2020-01-14 01:00:00;4;1;0;1;0;14;1;0;0
2020-01-14 01:15:00;6;1;0;2;0;12;1;0;0
2020-01-14 01:30:00;3;0;0;2;0;14;0;0;0
2020-01-14 01:45:00;1;0;0;2;0;12;1;0;0
2020-01-14 02:00:00;3;0;0;2;0;14;1;0;0
2020-01-14 02:15:00;2;1;0;1;0;12;1;0;0
2020-01-14 02:30:00;4;1;0;4;0;13;1;0;0
2020-01-14 02:45:00;2;1;0;1;0;12;0;0;0
2020-01-14 03:00:00;2;2;0;5;0;14;1;0;0
2020-01-14 03:15:00;1;0;0;1;0;12;1;0;0
2020-01-14 03:30:00;2;2;0;6;0;14;1;0;0
2020-01-14 03:45:00;2;2;0;4;0;12;1;0;0
2020-01-14 04:00:00;3;1;1;6;0;13;0;0;0
2020-01-14 04:15:00;9;1;0;8;0;12;1;0;0
2020-01-14 04:30:00;19;2;0;13;0;14;1;0;0
2020-01-14 04:45:00;25;2;0;12;0;12;1;0;0
2020-01-14 05:00:00;57;7;0;31;0;11;0;0;0
2020-01-14 05:15:00;100;10;1;50;0;9;1;0;0
2020-01-14 05:30:00;130;14;4;147;0;11;1;0;0
2020-01-14 05:45:00;123;15;0;156;0;9;0;0;0
2020-01-14 06:00:00;117;21;3;140;0;11;1;0;0
2020-01-14 06:15:00;110;15;4;123;0;9;1;0;0
2020-01-14 06:30:00;104;24;6;160;1;10;0;0;0
2020-01-14 06:45:00;101;23;5;198;0;10;1;0;0
2020-01-14 07:00:00;80;18;9;173;0;10;0;0;0
2020-01-14 07:15:00;71;12;9;180;0;10;1;0;0
2020-01-14 07:30:00;71;16;7;215;5;10;1;0;0
2020-01-14 07:45:00;70;10;10;195;4;10;0;0;0
2020-01-14 08:00:00;112;11;13;204;0;10;1;0;0
2020-01-14 08:15:00;127;19;6;180;0;10;1;0;0
2020-01-14 08:30:00;99;18;29;148;0;10;0;0;0
2020-01-14 08:45:00;93;14;10;125;0;10;1;0;0
2020-01-14 09:00:00;91;16;11;95;0;13;1;0;0
2020-01-14 09:15:00;100;12;10;117;1;13;0;0;0
2020-01-14 09:30:00;95;21;12;135;7;13;1;0;0
2020-01-14 09:45:00;87;15;11;130;15;13;1;0;0
2020-01-14 10:00:00;80;15;13;86;1;13;0;0;0
2020-01-14 10:15:00;91;16;10;89;0;12;1;0;0
2020-01-14 10:30:00;79;18;14;103;5;12;0;0;0
2020-01-14 10:45:00;67;8;18;51;0;9;0;0;0
2020-01-14 11:00:00;95;13;14;115;0;13;1;0;0
2020-01-14 11:15:00;89;14;15;101;7;13;0;0;0
2020-01-14 11:30:00;98;16;20;110;4;13;1;0;0
2020-01-14 11:45:00;116;18;16;91;0;13;1;0;0
2020-01-14 12:00:00;110;23;18;102;4;12;0;0;0
2020-01-14 12:15:00;121;14;27;86;2;13;1;0;0
2020-01-14 12:30:00;112;18;8;117;0;13;1;0;0
2020-01-14 12:45:00;138;14;12;107;7;13;1;0;0
2020-01-14 13:00:00;125;16;13;114;5;13;0;0;0
2020-01-14 13:15:00;126;16;11;113;0;9;1;0;0
2020-01-14 13:30:00;140;25;12;141;0;10;0;0;0
2020-01-14 13:45:00;134;23;10;138;7;10;1;0;0
2020-01-14 14:00:00;146;22;33;162;0;10;1;0;0
2020-01-14 14:15:00;140;16;12;155;8;10;0;0;0
2020-01-14 14:30:00;118;12;14;176;11;10;1;0;0
2020-01-14 14:45:00;116;20;22;150;2;10;1;0;0
2020-01-14 15:00:00;128;14;17;139;25;10;0;0;0
2020-01-14 15:15:00;146;28;13;146;0;10;1;0;0
2020-01-14 15:30:00;138;19;13;174;6;10;0;0;0
2020-01-14 15:45:00;153;31;14;176;1;10;1;0;0
2020-01-14 16:00:00;177;19;16;165;0;10;1;0;0
2020-01-14 16:15:00;167;20;24;152;5;10;0;0;0
2020-01-14 16:30:00;174;23;21;156;15;10;1;0;0
2020-01-14 16:45:00;149;23;19;166;0;10;1;0;0
2020-01-14 17:00:00;174;19;31;154;6;10;0;0;0
2020-01-14 17:15:00;175;16;15;168;35;10;1;0;0
2020-01-14 17:30:00;141;12;15;134;28;10;0;0;0
2020-01-14 17:45:00;154;24;11;165;3;10;1;0;0
2020-01-14 18:00:00;127;20;10;134;5;10;1;0;0
2020-01-14 18:15:00;149;15;29;147;6;10;0;0;0
2020-01-14 18:30:00;84;12;8;102;4;10;1;0;0
2020-01-14 18:45:00;85;5;8;79;0;10;1;0;0
2020-01-14 19:00:00;96;9;7;80;0;10;0;0;0
2020-01-14 19:15:00;92;7;3;90;1;10;1;0;0
2020-01-14 19:30:00;62;7;0;62;0;10;0;0;0
2020-01-14 19:45:00;69;5;3;53;0;10;1;0;0
2020-01-14 20:00:00;65;5;0;37;0;13;1;0;0
