DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-06-08 00:00:00;2;8;11;3;1;1;0
2020-06-08 00:15:00;10;14;16;9;0;2;0
2020-06-08 00:30:00;3;8;12;14;2;3;0
2020-06-08 00:45:00;4;6;13;12;0;1;0
2020-06-08 01:00:00;8;8;3;4;1;0;0
2020-06-08 01:15:00;5;6;4;7;0;1;0
2020-06-08 01:30:00;5;5;5;4;0;0;0
2020-06-08 01:45:00;11;6;3;5;0;3;0
2020-06-08 02:00:00;3;2;5;3;0;0;0
2020-06-08 02:15:00;5;5;10;4;0;1;0
2020-06-08 02:30:00;4;6;1;2;0;3;0
2020-06-08 02:45:00;10;4;4;3;1;0;0
2020-06-08 03:00:00;3;3;7;1;0;1;0
2020-06-08 03:15:00;3;6;5;3;3;1;0
2020-06-08 03:30:00;2;2;2;3;0;0;0
2020-06-08 03:45:00;7;6;10;3;0;1;0
2020-06-08 04:00:00;7;8;11;3;1;0;0
2020-06-08 04:15:00;7;7;14;3;2;1;0
2020-06-08 04:30:00;11;7;18;6;1;1;0
2020-06-08 04:45:00;19;10;43;19;5;6;0
2020-06-08 05:00:00;24;30;96;32;2;6;0
2020-06-08 05:15:00;33;31;201;100;5;12;0
2020-06-08 05:30:00;43;53;198;113;12;14;0
2020-06-08 05:45:00;48;61;148;84;13;12;0
2020-06-08 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 06:15:00;43;67;152;103;27;22;0
2020-06-08 06:30:00;83;100;205;134;11;24;0
2020-06-08 06:45:00;57;98;183;138;15;36;0
2020-06-08 07:00:00;72;90;165;114;15;23;0
2020-06-08 07:15:00;70;92;171;140;14;26;0
2020-06-08 07:30:00;68;83;187;135;15;28;3
2020-06-08 07:45:00;79;103;182;139;15;26;0
2020-06-08 08:00:00;54;73;168;106;20;27;6
2020-06-08 08:15:00;53;88;133;88;8;27;0
2020-06-08 08:30:00;73;99;135;103;14;33;0
2020-06-08 08:45:00;70;109;129;100;13;20;0
2020-06-08 09:00:00;66;96;95;98;18;18;1
2020-06-08 09:15:00;72;98;101;118;12;13;0
2020-06-08 09:30:00;69;108;123;138;29;12;0
2020-06-08 09:45:00;95;122;115;129;24;16;0
2020-06-08 10:00:00;85;121;115;134;20;13;0
2020-06-08 10:15:00;90;122;101;99;25;29;0
2020-06-08 10:30:00;97;143;115;144;25;19;0
2020-06-08 10:45:00;93;126;98;103;252;23;0
2020-06-08 11:00:00;82;130;114;110;26;26;0
2020-06-08 11:15:00;99;140;114;119;16;23;0
2020-06-08 11:30:00;104;149;111;122;29;22;0
2020-06-08 11:45:00;104;148;123;127;25;21;2
2020-06-08 12:00:00;112;166;120;121;56;27;0
2020-06-08 12:15:00;87;124;118;146;167;28;0
2020-06-08 12:30:00;94;130;111;100;18;18;0
2020-06-08 12:45:00;96;133;131;114;32;25;0
2020-06-08 13:00:00;91;141;139;141;12;36;0
2020-06-08 13:15:00;99;146;186;136;16;32;0
2020-06-08 13:30:00;101;155;194;169;14;32;0
2020-06-08 13:45:00;111;163;208;146;25;30;2
2020-06-08 14:00:00;176;214;174;147;18;32;0
2020-06-08 14:15:00;211;258;119;128;22;25;1
2020-06-08 14:30:00;241;293;120;134;113;26;0
2020-06-08 14:45:00;169;234;122;125;15;25;0
2020-06-08 15:00:00;153;227;107;116;16;33;0
2020-06-08 15:15:00;161;240;119;164;22;22;0
2020-06-08 15:30:00;148;201;113;134;19;22;3
2020-06-08 15:45:00;153;214;110;140;25;27;0
2020-06-08 16:00:00;184;248;109;140;16;38;0
2020-06-08 16:15:00;178;243;118;165;15;33;0
2020-06-08 16:30:00;140;220;114;146;12;27;0
2020-06-08 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 17:00:00;138;210;127;141;23;35;2
2020-06-08 17:15:00;120;198;126;159;25;28;0
2020-06-08 17:30:00;115;184;111;142;17;31;0
2020-06-08 17:45:00;106;165;93;99;23;24;2
2020-06-08 18:00:00;109;160;99;119;17;31;0
2020-06-08 18:15:00;107;162;105;105;21;26;5
2020-06-08 18:30:00;100;143;92;93;14;27;5
2020-06-08 18:45:00;76;113;77;108;17;19;1
2020-06-08 19:00:00;76;115;87;95;31;23;0
2020-06-08 19:15:00;73;103;57;69;10;17;0
2020-06-08 19:30:00;69;97;69;71;9;24;0
2020-06-08 19:45:00;65;98;69;61;11;20;0
2020-06-08 20:00:00;69;100;65;64;6;16;0
2020-06-08 20:15:00;52;73;67;69;3;5;0
2020-06-08 20:30:00;50;57;73;62;2;16;0
2020-06-08 20:45:00;49;58;88;72;3;10;0
2020-06-08 21:00:00;42;56;147;61;2;6;0
2020-06-08 21:15:00;40;60;208;101;1;21;0
2020-06-08 21:30:00;37;58;128;57;2;16;0
2020-06-08 21:45:00;110;137;68;43;5;16;0
2020-06-08 22:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 22:15:00;83;91;25;34;3;11;0
2020-06-08 22:30:00;41;42;31;28;3;8;0
2020-06-08 22:45:00;23;25;28;14;2;7;0
2020-06-08 23:00:00;23;32;21;19;0;5;0
2020-06-08 23:15:00;21;13;25;18;1;2;0
2020-06-08 23:45:00;12;10;16;11;2;3;0
