DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-12-19 00:00:00;0;1;1;1;0;0;0
2020-12-19 00:15:00;0;6;5;6;4;3;3
2020-12-19 00:30:00;0;6;2;7;3;0;0
2020-12-19 00:45:00;0;2;0;4;4;0;0
2020-12-19 01:00:00;0;4;0;5;1;0;0
2020-12-19 01:15:00;0;3;0;2;0;0;0
2020-12-19 01:30:00;0;3;1;4;1;0;0
2020-12-19 01:45:00;0;3;1;2;3;0;0
2020-12-19 02:00:00;0;4;1;6;3;0;0
2020-12-19 02:15:00;0;3;2;6;5;0;0
2020-12-19 02:30:00;0;3;1;3;1;0;0
2020-12-19 02:45:00;0;1;2;4;1;0;0
2020-12-19 03:00:00;0;2;2;4;0;0;0
2020-12-19 03:15:00;0;5;2;5;1;0;0
2020-12-19 03:30:00;0;2;2;4;1;0;0
2020-12-19 03:45:00;0;1;0;2;2;0;0
2020-12-19 04:00:00;0;6;2;4;2;0;0
2020-12-19 04:15:00;0;6;1;4;3;0;0
2020-12-19 04:30:00;0;4;2;6;3;0;0
2020-12-19 04:45:00;0;10;3;11;2;0;0
2020-12-19 05:00:00;0;12;7;12;6;0;0
2020-12-19 05:15:00;5;14;12;23;12;0;0
2020-12-19 05:30:00;0;22;10;28;15;0;0
2020-12-19 05:45:00;0;23;13;44;23;0;0
2020-12-19 06:00:00;0;16;11;38;19;1;1
2020-12-19 06:15:00;0;22;13;38;11;0;0
2020-12-19 06:30:00;3;21;13;29;16;2;2
2020-12-19 06:45:00;0;22;9;39;18;1;1
2020-12-19 07:00:00;0;16;16;28;36;2;2
2020-12-19 07:15:00;7;31;22;34;18;1;1
2020-12-19 07:30:00;13;27;22;23;28;2;2
2020-12-19 07:45:00;6;33;23;35;31;1;1
2020-12-19 08:00:00;0;34;23;46;27;2;2
2020-12-19 08:15:00;0;34;27;46;34;1;1
2020-12-19 08:30:00;0;34;36;51;31;4;4
2020-12-19 08:45:00;4;47;47;70;57;2;2
2020-12-19 09:00:00;0;52;41;54;46;3;3
2020-12-19 09:15:00;17;54;51;62;51;1;1
2020-12-19 09:30:00;43;60;55;69;58;3;3
2020-12-19 09:45:00;0;52;52;90;77;1;1
2020-12-19 10:00:00;8;70;57;83;73;3;3
2020-12-19 10:15:00;8;86;50;101;77;0;0
2020-12-19 10:30:00;1;82;86;93;85;5;5
2020-12-19 10:45:00;8;82;56;101;100;1;1
2020-12-19 11:00:00;2;85;63;109;73;1;1
2020-12-19 11:15:00;31;89;76;92;85;3;3
2020-12-19 11:30:00;6;82;77;73;100;3;3
2020-12-19 11:45:00;10;102;96;101;124;0;0
2020-12-19 12:00:00;5;77;66;94;92;2;2
2020-12-19 12:15:00;6;101;75;104;107;4;4
2020-12-19 12:30:00;7;98;74;91;82;3;3
2020-12-19 12:45:00;11;94;84;92;91;1;1
2020-12-19 13:00:00;2;83;71;106;88;2;2
2020-12-19 13:15:00;12;82;69;98;99;2;2
2020-12-19 13:30:00;3;103;101;89;95;4;4
2020-12-19 13:45:00;3;80;66;85;78;1;1
2020-12-19 14:00:00;6;90;71;93;93;2;2
2020-12-19 14:15:00;2;70;60;93;93;2;2
2020-12-19 14:30:00;23;86;77;98;94;4;4
2020-12-19 14:45:00;16;82;71;101;90;1;1
2020-12-19 15:00:00;21;76;63;88;79;2;2
2020-12-19 15:15:00;6;73;68;97;90;2;2
2020-12-19 15:30:00;1;80;71;88;93;3;3
2020-12-19 15:45:00;27;75;82;87;88;1;1
2020-12-19 16:00:00;35;73;76;95;83;3;3
2020-12-19 16:15:00;27;96;70;100;86;2;2
2020-12-19 16:30:00;7;80;81;78;80;3;3
2020-12-19 16:45:00;12;75;73;83;84;1;1
2020-12-19 17:00:00;0;72;74;100;79;2;2
2020-12-19 17:15:00;11;69;65;75;80;2;2
2020-12-19 17:30:00;11;66;72;78;73;3;3
2020-12-19 17:45:00;11;74;73;72;58;1;1
2020-12-19 18:00:00;1;74;68;56;59;0;0
2020-12-19 18:15:00;1;63;54;78;74;3;3
2020-12-19 18:30:00;0;50;55;64;54;5;5
2020-12-19 18:45:00;34;50;57;56;42;1;1
2020-12-19 19:00:00;6;45;36;56;42;2;2
2020-12-19 19:15:00;0;58;43;59;39;1;1
2020-12-19 19:30:00;4;47;51;58;29;3;3
2020-12-19 19:45:00;0;47;48;40;35;2;2
2020-12-19 20:00:00;2;35;33;38;29;3;2
2020-12-19 20:15:00;1;43;35;56;44;1;2
2020-12-19 20:30:00;0;50;41;62;47;4;4
2020-12-19 20:45:00;0;47;42;49;32;1;1
2020-12-19 21:00:00;0;18;17;17;19;2;2
2020-12-19 21:15:00;0;14;7;17;10;1;1
2020-12-19 21:30:00;0;5;6;13;3;1;1
2020-12-19 21:45:00;0;6;8;12;4;0;0
2020-12-19 22:00:00;4;2;5;10;8;3;3
2020-12-19 22:15:00;0;8;2;9;6;2;2
2020-12-19 22:30:00;0;6;5;7;4;1;1
2020-12-19 22:45:00;0;4;1;11;5;1;1
2020-12-19 23:00:00;0;4;3;5;6;3;2
2020-12-19 23:15:00;0;2;1;1;3;1;1
2020-12-19 23:30:00;0;2;1;3;5;1;1
2020-12-19 23:45:00;0;1;3;2;3;0;0
