DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-06-22 00:00:00;9;8;0;10;11;6;13;8;9;8
2020-06-22 00:15:00;8;6;3;8;10;1;11;10;6;7
2020-06-22 00:30:00;9;6;1;5;7;0;6;6;5;5
2020-06-22 00:45:00;4;6;0;6;8;2;7;3;6;5
2020-06-22 01:00:00;8;6;0;2;0;0;1;1;5;7
2020-06-22 01:15:00;3;3;1;1;4;0;4;1;2;3
2020-06-22 01:30:00;5;1;1;2;5;4;6;2;2;3
2020-06-22 01:45:00;7;2;0;7;3;0;3;5;1;6
2020-06-22 02:00:00;4;3;0;4;4;1;3;4;2;2
2020-06-22 02:15:00;3;2;1;1;2;1;3;0;2;2
2020-06-22 02:30:00;5;2;1;1;1;0;1;1;3;5
2020-06-22 03:00:00;1;2;0;1;1;1;1;1;3;1
2020-06-22 03:15:00;4;2;1;1;2;0;2;1;2;4
2020-06-22 03:30:00;1;5;0;1;0;0;0;0;5;0
2020-06-22 03:45:00;5;3;0;0;3;1;2;0;3;5
2020-06-22 04:00:00;1;2;1;1;3;2;2;0;2;1
2020-06-22 04:15:00;6;2;1;3;10;1;11;2;3;6
2020-06-22 04:30:00;6;4;0;5;9;1;9;6;4;6
2020-06-22 05:00:00;16;6;1;14;27;10;27;16;7;11
2020-06-22 05:15:00;30;19;0;20;46;10;51;25;23;27
2020-06-22 05:30:00;29;14;3;31;42;15;51;35;13;24
2020-06-22 05:45:00;32;15;1;42;63;17;68;43;21;32
2020-06-22 06:00:00;31;22;1;38;59;11;61;44;25;28
2020-06-22 06:15:00;43;30;3;49;83;20;87;50;33;41
2020-06-22 06:30:00;57;32;4;112;103;21;116;118;33;49
2020-06-22 06:45:00;56;37;2;106;108;19;105;110;35;53
2020-06-22 07:00:00;55;37;9;116;117;19;120;119;45;48
2020-06-22 07:15:00;59;44;10;148;129;20;120;150;38;54
2020-06-22 07:30:00;74;51;20;112;137;40;135;134;51;59
2020-06-22 07:45:00;76;44;20;127;124;44;138;128;49;59
2020-06-22 08:00:00;63;42;14;116;87;36;92;104;43;57
2020-06-22 08:15:00;65;48;19;80;89;16;95;96;52;56
2020-06-22 08:30:00;58;29;15;71;70;26;79;75;32;54
2020-06-22 08:45:00;61;31;12;65;94;13;91;71;29;53
2020-06-22 09:00:00;53;42;15;55;73;19;74;58;45;45
2020-06-22 09:15:00;51;29;11;63;61;14;60;70;31;43
2020-06-22 09:30:00;37;68;12;55;72;25;85;50;53;41
2020-06-22 09:45:00;22;89;15;72;87;25;93;75;54;47
2020-06-22 10:00:00;67;59;9;46;74;32;84;43;51;55
2020-06-22 10:15:00;61;45;11;59;72;21;82;58;46;47
2020-06-22 10:30:00;60;48;18;59;70;38;82;67;51;47
2020-06-22 10:45:00;78;58;16;60;73;25;81;57;63;73
2020-06-22 11:00:00;58;62;17;49;70;24;79;44;55;51
2020-06-22 11:15:00;53;52;19;59;84;30;90;60;59;52
2020-06-22 11:30:00;76;64;22;50;73;35;80;57;69;72
2020-06-22 11:45:00;76;75;14;53;83;21;86;50;77;62
2020-06-22 12:00:00;75;70;20;63;76;21;77;55;73;67
2020-06-22 12:15:00;60;62;16;60;75;24;77;54;68;54
2020-06-22 12:30:00;69;63;26;71;71;22;82;65;70;64
2020-06-22 12:45:00;78;73;22;60;75;24;79;70;70;65
2020-06-22 13:00:00;77;65;16;64;75;30;83;67;62;65
2020-06-22 13:15:00;98;83;13;73;82;19;82;78;80;84
2020-06-22 13:45:00;77;46;16;92;95;27;101;97;50;77
2020-06-22 14:00:00;92;60;19;70;89;16;93;71;60;76
2020-06-22 14:15:00;98;79;18;67;78;33;92;75;82;83
2020-06-22 14:30:00;103;91;20;80;86;26;94;67;91;105
2020-06-22 14:45:00;115;93;24;77;88;28;98;76;97;107
2020-06-22 15:00:00;92;71;24;71;93;31;100;71;76;89
2020-06-22 15:15:00;103;93;20;70;72;19;77;54;91;90
2020-06-22 15:30:00;102;77;28;71;70;23;79;61;91;89
2020-06-22 15:45:00;118;102;21;74;81;27;88;68;105;108
2020-06-22 16:00:00;111;103;15;56;81;24;90;54;110;101
2020-06-22 16:15:00;117;111;13;76;98;22;107;73;115;96
2020-06-22 16:30:00;84;97;24;82;96;20;96;69;101;78
2020-06-22 16:45:00;101;85;23;60;67;27;73;62;87;104
2020-06-22 17:00:00;112;97;29;90;119;25;111;90;93;117
2020-06-22 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-22 17:30:00;92;75;22;70;92;33;92;72;81;83
