DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-01-09 00:00:00;4;2;2;1;7;0;5;6;0;0;0;0;0;0;0
2020-01-09 00:15:00;6;2;1;2;7;1;7;4;0;0;0;0;0;0;0
2020-01-09 00:30:00;5;1;2;8;10;1;4;8;0;0;0;0;0;0;0
2020-01-09 00:45:00;3;3;3;2;10;0;1;6;0;0;0;0;0;0;0
2020-01-09 01:00:00;5;0;6;4;5;0;3;10;0;0;0;0;0;0;0
2020-01-09 01:15:00;9;1;3;3;5;1;4;8;0;0;0;0;0;0;0
2020-01-09 01:30:00;6;0;6;2;6;1;2;7;0;0;0;0;0;0;0
2020-01-09 01:45:00;4;1;4;3;1;0;3;6;0;0;0;0;0;0;0
2020-01-09 02:00:00;2;0;6;3;4;2;4;6;0;0;0;0;0;0;0
2020-01-09 02:15:00;4;0;1;3;1;1;2;5;0;0;0;0;0;0;0
2020-01-09 02:30:00;4;0;4;6;2;0;1;6;0;0;0;0;0;0;0
2020-01-09 02:45:00;9;0;0;3;5;0;1;3;0;0;0;0;0;0;0
2020-01-09 03:00:00;3;0;1;2;4;0;0;1;0;0;0;0;0;0;0
2020-01-09 03:15:00;2;0;1;5;4;0;1;4;0;0;0;0;0;0;0
2020-01-09 03:30:00;5;3;1;5;2;2;4;6;0;0;0;0;0;0;0
2020-01-09 03:45:00;3;2;3;5;5;0;0;9;0;0;0;0;0;0;0
2020-01-09 04:00:00;3;2;1;7;6;0;3;5;0;0;0;0;0;0;0
2020-01-09 04:15:00;9;3;6;3;5;1;2;10;0;3;0;0;0;0;0
2020-01-09 04:30:00;7;3;8;5;3;0;4;13;0;0;0;0;0;0;0
2020-01-09 04:45:00;15;4;3;4;8;1;6;12;0;0;0;0;0;0;0
2020-01-09 05:00:00;21;4;8;3;3;1;3;14;0;0;0;0;0;0;0
2020-01-09 05:15:00;41;6;9;14;11;2;15;22;0;0;1;0;0;0;0
2020-01-09 05:30:00;75;20;17;19;22;1;21;31;0;0;0;0;0;0;0
2020-01-09 05:45:00;96;23;15;52;18;0;30;43;0;1;3;0;0;2;0
2020-01-09 06:00:00;102;22;14;51;27;4;21;38;0;5;1;0;0;0;0
2020-01-09 06:15:00;98;28;15;54;34;2;28;38;0;0;0;2;0;0;0
2020-01-09 06:30:00;125;40;15;72;32;1;40;35;0;0;1;0;0;0;0
2020-01-09 06:45:00;151;42;29;86;34;3;42;33;0;0;0;0;0;0;0
2020-01-09 07:00:00;164;40;38;64;42;4;51;43;0;0;1;1;0;0;0
2020-01-09 07:15:00;189;26;49;89;46;5;45;37;0;0;1;0;0;0;0
2020-01-09 07:30:00;171;24;41;44;33;11;43;46;0;0;2;0;0;0;0
2020-01-09 07:45:00;164;24;66;53;45;18;81;42;0;2;1;7;0;0;0
2020-01-09 08:00:00;148;24;36;58;30;4;51;45;0;0;4;0;0;2;0
2020-01-09 08:15:00;157;20;38;47;53;10;63;40;0;0;2;0;0;0;0
2020-01-09 08:30:00;143;18;20;45;33;5;47;47;0;0;3;0;0;6;0
2020-01-09 08:45:00;117;10;36;34;47;6;51;50;0;0;2;0;0;5;0
2020-01-09 09:00:00;111;10;36;52;41;2;48;34;0;0;6;0;0;2;0
2020-01-09 09:15:00;121;24;33;46;51;9;47;40;0;0;1;0;0;4;0
2020-01-09 09:30:00;130;13;35;40;64;8;39;40;0;1;2;9;0;0;0
2020-01-09 09:45:00;104;13;37;45;66;10;57;41;0;0;1;0;0;0;0
2020-01-09 10:00:00;116;12;54;31;59;9;34;38;0;1;2;0;0;0;0
2020-01-09 10:15:00;98;9;32;31;69;9;34;34;0;1;0;0;0;0;0
2020-01-09 10:30:00;98;9;44;44;61;6;43;44;0;0;1;0;0;1;0
2020-01-09 10:45:00;100;10;46;44;64;8;55;45;0;0;2;0;0;0;0
2020-01-09 11:00:00;99;9;48;49;50;10;56;45;0;0;2;0;0;0;0
2020-01-09 11:15:00;100;6;46;40;72;5;56;43;0;0;0;0;0;0;0
2020-01-09 11:30:00;102;6;52;42;70;12;62;42;0;0;0;0;0;1;0
2020-01-09 11:45:00;90;6;48;48;72;10;43;49;0;0;1;6;3;0;0
2020-01-09 12:00:00;99;7;50;60;88;12;72;45;0;3;5;0;0;4;0
2020-01-09 12:15:00;82;5;41;44;96;7;45;38;0;1;2;0;1;0;0
2020-01-09 12:30:00;103;3;36;56;86;15;47;39;0;3;0;0;0;0;0
2020-01-09 12:45:00;105;2;38;53;81;9;47;40;0;0;1;0;0;2;0
2020-01-09 13:00:00;119;8;44;43;113;8;68;32;0;1;1;0;0;1;0
2020-01-09 13:15:00;92;10;28;46;113;14;53;37;0;1;1;0;0;0;0
2020-01-09 13:30:00;103;14;52;55;92;9;60;46;0;1;0;2;0;0;1
2020-01-09 13:45:00;96;17;41;41;85;9;51;30;0;0;1;0;0;0;0
2020-01-09 14:00:00;101;10;48;39;102;8;57;36;0;1;5;0;1;21;0
2020-01-09 14:15:00;90;14;43;33;107;12;59;39;0;0;1;6;0;0;0
2020-01-09 14:30:00;104;8;42;38;101;11;72;42;0;0;2;0;2;0;0
2020-01-09 14:45:00;115;10;56;40;87;9;53;38;0;0;0;0;0;0;0
2020-01-09 15:00:00;99;8;82;35;122;12;74;34;0;0;0;0;0;0;0
2020-01-09 15:15:00;74;5;63;50;101;11;65;38;0;0;5;0;2;0;0
2020-01-09 15:30:00;122;9;85;55;109;11;72;52;0;2;0;0;1;0;0
2020-01-09 15:45:00;98;8;67;45;122;14;74;50;0;1;0;0;0;0;0
2020-01-09 16:00:00;98;10;88;57;117;14;73;45;0;0;1;0;0;2;0
2020-01-09 16:15:00;108;10;89;51;112;12;72;52;0;0;2;0;2;0;0
2020-01-09 16:30:00;129;9;86;56;127;7;110;42;0;2;4;0;2;2;0
2020-01-09 16:45:00;104;7;81;44;124;13;80;41;0;3;1;0;0;0;0
2020-01-09 17:00:00;90;6;83;49;144;21;60;40;0;0;3;0;0;0;0
2020-01-09 17:15:00;88;4;65;47;146;19;65;56;0;2;0;2;0;0;0
2020-01-09 17:30:00;102;4;65;27;127;11;66;42;0;0;5;0;0;0;0
2020-01-09 17:45:00;80;2;52;35;128;19;60;38;0;0;4;0;0;0;0
2020-01-09 18:00:00;97;1;59;43;129;8;59;38;0;1;0;3;1;0;0
2020-01-09 18:15:00;100;7;43;36;123;13;54;34;0;0;1;0;0;1;0
2020-01-09 18:30:00;92;5;48;25;97;10;35;25;0;0;0;0;0;0;0
2020-01-09 18:45:00;70;6;45;21;96;10;38;31;0;0;1;6;6;15;0
2020-01-09 19:00:00;55;4;30;23;100;8;45;26;0;0;1;2;0;0;0
2020-01-09 19:15:00;68;3;20;26;90;10;30;29;0;1;2;0;0;0;0
2020-01-09 19:30:00;60;2;26;21;98;3;22;26;0;4;2;0;1;4;0
2020-01-09 19:45:00;54;1;19;16;86;11;23;22;0;0;0;0;0;1;0
2020-01-09 20:00:00;52;3;14;19;86;8;33;20;0;0;5;6;0;31;1
2020-01-09 20:15:00;43;1;15;14;76;2;24;24;0;0;0;0;0;0;0
2020-01-09 20:30:00;36;2;12;9;63;3;16;13;0;0;0;0;0;0;0
2020-01-09 20:45:00;29;4;12;10;52;1;17;18;0;0;3;0;0;0;0
2020-01-09 21:00:00;32;3;14;14;56;8;19;23;0;0;0;0;0;0;0
2020-01-09 21:15:00;28;1;13;9;47;2;22;16;0;0;0;0;2;0;0
2020-01-09 21:30:00;32;1;13;6;47;1;24;14;0;0;0;0;0;0;0
2020-01-09 21:45:00;23;2;5;7;35;1;19;12;0;0;0;0;0;0;0
2020-01-09 22:00:00;23;3;18;5;36;2;21;10;0;3;0;0;0;0;0
2020-01-09 22:15:00;18;1;9;13;45;2;15;18;0;0;0;0;0;0;0
2020-01-09 22:30:00;15;3;12;5;40;5;11;20;0;0;0;0;0;0;0
2020-01-09 22:45:00;16;0;7;4;38;4;11;7;0;0;0;0;0;0;0
2020-01-09 23:00:00;16;2;4;4;23;4;5;7;0;0;2;0;0;9;0
2020-01-09 23:15:00;9;0;11;4;16;3;9;14;0;0;1;0;0;2;0
2020-01-09 23:30:00;7;1;3;5;8;1;6;9;0;0;0;0;0;0;0
2020-01-09 23:45:00;5;3;5;4;15;3;7;13;0;0;4;0;0;0;0
