DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-12-09 00:00:00;1;0;0;0;0
2019-12-09 00:15:00;5;2;3;2;2
2019-12-09 00:30:00;2;0;1;1;0
2019-12-09 00:45:00;1;0;0;4;0
2019-12-09 01:00:00;1;0;0;1;1
2019-12-09 01:15:00;2;0;0;1;0
2019-12-09 01:30:00;3;0;0;0;1
2019-12-09 01:45:00;1;0;0;2;1
2019-12-09 02:00:00;3;0;0;0;0
2019-12-09 02:15:00;0;0;1;1;1
2019-12-09 02:30:00;2;0;0;0;0
2019-12-09 02:45:00;0;0;0;1;1
2019-12-09 03:00:00;0;0;0;0;0
2019-12-09 03:15:00;1;0;0;3;0
2019-12-09 03:30:00;1;0;0;0;1
2019-12-09 03:45:00;1;0;0;0;0
2019-12-09 04:00:00;1;0;0;0;0
2019-12-09 04:15:00;1;0;0;0;2
2019-12-09 04:30:00;0;0;1;1;0
2019-12-09 04:45:00;1;0;1;2;2
2019-12-09 05:00:00;6;0;3;3;3
2019-12-09 05:15:00;5;0;3;5;4
2019-12-09 05:30:00;10;1;4;5;16
2019-12-09 05:45:00;8;0;4;10;19
2019-12-09 06:00:00;24;3;4;8;17
2019-12-09 06:15:00;32;6;9;16;22
2019-12-09 06:30:00;34;5;8;26;39
2019-12-09 06:45:00;47;5;11;17;64
2019-12-09 07:00:00;53;7;9;25;61
2019-12-09 07:15:00;42;8;20;23;112
2019-12-09 07:30:00;57;16;25;36;118
2019-12-09 07:45:00;95;15;24;67;111
2019-12-09 08:00:00;75;19;19;40;74
2019-12-09 08:15:00;62;18;18;35;61
2019-12-09 08:30:00;60;15;16;36;77
2019-12-09 08:45:00;43;9;8;21;51
2019-12-09 09:00:00;44;18;22;32;61
2019-12-09 09:15:00;34;9;20;31;62
2019-12-09 09:30:00;46;21;22;30;63
2019-12-09 09:45:00;48;19;23;43;75
2019-12-09 10:00:00;49;16;20;29;68
2019-12-09 10:15:00;45;16;28;39;71
2019-12-09 10:30:00;49;18;19;32;66
2019-12-09 10:45:00;53;11;17;39;64
2019-12-09 11:00:00;47;16;19;37;72
2019-12-09 11:15:00;51;9;25;33;60
2019-12-09 11:30:00;44;14;23;43;65
2019-12-09 11:45:00;48;13;26;48;66
2019-12-09 12:00:00;46;13;18;32;75
2019-12-09 12:15:00;47;6;17;44;79
2019-12-09 12:30:00;45;14;18;40;69
2019-12-09 12:45:00;54;7;19;31;90
2019-12-09 13:00:00;58;13;27;40;76
2019-12-09 13:15:00;56;21;23;44;71
2019-12-09 13:30:00;47;15;31;40;92
2019-12-09 13:45:00;57;30;18;31;79
2019-12-09 14:00:00;87;47;23;32;69
2019-12-09 14:15:00;61;30;21;34;72
2019-12-09 14:30:00;62;14;22;37;80
2019-12-09 14:45:00;57;18;22;42;82
2019-12-09 15:00:00;56;13;32;41;90
2019-12-09 15:15:00;91;10;30;43;90
2019-12-09 15:30:00;61;13;39;46;118
2019-12-09 15:45:00;69;18;30;51;115
2019-12-09 16:00:00;104;14;24;35;121
2019-12-09 16:15:00;79;11;30;33;103
2019-12-09 16:30:00;68;12;31;53;109
2019-12-09 16:45:00;68;19;23;30;109
2019-12-09 17:00:00;69;17;26;43;116
2019-12-09 17:15:00;81;20;22;42;103
2019-12-09 17:30:00;83;31;28;44;103
2019-12-09 17:45:00;67;12;35;45;92
2019-12-09 18:00:00;62;37;29;41;123
2019-12-09 18:15:00;64;14;22;36;105
2019-12-09 18:30:00;50;16;18;26;87
2019-12-09 18:45:00;40;16;16;32;75
2019-12-09 19:00:00;32;13;15;24;55
2019-12-09 19:15:00;22;7;15;20;52
2019-12-09 19:30:00;37;12;12;29;46
2019-12-09 19:45:00;26;6;13;12;55
2019-12-09 20:00:00;35;6;21;18;44
2019-12-09 20:15:00;23;2;18;18;40
2019-12-09 20:30:00;16;7;12;18;34
2019-12-09 20:45:00;20;1;6;21;30
2019-12-09 21:00:00;30;3;14;23;25
2019-12-09 21:15:00;29;2;14;20;29
2019-12-09 21:30:00;23;2;6;15;29
2019-12-09 21:45:00;28;3;6;9;30
2019-12-09 22:00:00;36;4;10;15;19
2019-12-09 22:15:00;23;4;17;10;22
2019-12-09 22:30:00;17;4;7;11;14
2019-12-09 22:45:00;18;2;6;6;13
2019-12-09 23:00:00;18;2;4;10;8
2019-12-09 23:15:00;2;0;5;6;6
2019-12-09 23:30:00;4;1;3;3;9
2019-12-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
