DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-12-10 00:00:00;5;8;0;4;1;2;0;0;0;0
2019-12-10 00:15:00;7;7;1;3;0;1;0;0;0;0
2019-12-10 00:30:00;1;1;0;1;0;0;0;0;0;0
2019-12-10 00:45:00;0;4;1;1;1;1;0;0;0;0
2019-12-10 01:00:00;3;3;1;3;0;0;0;0;0;0
2019-12-10 01:15:00;1;3;2;1;2;1;0;0;0;0
2019-12-10 01:30:00;4;3;1;0;1;0;0;0;0;0
2019-12-10 01:45:00;2;2;0;3;0;3;0;0;0;0
2019-12-10 02:00:00;0;1;0;1;0;0;0;0;0;0
2019-12-10 02:15:00;1;1;1;0;0;1;0;0;0;0
2019-12-10 02:30:00;0;0;0;1;1;0;0;0;0;0
2019-12-10 02:45:00;2;3;0;0;0;0;0;0;0;0
2019-12-10 03:00:00;0;1;1;0;0;0;0;0;0;0
2019-12-10 03:15:00;1;1;1;1;0;1;0;0;0;0
2019-12-10 03:30:00;0;1;0;0;2;0;0;0;0;0
2019-12-10 03:45:00;0;0;0;1;2;1;0;0;0;0
2019-12-10 04:00:00;1;1;0;0;0;0;0;0;0;0
2019-12-10 04:15:00;0;1;1;0;0;2;0;0;0;0
2019-12-10 04:30:00;0;0;3;0;1;0;0;0;0;0
2019-12-10 04:45:00;1;1;0;5;2;4;0;0;0;0
2019-12-10 05:00:00;2;2;0;1;7;6;0;0;0;0
2019-12-10 05:15:00;10;9;2;5;4;11;0;0;0;0
2019-12-10 05:30:00;4;12;3;11;5;9;0;0;0;0
2019-12-10 05:45:00;12;20;19;8;9;30;0;0;0;0
2019-12-10 06:00:00;16;19;16;9;14;31;0;0;0;0
2019-12-10 06:15:00;13;33;23;14;23;46;0;0;0;0
2019-12-10 06:30:00;24;31;25;21;30;41;0;0;0;0
2019-12-10 06:45:00;16;34;39;15;21;37;0;0;0;0
2019-12-10 07:00:00;24;39;44;19;50;64;0;0;0;0
2019-12-10 07:15:00;25;45;98;23;44;112;0;0;0;0
2019-12-10 07:30:00;36;57;128;28;65;119;0;0;0;0
2019-12-10 07:45:00;36;95;578;32;68;71;0;0;0;0
2019-12-10 08:00:00;29;62;78;19;66;85;0;0;0;0
2019-12-10 08:15:00;31;52;61;19;71;87;0;0;0;0
2019-12-10 08:30:00;18;40;44;25;51;57;0;0;0;0
2019-12-10 08:45:00;25;38;56;38;35;69;0;0;0;0
2019-12-10 09:00:00;32;38;40;41;56;62;0;0;0;0
2019-12-10 09:15:00;21;37;34;38;31;59;0;0;0;0
2019-12-10 09:30:00;37;41;40;39;47;41;0;0;0;0
2019-12-10 09:45:00;30;40;49;56;34;59;0;0;0;0
2019-12-10 10:00:00;30;31;26;49;27;32;0;0;0;0
2019-12-10 10:15:00;43;31;32;72;40;38;0;0;0;0
2019-12-10 10:30:00;43;34;34;64;38;39;0;0;0;0
2019-12-10 10:45:00;35;38;30;49;41;41;0;0;0;0
2019-12-10 11:00:00;40;46;45;66;32;40;0;0;0;0
2019-12-10 11:15:00;46;50;34;49;34;36;0;0;0;0
2019-12-10 11:30:00;43;293;34;59;27;32;0;0;0;0
2019-12-10 11:45:00;44;40;41;60;32;42;0;0;0;0
2019-12-10 12:00:00;44;63;45;81;29;30;0;0;0;0
2019-12-10 12:15:00;73;53;36;64;43;37;0;0;0;0
2019-12-10 12:30:00;36;32;31;31;14;21;0;0;0;0
2019-12-10 12:45:00;24;12;21;14;16;16;0;0;0;0
2019-12-10 13:00:00;50;66;38;60;33;38;0;0;0;0
2019-12-10 13:15:00;59;60;42;62;32;31;0;0;0;0
2019-12-10 13:30:00;33;45;42;43;28;33;0;0;0;0
2019-12-10 13:45:00;72;65;51;47;34;41;0;0;0;0
2019-12-10 14:00:00;52;51;29;38;22;40;0;0;0;0
2019-12-10 14:15:00;63;81;43;60;30;35;0;0;0;0
2019-12-10 14:30:00;74;97;36;63;21;37;0;0;0;0
2019-12-10 14:45:00;89;98;36;61;25;50;0;0;0;0
2019-12-10 15:00:00;87;83;40;62;22;43;0;0;0;0
2019-12-10 15:15:00;77;118;68;76;33;41;0;0;0;0
2019-12-10 15:30:00;92;125;47;47;30;45;0;0;0;0
2019-12-10 15:45:00;88;111;78;331;37;44;0;0;0;0
2019-12-10 16:00:00;81;106;65;68;28;34;0;0;0;0
2019-12-10 16:15:00;93;135;52;63;29;50;0;0;0;0
2019-12-10 16:30:00;86;119;72;68;29;63;0;0;0;0
2019-12-10 16:45:00;68;115;53;307;39;56;0;0;0;0
2019-12-10 17:00:00;68;110;100;307;33;45;0;0;0;0
2019-12-10 17:15:00;56;86;84;566;28;54;0;0;0;0
