DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-04-30 00:00:00;3;8;2;4;0;3;0
2020-04-30 00:15:00;6;7;11;7;0;3;0
2020-04-30 00:30:00;5;8;9;4;2;4;0
2020-04-30 00:45:00;5;8;6;8;1;0;0
2020-04-30 01:00:00;3;7;9;2;1;4;0
2020-04-30 01:15:00;4;3;7;3;0;1;0
2020-04-30 01:30:00;2;2;5;3;0;2;0
2020-04-30 01:45:00;7;2;5;4;0;1;0
2020-04-30 02:00:00;3;8;4;3;0;2;0
2020-04-30 02:15:00;5;5;5;3;0;1;0
2020-04-30 02:30:00;5;4;5;4;1;0;0
2020-04-30 02:45:00;11;5;3;3;0;1;0
2020-04-30 03:00:00;3;2;7;2;0;0;0
2020-04-30 03:15:00;4;3;7;5;0;0;0
2020-04-30 03:30:00;1;1;6;0;0;0;0
2020-04-30 03:45:00;2;3;6;1;1;1;0
2020-04-30 04:00:00;4;3;6;4;0;0;0
2020-04-30 04:15:00;5;5;5;1;0;0;0
2020-04-30 04:30:00;9;9;13;5;2;1;0
2020-04-30 04:45:00;13;10;24;11;0;1;0
2020-04-30 05:00:00;29;24;65;21;1;5;0
2020-04-30 05:15:00;30;34;136;49;2;12;0
2020-04-30 05:30:00;45;62;172;80;8;8;0
2020-04-30 05:45:00;31;48;126;75;11;16;0
2020-04-30 06:00:00;59;66;105;74;8;10;0
2020-04-30 06:15:00;45;70;149;83;14;18;0
2020-04-30 06:30:00;65;88;183;115;17;34;0
2020-04-30 06:45:00;58;78;182;167;15;17;0
2020-04-30 07:00:00;52;73;136;111;14;21;0
2020-04-30 07:15:00;73;98;128;118;28;26;0
2020-04-30 07:30:00;75;89;152;144;31;25;0
2020-04-30 07:45:00;64;91;141;132;90;28;0
2020-04-30 08:00:00;56;81;125;89;16;15;0
2020-04-30 08:15:00;56;74;109;85;8;15;0
2020-04-30 08:30:00;57;81;100;94;16;19;0
2020-04-30 08:45:00;61;81;100;96;20;15;1
2020-04-30 09:00:00;70;71;97;86;16;17;3
2020-04-30 09:15:00;65;110;94;92;22;9;0
2020-04-30 09:30:00;75;101;88;90;29;17;0
2020-04-30 09:45:00;81;93;112;122;22;12;0
2020-04-30 10:00:00;88;108;88;100;18;16;0
2020-04-30 10:15:00;71;108;105;92;27;14;0
2020-04-30 10:30:00;86;121;96;107;16;19;0
2020-04-30 10:45:00;75;120;95;180;52;14;0
2020-04-30 11:00:00;85;105;92;100;21;19;2
2020-04-30 11:15:00;84;127;90;94;18;21;0
2020-04-30 11:30:00;88;142;96;97;18;22;0
2020-04-30 11:45:00;90;149;103;89;17;27;0
2020-04-30 12:00:00;113;146;101;100;96;25;0
2020-04-30 12:15:00;101;161;99;112;17;36;0
2020-04-30 12:30:00;99;139;106;97;31;20;0
2020-04-30 12:45:00;99;143;96;87;25;18;0
2020-04-30 13:00:00;94;131;98;102;14;17;0
2020-04-30 13:15:00;94;151;109;81;20;18;0
2020-04-30 13:30:00;101;142;116;119;21;18;0
2020-04-30 13:45:00;108;160;129;128;29;37;0
2020-04-30 14:00:00;137;176;120;119;18;29;0
2020-04-30 14:15:00;134;212;104;105;10;15;0
2020-04-30 14:30:00;180;242;117;135;28;28;0
2020-04-30 14:45:00;126;172;86;84;17;13;0
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;67;86;56;61;8;17;8
2020-04-30 16:30:00;121;194;112;129;24;40;4
2020-04-30 16:45:00;135;197;98;113;48;29;0
2020-04-30 17:00:00;114;170;107;130;28;37;0
2020-04-30 17:15:00;114;160;108;124;33;39;0
2020-04-30 17:30:00;102;169;103;106;36;41;1
2020-04-30 17:45:00;102;140;94;113;31;46;6
2020-04-30 18:00:00;93;156;89;93;29;31;0
2020-04-30 18:15:00;108;131;86;98;17;28;0
2020-04-30 18:30:00;80;127;91;111;21;26;0
2020-04-30 18:45:00;63;110;83;83;31;34;0
2020-04-30 19:00:00;58;86;61;63;15;27;0
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;
