DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-06-26 00:00:00;0;7;5;8;6;0;0
2020-06-26 00:15:00;0;11;9;12;4;2;2
2020-06-26 00:30:00;0;9;5;9;9;1;1
2020-06-26 00:45:00;0;9;4;9;11;0;0
2020-06-26 01:00:00;0;11;4;8;5;0;0
2020-06-26 01:15:00;0;5;6;9;6;0;0
2020-06-26 01:30:00;0;4;3;6;1;0;0
2020-06-26 01:45:00;0;5;5;4;5;0;0
2020-06-26 02:00:00;0;6;1;2;3;0;0
2020-06-26 02:15:00;0;1;3;7;1;0;0
2020-06-26 02:30:00;0;7;1;5;2;0;0
2020-06-26 02:45:00;0;8;4;5;3;0;0
2020-06-26 03:00:00;0;1;1;7;2;0;0
2020-06-26 03:15:00;0;3;2;8;3;0;0
2020-06-26 03:30:00;0;5;2;6;4;0;0
2020-06-26 03:45:00;0;2;3;5;1;0;0
2020-06-26 04:00:00;0;7;2;5;0;0;0
2020-06-26 04:15:00;0;8;4;14;5;0;0
2020-06-26 04:30:00;0;7;3;11;8;0;0
2020-06-26 04:45:00;1;24;10;17;4;0;0
2020-06-26 05:00:00;0;51;35;19;16;0;0
2020-06-26 05:15:00;1;77;56;26;20;0;0
2020-06-26 05:30:00;2;54;64;34;24;1;1
2020-06-26 05:45:00;14;51;49;41;34;2;2
2020-06-26 06:00:00;3;51;49;48;61;5;5
2020-06-26 06:15:00;5;75;72;64;50;3;3
2020-06-26 06:30:00;2;85;82;56;52;7;7
2020-06-26 06:45:00;12;91;98;69;59;3;3
2020-06-26 07:00:00;6;112;110;57;47;7;7
2020-06-26 07:15:00;5;110;120;79;59;7;7
2020-06-26 07:30:00;9;123;123;95;107;3;3
2020-06-26 07:45:00;100;106;108;92;77;5;5
2020-06-26 08:00:00;11;79;86;92;83;6;5
2020-06-26 08:15:00;79;89;89;89;84;3;3
2020-06-26 08:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 08:45:00;20;106;106;95;99;2;2
2020-06-26 09:00:00;9;101;104;89;67;4;4
2020-06-26 09:15:00;8;82;90;95;71;2;2
2020-06-26 09:30:00;17;73;93;118;102;5;5
2020-06-26 09:45:00;23;94;111;105;99;3;3
2020-06-26 10:00:00;12;113;90;108;93;3;3
2020-06-26 10:15:00;38;110;56;110;98;3;3
2020-06-26 10:30:00;29;105;62;123;113;5;5
2020-06-26 10:45:00;5;123;97;121;118;3;3
2020-06-26 11:00:00;14;112;82;111;139;4;4
2020-06-26 11:15:00;27;115;52;108;126;4;4
2020-06-26 11:30:00;12;111;96;124;132;5;5
2020-06-26 11:45:00;10;113;93;126;123;3;3
2020-06-26 12:00:00;23;120;104;122;116;4;4
2020-06-26 12:15:00;10;120;114;122;152;2;2
2020-06-26 12:30:00;6;131;107;117;145;5;4
2020-06-26 12:45:00;9;117;112;128;149;4;5
2020-06-26 13:00:00;13;119;132;126;126;2;2
2020-06-26 13:15:00;22;118;117;126;150;9;9
2020-06-26 13:30:00;12;114;114;123;127;5;5
2020-06-26 13:45:00;21;125;116;131;141;3;3
2020-06-26 14:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 14:15:00;12;100;103;133;126;2;2
2020-06-26 14:30:00;21;108;96;138;151;4;4
2020-06-26 14:45:00;15;128;107;148;160;4;4
2020-06-26 15:00:00;9;98;91;116;124;5;5
2020-06-26 15:15:00;10;92;87;129;123;2;2
2020-06-26 15:30:00;6;100;105;116;151;6;6
2020-06-26 15:45:00;11;108;111;123;132;3;3
2020-06-26 16:00:00;36;90;105;130;111;4;4
2020-06-26 16:15:00;20;107;108;126;128;2;2
2020-06-26 16:30:00;25;93;96;118;126;3;3
2020-06-26 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 17:00:00;13;116;98;116;115;4;4
2020-06-26 17:15:00;10;113;98;128;139;2;2
2020-06-26 17:30:00;18;103;102;110;84;5;5
2020-06-26 17:45:00;13;104;96;122;114;4;4
2020-06-26 18:00:00;18;104;84;105;121;2;2
2020-06-26 18:15:00;103;97;96;107;105;4;4
2020-06-26 18:30:00;6;94;95;108;88;5;5
2020-06-26 18:45:00;6;110;85;101;92;3;3
2020-06-26 19:00:00;111;94;78;97;74;3;3
2020-06-26 19:15:00;17;80;83;102;86;3;3
2020-06-26 19:30:00;4;88;63;83;73;4;4
2020-06-26 19:45:00;9;96;88;84;72;2;2
2020-06-26 20:00:00;17;78;22;86;66;1;1
2020-06-26 20:15:00;8;59;49;92;77;4;4
2020-06-26 20:30:00;7;48;44;66;60;3;3
2020-06-26 20:45:00;5;71;55;96;66;1;1
2020-06-26 21:00:00;8;75;25;91;59;3;3
2020-06-26 21:15:00;9;49;58;61;42;1;1
2020-06-26 21:30:00;4;40;28;63;45;1;1
2020-06-26 21:45:00;0;38;34;64;56;1;1
2020-06-26 22:00:00;4;39;31;83;74;2;2
2020-06-26 22:15:00;0;32;36;66;54;2;2
2020-06-26 22:30:00;1;28;30;44;40;2;2
2020-06-26 22:45:00;0;37;19;49;34;1;1
2020-06-26 23:00:00;1;30;22;40;29;2;2
2020-06-26 23:15:00;1;35;32;36;18;1;1
2020-06-26 23:30:00;0;25;19;27;16;2;2
2020-06-26 23:45:00;0;23;19;27;21;0;0
