DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-12-17 00:00:00;3;2;0;0;0;0;11;7;0;0;0;0;0;0;0
2020-12-17 00:15:00;5;1;0;0;0;0;4;3;0;0;0;0;0;0;0
2020-12-17 00:30:00;8;0;1;0;0;0;11;8;0;0;0;0;0;0;0
2020-12-17 00:45:00;11;5;0;0;0;0;4;4;0;0;0;0;0;0;0
2020-12-17 01:00:00;10;5;0;0;0;0;4;4;0;0;0;0;0;0;0
2020-12-17 01:15:00;5;1;0;1;0;0;4;4;0;0;0;1;0;0;0
2020-12-17 01:30:00;6;3;0;0;0;0;6;7;0;0;0;0;0;0;0
2020-12-17 01:45:00;0;2;0;0;0;0;7;6;0;0;0;0;0;0;0
2020-12-17 02:00:00;2;4;3;0;0;0;10;9;0;0;0;0;0;0;0
2020-12-17 02:15:00;0;2;1;0;0;0;15;10;0;0;0;0;0;0;0
2020-12-17 02:30:00;9;1;0;0;0;0;9;8;0;0;0;0;0;0;0
2020-12-17 02:45:00;6;6;0;0;0;0;6;6;0;0;0;0;0;0;0
2020-12-17 03:00:00;4;6;0;0;0;0;7;5;0;0;0;0;0;0;0
2020-12-17 03:15:00;10;4;0;0;0;0;11;7;0;0;0;0;0;0;0
2020-12-17 03:30:00;4;1;1;0;0;0;11;9;0;0;0;0;0;0;0
2020-12-17 03:45:00;3;4;0;0;0;0;11;8;0;0;0;0;0;0;0
2020-12-17 04:00:00;14;7;1;0;0;0;17;13;0;0;0;0;0;0;0
2020-12-17 04:15:00;6;6;0;0;0;0;24;19;0;0;0;0;0;0;0
2020-12-17 04:30:00;19;12;0;0;0;0;22;20;0;0;0;0;0;0;0
2020-12-17 04:45:00;40;13;1;0;0;0;35;27;0;0;0;0;0;0;0
2020-12-17 05:00:00;67;38;0;3;1;0;50;46;0;0;0;1;0;0;0
2020-12-17 05:15:00;113;73;0;1;0;0;71;69;0;0;0;0;0;0;0
2020-12-17 05:30:00;103;80;0;0;1;1;64;66;0;0;0;1;0;0;0
2020-12-17 05:45:00;109;64;0;0;2;0;52;95;0;0;0;2;0;0;0
2020-12-17 06:00:00;82;57;0;0;1;1;69;103;0;0;0;1;0;0;0
2020-12-17 06:15:00;97;67;0;1;2;1;66;97;0;0;0;4;0;0;0
2020-12-17 06:30:00;146;80;1;2;1;0;46;103;0;0;0;2;0;0;0
2020-12-17 06:45:00;117;87;1;2;3;0;46;99;0;0;0;4;0;0;0
