DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-01-26 00:00:00;14;9;2;4;0;7;5;0;0;0;0
2020-01-26 00:15:00;21;18;4;7;0;11;9;0;0;0;0
2020-01-26 00:30:00;22;11;4;7;0;9;4;0;0;0;0
2020-01-26 00:45:00;16;13;4;10;0;13;3;0;0;0;0
2020-01-26 01:00:00;14;4;4;6;0;17;2;0;0;0;0
2020-01-26 01:15:00;18;12;1;2;0;9;7;0;0;0;0
2020-01-26 01:30:00;19;6;2;4;0;5;2;0;0;0;0
2020-01-26 01:45:00;13;13;4;6;0;8;1;0;0;0;0
2020-01-26 02:00:00;11;6;1;3;0;7;1;0;0;0;0
2020-01-26 02:15:00;7;9;3;5;0;7;2;0;0;0;0
2020-01-26 02:30:00;11;9;3;0;0;7;2;0;0;0;0
2020-01-26 02:45:00;8;5;3;2;0;2;4;0;0;0;0
2020-01-26 03:00:00;8;5;2;4;0;6;2;0;0;0;0
2020-01-26 03:15:00;14;7;3;3;0;2;3;0;0;0;0
2020-01-26 03:30:00;5;5;1;0;0;7;0;0;0;0;0
2020-01-26 03:45:00;8;5;1;2;0;5;0;0;0;0;0
2020-01-26 04:00:00;8;4;0;1;0;3;3;0;0;0;0
2020-01-26 04:15:00;5;4;1;2;0;1;1;0;0;0;0
2020-01-26 04:30:00;9;3;1;2;0;9;0;0;0;0;0
2020-01-26 04:45:00;5;1;1;2;0;3;1;0;0;0;0
2020-01-26 05:00:00;8;8;1;0;0;9;2;0;0;0;0
2020-01-26 05:15:00;14;8;0;4;0;5;2;0;0;0;0
2020-01-26 05:30:00;11;6;1;2;0;13;1;0;0;0;0
2020-01-26 05:45:00;17;5;1;1;0;10;4;0;0;0;0
2020-01-26 06:00:00;14;10;1;3;0;11;1;0;0;0;0
2020-01-26 06:15:00;8;6;1;3;0;5;2;0;0;0;0
2020-01-26 06:30:00;10;6;1;1;0;5;4;0;0;0;0
2020-01-26 06:45:00;9;2;3;6;0;3;1;0;0;0;0
2020-01-26 07:00:00;12;9;1;5;0;4;1;0;0;0;0
2020-01-26 07:15:00;15;8;4;6;0;7;4;0;0;0;0
2020-01-26 07:30:00;15;10;4;5;0;5;6;0;0;0;0
2020-01-26 07:45:00;9;13;2;12;0;9;5;0;0;0;0
2020-01-26 08:00:00;13;9;2;8;0;8;4;3;0;0;0
2020-01-26 08:15:00;16;4;4;7;0;8;7;2;0;0;0
2020-01-26 08:30:00;24;10;1;9;0;7;6;0;0;0;0
2020-01-26 08:45:00;16;14;4;11;0;13;8;0;0;0;0
2020-01-26 09:00:00;23;19;3;17;0;11;5;0;0;0;0
2020-01-26 09:15:00;31;14;2;22;0;16;13;0;0;0;0
2020-01-26 09:30:00;35;17;8;13;0;23;11;0;8;0;0
2020-01-26 09:45:00;23;17;5;23;0;36;10;0;0;0;0
2020-01-26 10:00:00;45;27;6;28;0;31;19;0;0;0;0
2020-01-26 10:15:00;38;24;12;22;0;28;14;0;0;0;0
2020-01-26 10:30:00;39;28;7;19;0;30;14;0;0;0;0
2020-01-26 10:45:00;43;31;8;15;0;37;17;0;0;0;0
