DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-08-20 00:00:00;0;8;8;2;0;6;8;1;1;0;0;0
2019-08-20 00:15:00;5;7;8;1;3;2;5;0;0;0;0;0
2019-08-20 00:30:00;1;7;6;1;5;3;6;0;1;0;0;0
2019-08-20 00:45:00;0;0;2;0;2;2;8;0;0;0;0;0
2019-08-20 01:00:00;1;3;3;3;9;1;3;0;0;0;0;0
2019-08-20 01:15:00;2;3;4;0;2;4;7;0;0;0;0;0
2019-08-20 01:30:00;2;5;7;1;1;0;5;0;0;0;0;0
2019-08-20 01:45:00;0;2;2;2;0;2;4;0;0;0;0;0
2019-08-20 02:00:00;2;4;5;0;2;4;2;0;0;0;0;0
2019-08-20 02:15:00;0;0;0;0;0;2;3;0;0;0;0;0
2019-08-20 02:30:00;1;1;1;0;0;0;3;0;0;0;0;0
2019-08-20 02:45:00;0;3;3;1;1;2;5;0;0;2;0;0
2019-08-20 03:00:00;0;1;1;1;0;2;2;0;0;0;0;0
2019-08-20 03:15:00;0;2;2;1;0;0;0;0;0;0;0;0
2019-08-20 03:30:00;1;1;2;0;0;0;1;0;0;0;0;0
2019-08-20 03:45:00;0;0;0;0;0;0;1;0;0;0;0;0
2019-08-20 04:00:00;2;2;3;0;0;1;2;0;0;0;0;0
2019-08-20 04:15:00;1;1;3;2;1;0;1;0;0;0;0;0
2019-08-20 04:30:00;1;2;2;1;0;0;2;0;0;0;0;0
2019-08-20 04:45:00;0;2;2;0;0;0;3;0;0;0;0;0
2019-08-20 05:00:00;1;2;3;1;2;2;8;0;0;0;0;0
2019-08-20 05:15:00;1;2;4;0;1;3;13;0;0;0;0;0
2019-08-20 05:30:00;9;7;7;0;0;5;18;0;1;0;254;0
2019-08-20 05:45:00;10;9;15;1;1;4;16;0;3;0;0;2
2019-08-20 06:00:00;13;5;10;1;2;2;21;0;0;0;0;0
2019-08-20 06:15:00;7;2;5;1;1;3;21;0;0;0;0;0
2019-08-20 06:30:00;10;8;12;0;1;4;19;0;3;0;0;0
2019-08-20 06:45:00;17;14;22;0;4;7;30;0;1;3;0;0
2019-08-20 07:00:00;13;11;38;3;2;11;42;0;1;1;0;0
2019-08-20 07:15:00;31;21;32;0;3;15;48;0;1;2;0;0
2019-08-20 07:30:00;32;25;35;1;4;6;43;0;1;1;0;0
2019-08-20 07:45:00;38;28;40;0;1;9;52;0;5;4;0;0
2019-08-20 08:00:00;28;22;38;1;2;13;37;1;7;4;0;0
2019-08-20 08:15:00;34;35;50;3;3;8;35;1;4;2;0;0
2019-08-20 08:30:00;35;41;49;1;5;14;33;0;4;1;0;0
2019-08-20 08:45:00;39;35;42;2;3;12;31;1;6;0;0;0
2019-08-20 09:00:00;40;56;76;3;8;20;44;2;6;0;0;1
2019-08-20 09:15:00;55;65;72;3;16;12;46;0;8;0;0;0
2019-08-20 09:30:00;46;52;58;1;13;17;42;3;8;0;0;0
2019-08-20 09:45:00;56;80;83;7;25;17;30;2;8;1;0;2
2019-08-20 10:00:00;62;76;92;11;15;26;54;3;14;1;0;1
2019-08-20 10:15:00;74;69;84;13;15;22;55;5;22;0;0;0
2019-08-20 10:30:00;63;65;77;11;16;33;47;6;23;0;0;2
2019-08-20 10:45:00;72;78;82;12;10;23;59;12;23;0;0;9
2019-08-20 11:00:00;53;73;86;24;15;35;67;9;22;0;0;1
2019-08-20 11:15:00;63;65;76;17;18;32;78;7;18;0;0;0
2019-08-20 11:30:00;80;84;88;15;25;47;76;5;23;0;0;2
2019-08-20 11:45:00;77;91;91;28;26;34;81;3;22;0;0;0
2019-08-20 12:00:00;77;90;83;34;27;41;79;6;26;1;0;4
2019-08-20 12:15:00;53;59;63;35;29;53;103;7;23;1;0;0
2019-08-20 12:30:00;47;65;71;33;20;34;80;4;15;0;0;1
2019-08-20 12:45:00;69;79;81;25;19;59;103;4;20;1;0;3
2019-08-20 13:00:00;57;63;95;35;22;40;73;3;24;1;0;4
2019-08-20 13:15:00;55;61;59;34;22;39;93;1;11;1;0;0
