DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-09-04 00:00:00;1;2;1;4;3;79;9;10;10;3;3
2019-09-04 00:15:00;2;1;0;11;6;48;12;13;10;3;3
2019-09-04 00:30:00;0;1;0;6;8;10;3;8;8;0;0
2019-09-04 00:45:00;0;1;0;7;7;15;2;5;3;1;0
2019-09-04 01:00:00;0;1;0;3;1;20;2;4;1;0;0
2019-09-04 01:15:00;0;0;0;6;7;13;1;5;5;0;0
2019-09-04 01:30:00;0;2;0;4;1;0;3;1;0;0;0
2019-09-04 01:45:00;1;4;0;4;0;16;1;2;3;0;0
2019-09-04 02:00:00;1;1;0;1;2;2;3;2;1;0;0
2019-09-04 02:15:00;1;1;0;5;3;1;1;5;2;2;1
2019-09-04 02:30:00;0;1;0;8;5;3;1;3;0;0;0
2019-09-04 02:45:00;0;2;0;2;3;2;2;2;2;0;0
2019-09-04 03:00:00;0;1;0;3;4;2;1;0;0;0;0
2019-09-04 03:15:00;0;0;0;2;1;0;3;3;1;1;1
2019-09-04 03:30:00;0;1;0;0;2;0;1;3;1;0;0
2019-09-04 03:45:00;0;0;0;4;2;18;0;5;0;0;0
2019-09-04 04:00:00;0;0;0;2;3;3;0;5;4;2;2
2019-09-04 04:15:00;0;0;0;5;3;13;0;3;1;0;0
2019-09-04 04:30:00;0;5;0;5;3;1;4;6;3;1;1
2019-09-04 04:45:00;0;2;0;12;7;6;2;17;9;1;1
2019-09-04 05:00:00;1;4;1;8;9;4;4;20;16;6;6
2019-09-04 05:15:00;5;13;1;20;16;6;7;36;30;10;7
2019-09-04 05:30:00;8;12;2;12;17;6;6;38;33;10;8
2019-09-04 05:45:00;2;14;3;34;15;6;4;75;75;30;27
2019-09-04 06:00:00;3;19;3;41;27;6;12;34;31;7;6
2019-09-04 06:15:00;4;31;2;49;35;10;13;74;81;27;19
2019-09-04 06:30:00;5;32;5;39;28;18;13;95;107;24;18
2019-09-04 06:45:00;12;37;5;52;35;12;23;118;142;30;23
2019-09-04 07:00:00;3;31;8;53;29;6;16;104;122;27;25
2019-09-04 07:15:00;13;34;6;75;60;21;31;114;141;22;20
2019-09-04 07:30:00;10;38;7;76;46;13;36;119;147;21;26
2019-09-04 07:45:00;16;48;3;83;61;17;29;101;123;24;22
2019-09-04 08:00:00;8;39;3;94;51;15;24;93;103;23;22
2019-09-04 08:15:00;12;36;7;78;50;9;32;97;105;23;23
2019-09-04 08:30:00;10;39;4;85;49;436;19;84;92;21;18
2019-09-04 08:45:00;11;26;3;87;55;15;26;72;101;29;29
2019-09-04 09:00:00;13;27;3;93;44;12;29;68;66;7;4
2019-09-04 09:15:00;12;19;3;85;46;12;28;64;55;9;11
2019-09-04 09:30:00;6;24;2;73;56;13;31;65;63;6;6
2019-09-04 09:45:00;8;15;4;67;44;10;31;68;73;9;9
2019-09-04 10:00:00;6;25;6;74;53;13;17;66;64;11;10
2019-09-04 10:15:00;13;28;3;84;50;14;30;63;54;8;8
2019-09-04 10:30:00;7;20;4;73;46;11;19;78;64;12;9
2019-09-04 10:45:00;11;17;4;83;56;124;33;62;72;8;8
2019-09-04 11:00:00;10;28;7;88;51;7;32;60;44;8;8
2019-09-04 11:15:00;15;25;10;84;58;17;36;76;63;10;8
2019-09-04 11:30:00;4;28;4;101;67;16;35;67;58;12;6
2019-09-04 11:45:00;17;28;5;97;57;18;34;64;59;8;7
2019-09-04 12:00:00;10;26;2;108;52;16;40;56;54;14;9
2019-09-04 12:15:00;10;27;6;101;69;19;33;74;64;12;13
2019-09-04 12:30:00;8;20;3;95;69;15;33;70;44;10;9
2019-09-04 12:45:00;12;34;3;91;64;16;46;59;55;9;8
2019-09-04 13:00:00;9;27;3;96;69;30;26;68;64;12;6
2019-09-04 13:15:00;8;21;3;100;62;59;31;75;65;7;7
2019-09-04 13:30:00;10;33;5;100;70;22;36;71;76;6;4
2019-09-04 13:45:00;8;25;4;91;63;8;31;73;80;14;9
2019-09-04 14:00:00;10;17;6;115;75;80;21;56;59;10;8
2019-09-04 14:15:00;9;22;2;104;81;26;34;47;60;7;7
2019-09-04 14:30:00;12;24;3;144;104;27;40;46;78;16;11
2019-09-04 14:45:00;17;22;3;109;84;70;40;64;57;15;14
2019-09-04 15:00:00;12;18;3;121;90;31;21;50;47;15;11
2019-09-04 15:15:00;17;29;5;120;95;21;32;64;62;11;7
2019-09-04 15:30:00;10;27;5;127;113;168;40;62;62;10;9
2019-09-04 15:45:00;16;30;3;151;111;37;37;65;62;19;12
2019-09-04 16:00:00;17;28;5;140;116;25;46;71;69;11;10
2019-09-04 16:15:00;14;25;6;164;137;26;43;74;73;13;9
2019-09-04 16:30:00;14;21;3;141;118;23;39;74;71;8;8
2019-09-04 16:45:00;16;24;9;139;86;24;39;59;70;12;15
2019-09-04 17:00:00;10;18;2;123;104;24;29;70;69;16;18
2019-09-04 17:15:00;9;22;2;147;114;41;39;85;76;23;20
2019-09-04 17:30:00;9;22;10;117;93;32;32;68;69;20;14
2019-09-04 17:45:00;12;24;2;112;89;198;32;71;81;17;19
2019-09-04 18:00:00;12;20;5;94;74;345;24;75;54;11;11
2019-09-04 18:15:00;11;19;2;97;166;37;36;65;71;15;13
2019-09-04 18:30:00;19;24;7;89;65;47;38;69;69;12;12
2019-09-04 18:45:00;7;14;2;80;64;10;33;58;55;9;8
2019-09-04 19:00:00;8;16;2;67;51;18;24;40;54;10;6
2019-09-04 19:15:00;11;29;5;80;63;29;30;57;69;10;9
2019-09-04 19:30:00;8;13;2;56;38;6;30;60;50;8;4
2019-09-04 19:45:00;11;69;3;49;36;7;20;42;46;12;8
2019-09-04 20:00:00;13;14;5;63;59;6;43;46;44;4;4
2019-09-04 20:15:00;14;11;5;62;48;11;30;40;35;8;7
2019-09-04 20:30:00;9;11;2;46;40;9;30;37;30;8;8
2019-09-04 20:45:00;7;7;2;46;35;16;20;30;26;7;6
2019-09-04 21:00:00;3;13;5;63;36;15;13;19;23;4;3
2019-09-04 21:15:00;3;12;1;38;32;8;25;27;29;4;5
2019-09-04 21:30:00;3;12;2;33;32;4;29;26;27;5;3
2019-09-04 21:45:00;3;9;3;46;31;9;14;24;26;5;5
2019-09-04 22:00:00;5;8;2;42;33;6;14;17;18;1;2
2019-09-04 22:15:00;3;4;0;31;27;7;15;14;16;3;2
2019-09-04 22:30:00;3;2;2;22;18;6;10;16;14;2;2
2019-09-04 22:45:00;7;2;1;19;17;4;13;7;7;1;1
2019-09-04 23:00:00;2;4;0;20;28;13;7;13;19;2;1
2019-09-04 23:15:00;3;1;1;17;13;7;6;15;15;5;4
2019-09-04 23:30:00;1;2;0;11;12;6;7;3;6;2;3
2019-09-04 23:45:00;2;2;2;15;7;4;10;18;6;1;1
