DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-08-14 00:00:00;8;5;3;2;0;7;1;0;0;0;0
2020-08-14 00:15:00;14;8;2;3;0;10;6;0;0;0;0
2020-08-14 00:30:00;8;3;2;5;0;10;1;0;0;0;0
2020-08-14 00:45:00;14;7;1;5;0;5;4;0;0;0;0
2020-08-14 01:00:00;6;5;3;5;0;13;3;0;0;0;0
2020-08-14 01:15:00;6;4;0;0;0;10;1;0;0;0;0
2020-08-14 01:30:00;6;5;0;2;0;4;1;0;0;0;0
2020-08-14 01:45:00;7;3;2;3;0;9;1;0;0;0;0
2020-08-14 02:00:00;9;4;4;3;0;5;1;0;0;0;0
2020-08-14 02:15:00;6;4;3;3;0;3;0;0;0;0;0
2020-08-14 02:30:00;12;6;2;0;0;2;1;0;0;0;0
2020-08-14 02:45:00;8;2;0;1;0;2;1;0;0;0;0
2020-08-14 03:00:00;2;5;0;0;0;4;1;0;0;0;0
2020-08-14 03:15:00;0;2;1;0;0;3;0;0;0;0;0
2020-08-14 03:30:00;7;3;1;0;0;3;0;0;0;0;0
2020-08-14 03:45:00;5;1;1;2;0;3;0;0;0;0;0
2020-08-14 04:00:00;9;3;1;1;0;5;0;0;0;0;0
2020-08-14 04:15:00;3;5;0;0;0;3;1;0;0;0;0
2020-08-14 04:30:00;14;5;0;2;0;5;1;0;0;0;0
2020-08-14 04:45:00;16;6;2;1;0;10;2;0;0;0;0
2020-08-14 05:00:00;17;18;1;5;0;10;4;0;0;0;0
2020-08-14 05:15:00;27;18;5;11;0;24;5;0;0;0;0
2020-08-14 05:30:00;26;28;0;8;0;47;2;0;0;0;0
2020-08-14 05:45:00;41;27;5;13;0;69;8;0;0;0;0
2020-08-14 06:00:00;43;27;11;15;0;66;7;0;0;0;0
2020-08-14 06:15:00;29;31;4;12;0;66;6;0;0;0;0
2020-08-14 06:30:00;51;40;7;24;0;87;11;0;0;0;0
2020-08-14 06:45:00;55;45;3;19;0;84;10;0;0;0;0
2020-08-14 07:00:00;44;40;9;30;0;74;9;0;0;0;0
2020-08-14 07:15:00;53;43;5;26;0;85;15;0;0;0;0
2020-08-14 07:30:00;54;46;7;35;0;82;14;0;0;0;0
2020-08-14 07:45:00;58;61;11;23;0;84;21;0;0;0;0
