DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-12-24 00:00:00;
2020-12-24 00:15:00;
2020-12-24 00:30:00;
2020-12-24 00:45:00;
2020-12-24 01:00:00;0;2;3;3;2;0;0;6;0;0;0;0;0;0;0
2020-12-24 01:15:00;0;2;1;3;0;0;4;5;0;0;0;0;0;0;0
2020-12-24 01:30:00;3;0;1;4;2;0;3;4;0;0;0;0;0;0;0
2020-12-24 01:45:00;1;2;0;4;1;0;1;3;0;0;0;0;0;0;0
2020-12-24 02:00:00;0;0;1;4;3;0;1;5;0;0;0;0;0;0;0
2020-12-24 02:15:00;2;1;2;6;5;0;1;7;0;0;0;0;0;0;0
2020-12-24 02:30:00;1;0;5;2;2;0;1;6;0;0;0;0;0;0;0
2020-12-24 02:45:00;2;0;2;3;2;1;0;4;0;0;0;0;0;0;0
2020-12-24 03:00:00;1;2;2;0;2;0;1;3;0;0;0;0;0;0;0
2020-12-24 03:15:00;2;0;3;0;2;0;0;2;0;0;0;0;0;0;0
2020-12-24 03:30:00;1;2;3;2;1;0;0;5;0;0;0;0;0;0;0
2020-12-24 03:45:00;1;0;1;2;2;2;1;4;0;0;0;0;0;0;0
2020-12-24 04:00:00;3;1;2;3;1;0;1;2;0;0;0;0;0;0;0
2020-12-24 04:15:00;0;0;2;0;0;1;2;3;0;0;0;0;0;0;0
2020-12-24 04:30:00;4;0;0;1;1;2;2;5;0;0;0;0;0;0;0
2020-12-24 04:45:00;2;1;3;2;3;0;1;5;0;0;0;0;0;0;0
2020-12-24 05:00:00;2;1;4;0;2;0;1;4;0;0;0;0;0;0;0
2020-12-24 05:15:00;4;2;7;0;3;0;1;7;0;2;0;0;0;0;0
2020-12-24 05:30:00;6;1;1;1;1;2;4;4;0;0;0;0;0;0;0
2020-12-24 05:45:00;10;1;3;2;1;0;6;2;0;0;0;0;0;0;0
2020-12-24 06:00:00;8;3;1;5;6;1;5;9;0;0;0;0;0;0;0
2020-12-24 06:15:00;13;5;3;8;5;1;4;13;0;0;0;0;0;0;0
2020-12-24 06:30:00;35;9;10;6;7;0;9;10;0;0;2;0;0;6;0
2020-12-24 06:45:00;20;0;14;4;8;3;8;5;0;0;0;0;0;0;0
2020-12-24 07:00:00;15;1;8;3;5;0;15;9;0;0;0;0;0;0;0
2020-12-24 07:15:00;6;2;7;5;7;2;12;9;0;0;0;0;0;0;0
2020-12-24 07:30:00;21;5;4;11;6;2;23;18;0;0;0;0;0;0;0
2020-12-24 07:45:00;31;1;9;14;7;0;10;14;0;0;0;0;0;0;0
2020-12-24 08:00:00;30;4;14;8;12;2;12;16;0;2;0;0;0;0;0
2020-12-24 08:15:00;26;1;12;5;13;5;17;17;0;0;0;0;0;0;0
2020-12-24 08:30:00;35;2;15;11;25;3;21;16;0;0;0;0;0;0;0
2020-12-24 08:45:00;35;4;15;5;15;0;27;19;0;0;0;0;0;0;0
2020-12-24 09:00:00;30;3;12;8;16;7;18;16;0;0;0;0;0;0;0
2020-12-24 09:15:00;45;2;21;14;21;8;28;20;0;0;0;0;0;0;0
2020-12-24 09:30:00;38;7;21;14;30;3;27;24;0;0;0;0;0;0;0
