DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-11-04 00:00:00;9;5;0;9;9;2;8;5;6;10
2019-11-04 00:15:00;8;11;1;9;11;1;11;8;9;7
2019-11-04 00:30:00;9;3;1;7;9;2;8;4;4;5
2019-11-04 00:45:00;2;3;0;12;8;3;7;7;4;2
2019-11-04 01:00:00;2;4;0;5;5;0;5;5;4;2
2019-11-04 01:15:00;4;5;0;4;6;1;6;5;5;4
2019-11-04 01:30:00;3;2;1;3;1;1;1;2;3;4
2019-11-04 01:45:00;4;2;0;4;6;1;6;6;4;4
2019-11-04 02:00:00;2;3;0;3;2;2;2;2;3;2
2019-11-04 02:15:00;4;1;1;0;2;2;3;1;0;3
2019-11-04 02:30:00;10;3;1;3;4;1;3;4;4;8
2019-11-04 02:45:00;4;2;4;3;3;3;3;1;2;2
2019-11-04 03:00:00;5;4;1;5;4;0;3;5;4;3
2019-11-04 03:15:00;1;1;0;3;6;2;5;4;1;0
2019-11-04 03:30:00;2;3;1;2;3;1;3;2;2;2
2019-11-04 03:45:00;4;0;0;3;1;2;1;1;3;4
2019-11-04 04:00:00;4;2;1;2;3;1;3;2;2;4
2019-11-04 04:15:00;7;5;0;4;8;0;8;4;5;7
2019-11-04 04:30:00;8;3;0;6;9;1;9;4;5;7
2019-11-04 04:45:00;12;3;3;6;10;5;11;6;7;12
2019-11-04 05:00:00;16;7;1;7;16;3;16;5;8;14
2019-11-04 05:15:00;36;21;2;17;42;10;45;22;26;34
2019-11-04 05:30:00;26;17;0;38;53;13;58;41;21;22
2019-11-04 05:45:00;43;27;5;67;75;10;80;67;29;37
2019-11-04 06:00:00;30;22;3;59;62;12;64;58;28;28
2019-11-04 06:15:00;61;41;4;119;106;27;116;115;45;56
2019-11-04 06:30:00;53;40;5;161;151;22;147;162;42;51
2019-11-04 06:45:00;56;42;6;166;146;22;156;162;40;50
2019-11-04 07:00:00;62;44;10;192;187;23;190;193;45;58
2019-11-04 07:15:00;66;48;15;179;155;25;162;175;51;55
2019-11-04 07:30:00;89;49;31;149;124;39;129;152;51;68
2019-11-04 07:45:00;100;60;31;140;107;46;115;144;59;82
2019-11-04 08:00:00;79;66;16;139;132;33;134;143;56;81
2019-11-04 08:15:00;76;40;19;124;100;32;100;129;42;59
2019-11-04 08:30:00;81;54;18;154;134;24;134;164;55;76
2019-11-04 08:45:00;77;51;17;110;136;28;139;119;48;71
2019-11-04 09:00:00;48;62;17;92;101;21;107;92;62;50
2019-11-04 09:15:00;62;51;14;98;108;16;108;87;54;53
2019-11-04 09:30:00;63;52;14;98;99;24;110;86;50;50
2019-11-04 09:45:00;55;66;17;86;108;17;116;85;75;50
2019-11-04 10:00:00;83;74;18;76;96;23;97;62;76;85
2019-11-04 10:15:00;78;67;18;76;109;16;117;66;69;71
2019-11-04 10:30:00;95;83;16;77;98;32;106;69;87;86
2019-11-04 10:45:00;73;79;20;87;90;29;104;78;81;62
2019-11-04 11:00:00;79;90;17;58;75;19;75;54;93;69
2019-11-04 11:15:00;72;110;20;84;80;23;93;76;109;73
2019-11-04 11:30:00;81;98;27;79;76;15;77;72;98;68
2019-11-04 11:45:00;87;91;26;83;96;20;97;72;92;88
2019-11-04 12:00:00;89;99;17;73;82;21;88;55;100;79
2019-11-04 12:15:00;89;106;20;64;79;20;88;55;106;85
2019-11-04 12:30:00;102;106;20;66;85;21;94;50;100;95
2019-11-04 12:45:00;84;81;10;74;87;17;90;69;79;77
2019-11-04 13:00:00;92;99;16;63;73;29;83;56;103;87
2019-11-04 13:15:00;143;122;24;66;99;25;99;48;129;137
2019-11-04 13:30:00;105;86;18;78;77;19;86;76;84;100
2019-11-04 13:45:00;93;92;19;77;75;28;84;77;87;84
2019-11-04 14:00:00;106;93;11;59;81;19;81;55;99;97
2019-11-04 14:15:00;117;113;23;89;95;17;98;84;118;108
2019-11-04 14:30:00;124;129;14;82;88;21;99;70;135;117
2019-11-04 14:45:00;115;103;18;70;85;28;93;59;113;105
2019-11-04 15:00:00;125;121;26;75;104;21;107;71;125;112
2019-11-04 15:15:00;142;150;29;91;116;16;118;74;146;135
2019-11-04 15:30:00;136;133;23;88;103;26;96;124;138;120
2019-11-04 15:45:00;151;136;28;66;108;21;98;112;147;142
2019-11-04 16:00:00;170;143;34;87;132;53;142;102;152;162
2019-11-04 16:15:00;169;151;24;87;148;35;158;74;154;165
2019-11-04 16:30:00;157;128;34;90;125;41;130;74;144;146
2019-11-04 16:45:00;181;158;40;77;156;40;164;67;168;170
2019-11-04 17:00:00;147;141;35;103;126;44;138;78;151;135
2019-11-04 17:15:00;161;141;53;101;128;22;135;86;146;163
2019-11-04 17:30:00;145;129;57;90;132;24;133;82;151;139
2019-11-04 17:45:00;130;130;21;68;83;22;98;63;142;122
2019-11-04 18:00:00;151;148;15;78;90;24;96;60;154;143
2019-11-04 18:15:00;140;138;25;67;91;25;93;60;140;130
2019-11-04 18:30:00;133;126;19;59;64;14;73;52;128;126
2019-11-04 18:45:00;118;112;14;48;76;18;82;41;116;100
2019-11-04 19:00:00;85;64;19;45;68;18;78;39;69;81
2019-11-04 19:15:00;73;61;9;52;57;17;62;42;63;69
2019-11-04 19:30:00;52;46;14;42;41;18;47;38;44;51
2019-11-04 19:45:00;53;41;10;38;46;19;50;33;47;39
2019-11-04 20:00:00;54;39;9;45;45;19;51;34;39;36
2019-11-04 20:15:00;53;62;2;28;37;14;39;30;60;47
2019-11-04 20:30:00;41;27;4;35;43;8;47;35;27;33
2019-11-04 20:45:00;39;33;7;25;35;9;36;19;36;37
2019-11-04 21:00:00;35;22;4;20;32;8;38;20;24;32
2019-11-04 21:15:00;49;39;5;37;42;6;40;28;38;39
2019-11-04 21:30:00;32;22;3;19;29;6;30;18;23;28
2019-11-04 21:45:00;24;21;14;23;26;7;27;22;23;22
2019-11-04 22:00:00;34;22;8;22;20;4;20;17;24;31
2019-11-04 22:15:00;27;20;4;22;29;6;30;18;18;28
2019-11-04 22:30:00;21;15;4;22;19;5;20;17;16;13
2019-11-04 22:45:00;24;20;4;10;16;4;18;7;22;19
2019-11-04 23:00:00;16;10;1;16;18;3;19;12;10;16
2019-11-04 23:15:00;13;8;1;13;11;4;10;7;8;10
2019-11-04 23:30:00;7;5;1;8;12;2;10;6;6;7
2019-11-04 23:45:00;8;7;0;8;13;2;11;8;6;4
