DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-06-18 00:00:00;12;12;13;10;4;1;1;1;0;1;0
2020-06-18 00:15:00;6;9;13;9;3;3;0;5;0;2;2
2020-06-18 00:30:00;8;14;5;13;8;2;1;4;0;6;2
2020-06-18 00:45:00;12;12;9;6;4;0;1;1;0;2;2
2020-06-18 01:00:00;10;12;8;11;2;1;0;2;0;3;0
2020-06-18 01:15:00;7;9;6;6;3;2;2;2;0;1;0
2020-06-18 01:30:00;6;6;4;4;3;1;1;1;0;0;0
2020-06-18 01:45:00;7;10;5;2;0;2;1;1;0;0;0
2020-06-18 02:00:00;10;14;5;4;1;3;2;3;0;1;1
2020-06-18 02:15:00;8;11;3;5;2;4;4;1;0;2;0
2020-06-18 02:30:00;8;8;6;2;5;0;0;3;0;2;1
2020-06-18 02:45:00;11;13;6;5;0;0;0;0;0;1;0
2020-06-18 03:00:00;11;13;11;4;3;1;1;1;0;2;1
2020-06-18 03:15:00;7;11;2;8;5;0;1;1;0;0;0
2020-06-18 03:30:00;8;10;5;2;2;3;1;0;0;0;1
2020-06-18 03:45:00;8;10;9;5;4;1;0;0;0;0;1
2020-06-18 04:00:00;8;14;6;4;3;0;0;0;0;1;0
2020-06-18 04:15:00;17;19;9;5;2;1;0;5;0;0;4
2020-06-18 04:30:00;22;23;13;7;5;2;0;10;0;3;4
2020-06-18 05:00:00;43;44;31;13;9;7;0;9;0;6;13
2020-06-18 05:15:00;81;87;69;9;15;9;2;16;0;9;14
2020-06-18 05:30:00;84;94;84;18;24;12;2;21;0;20;27
2020-06-18 05:45:00;90;101;94;34;31;14;3;31;0;13;26
2020-06-18 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 06:15:00;124;158;127;49;48;14;9;40;0;25;40
2020-06-18 06:30:00;154;171;161;63;52;21;5;36;0;34;44
2020-06-18 06:45:00;164;188;176;82;73;24;6;31;0;35;58
2020-06-18 07:00:00;147;167;162;101;73;28;15;30;0;44;62
2020-06-18 07:15:00;155;186;180;111;85;35;13;40;0;43;69
2020-06-18 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 07:45:00;107;145;126;110;91;141;40;44;0;43;41
2020-06-18 08:00:00;113;156;135;87;71;27;8;37;0;52;58
2020-06-18 08:15:00;126;146;138;96;86;33;19;42;0;28;51
2020-06-18 08:30:00;131;158;126;85;71;23;20;49;0;30;46
2020-06-18 08:45:00;136;160;122;93;72;23;12;38;0;33;48
2020-06-18 09:00:00;118;143;121;78;74;15;6;39;0;33;30
2020-06-18 09:15:00;123;136;119;84;68;20;12;45;0;27;34
2020-06-18 09:30:00;129;154;102;80;70;20;8;39;0;27;40
2020-06-18 09:45:00;138;167;145;77;80;24;11;51;0;31;36
2020-06-18 10:00:00;124;148;130;96;97;17;18;59;0;49;38
2020-06-18 10:15:00;131;164;147;92;82;25;50;42;0;25;41
2020-06-18 10:30:00;124;159;134;92;91;22;10;69;0;32;42
2020-06-18 10:45:00;114;140;107;88;93;38;26;57;0;36;37
2020-06-18 11:00:00;127;172;129;104;103;18;7;54;0;30;41
2020-06-18 11:15:00;121;159;128;99;93;26;11;59;0;24;33
2020-06-18 11:30:00;99;137;92;86;75;25;8;62;0;28;37
2020-06-18 11:45:00;111;141;131;97;92;22;9;53;0;35;34
2020-06-18 12:00:00;132;171;127;103;93;27;13;52;0;26;35
2020-06-18 12:15:00;142;181;154;115;123;14;11;67;0;36;45
2020-06-18 12:30:00;130;163;152;93;82;19;23;40;0;28;34
2020-06-18 12:45:00;126;168;135;100;100;33;30;45;0;29;40
2020-06-18 13:00:00;124;171;153;119;99;13;34;49;0;34;41
2020-06-18 13:15:00;158;206;165;143;110;26;14;77;0;35;36
2020-06-18 13:30:00;130;166;136;125;110;20;9;62;0;40;41
2020-06-18 13:45:00;139;175;161;105;95;23;15;48;0;40;54
2020-06-18 14:00:00;123;161;124;100;80;24;9;73;0;43;50
2020-06-18 14:15:00;140;176;137;126;114;28;41;82;0;36;43
2020-06-18 14:30:00;137;172;133;116;135;25;11;71;0;33;40
2020-06-18 14:45:00;117;167;134;124;118;23;10;76;0;36;39
2020-06-18 15:00:00;117;152;131;114;101;19;11;54;0;38;46
2020-06-18 15:15:00;121;165;112;118;118;19;29;79;0;32;40
2020-06-18 15:30:00;134;182;146;122;142;23;34;70;0;38;45
2020-06-18 15:45:00;146;195;165;144;127;25;12;84;0;36;39
2020-06-18 16:00:00;123;166;146;138;113;17;24;75;0;38;48
