DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-08-06 00:00:00;29;18;0;0;0;0;0
2020-08-06 00:15:00;18;27;0;0;0;0;0
2020-08-06 00:30:00;16;14;0;0;0;0;0
2020-08-06 00:45:00;19;10;1;1;0;0;0
2020-08-06 01:00:00;8;8;1;1;0;0;0
2020-08-06 01:15:00;12;6;0;0;0;0;0
2020-08-06 01:30:00;6;9;2;2;0;0;0
2020-08-06 01:45:00;12;8;0;0;0;0;0
2020-08-06 02:00:00;3;10;0;0;0;0;0
2020-08-06 02:15:00;11;11;0;0;0;0;0
2020-08-06 02:30:00;5;4;0;0;0;0;0
2020-08-06 02:45:00;11;10;0;0;0;0;0
2020-08-06 03:00:00;3;13;0;0;0;0;0
2020-08-06 03:15:00;6;4;0;0;0;0;0
2020-08-06 03:30:00;3;7;0;0;0;0;0
2020-08-06 03:45:00;4;6;0;0;0;0;0
2020-08-06 04:00:00;9;10;0;0;0;0;0
2020-08-06 04:15:00;9;14;2;2;0;0;0
2020-08-06 04:30:00;10;11;0;0;0;0;0
2020-08-06 04:45:00;8;18;0;0;0;0;0
2020-08-06 05:00:00;23;25;2;2;0;0;0
2020-08-06 05:15:00;40;31;0;0;0;0;0
2020-08-06 05:30:00;66;45;4;4;0;0;0
2020-08-06 05:45:00;77;55;1;1;0;0;0
2020-08-06 06:00:00;72;52;2;2;0;0;0
2020-08-06 06:15:00;84;95;2;2;0;0;0
2020-08-06 06:30:00;130;99;3;3;7;0;0
2020-08-06 06:45:00;167;113;7;7;2;0;0
2020-08-06 07:00:00;134;94;6;6;4;0;0
2020-08-06 07:15:00;165;117;8;8;3;0;0
2020-08-06 07:30:00;178;135;9;9;0;0;0
2020-08-06 07:45:00;172;138;12;12;0;0;0
2020-08-06 08:00:00;131;135;8;8;6;0;0
2020-08-06 08:15:00;149;148;3;3;5;0;0
2020-08-06 08:30:00;155;140;3;3;8;0;0
2020-08-06 08:45:00;174;147;11;11;9;0;0
2020-08-06 09:00:00;187;144;7;7;5;0;0
2020-08-06 09:15:00;184;123;7;7;4;0;0
2020-08-06 09:30:00;195;167;11;11;16;0;0
2020-08-06 09:45:00;168;164;10;10;6;0;0
2020-08-06 10:00:00;171;160;9;9;1;0;0
2020-08-06 10:15:00;191;179;6;6;2;0;0
2020-08-06 10:30:00;193;175;12;12;7;0;0
2020-08-06 10:45:00;186;189;9;9;3;0;0
2020-08-06 11:00:00;176;170;14;14;13;0;0
2020-08-06 11:15:00;173;170;7;7;3;0;0
2020-08-06 11:30:00;195;163;14;14;7;0;0
2020-08-06 11:45:00;169;164;3;3;17;0;0
2020-08-06 12:00:00;194;188;4;4;2;0;0
2020-08-06 12:15:00;179;164;7;7;4;0;0
2020-08-06 12:30:00;183;173;5;5;4;0;0
2020-08-06 12:45:00;170;174;6;6;26;0;0
2020-08-06 13:00:00;180;155;4;4;2;0;0
2020-08-06 13:15:00;195;183;8;8;0;0;0
2020-08-06 13:30:00;152;170;9;9;0;0;0
2020-08-06 13:45:00;189;165;3;3;8;0;0
2020-08-06 14:00:00;165;171;13;13;2;0;0
2020-08-06 14:15:00;163;177;12;12;3;0;0
2020-08-06 14:30:00;179;176;7;7;16;0;0
2020-08-06 14:45:00;198;183;7;7;2;0;0
2020-08-06 15:00:00;183;183;16;16;8;0;0
2020-08-06 15:15:00;190;202;8;8;1;0;0
2020-08-06 15:30:00;186;177;8;8;15;0;0
2020-08-06 15:45:00;193;177;6;6;0;0;0
2020-08-06 16:00:00;176;210;11;11;8;0;0
2020-08-06 16:15:00;219;189;10;10;8;0;0
2020-08-06 16:30:00;209;195;5;5;2;0;0
2020-08-06 16:45:00;208;191;13;13;6;0;0
2020-08-06 17:00:00;185;231;12;12;7;0;0
2020-08-06 17:15:00;243;191;12;12;98;0;0
2020-08-06 17:30:00;196;179;9;9;18;0;0
2020-08-06 17:45:00;184;187;9;9;10;0;0
2020-08-06 18:00:00;166;178;9;9;1;0;0
2020-08-06 18:15:00;184;191;12;12;7;0;0
2020-08-06 18:30:00;168;180;4;4;7;0;0
2020-08-06 18:45:00;163;142;3;3;3;0;0
2020-08-06 19:00:00;146;160;5;5;4;0;0
2020-08-06 19:15:00;126;133;5;5;3;0;0
2020-08-06 19:30:00;137;139;6;6;21;0;0
2020-08-06 19:45:00;122;153;5;5;3;0;0
2020-08-06 20:00:00;108;133;8;8;11;0;0
2020-08-06 20:15:00;111;103;8;8;8;0;0
2020-08-06 20:30:00;100;118;9;9;4;0;0
2020-08-06 20:45:00;87;73;3;3;0;0;0
2020-08-06 21:00:00;109;71;1;1;0;0;0
2020-08-06 21:15:00;75;58;2;2;0;0;0
2020-08-06 21:30:00;96;84;2;2;9;0;0
2020-08-06 21:45:00;53;73;1;1;0;0;0
2020-08-06 22:00:00;68;83;2;2;0;0;0
2020-08-06 22:15:00;72;56;2;2;0;0;0
2020-08-06 22:30:00;72;66;2;2;0;0;0
2020-08-06 22:45:00;57;46;3;3;0;0;0
2020-08-06 23:00:00;65;40;2;2;0;0;0
2020-08-06 23:15:00;47;36;0;0;0;0;0
2020-08-06 23:30:00;42;34;2;2;0;0;0
2020-08-06 23:45:00;32;29;1;1;0;0;0
