DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-12-12 00:00:00;15;5;3;12;3;6;6;0;0
2019-12-12 00:15:00;12;3;3;10;4;11;1;2;2
2019-12-12 00:30:00;5;2;3;9;6;12;7;4;4
2019-12-12 00:45:00;11;1;1;1;3;10;3;2;2
2019-12-12 01:00:00;7;1;0;7;2;11;7;2;2
2019-12-12 01:15:00;3;3;1;6;0;3;6;3;3
2019-12-12 01:30:00;1;2;1;3;1;6;5;0;0
2019-12-12 01:45:00;4;2;0;4;0;3;1;1;1
2019-12-12 02:00:00;1;2;1;3;1;5;2;0;0
2019-12-12 02:15:00;4;3;0;4;0;1;3;1;1
2019-12-12 02:30:00;1;2;2;2;1;3;2;2;2
2019-12-12 02:45:00;4;2;1;2;0;3;2;4;4
2019-12-12 03:00:00;4;3;0;7;4;4;1;6;6
2019-12-12 03:15:00;0;0;0;3;3;7;1;2;2
2019-12-12 03:30:00;4;2;0;2;2;2;4;0;0
2019-12-12 03:45:00;3;0;0;1;1;1;2;2;2
2019-12-12 04:00:00;4;2;0;5;0;3;1;1;1
2019-12-12 04:15:00;1;1;2;4;0;3;0;5;5
2019-12-12 04:30:00;4;6;0;8;2;9;2;2;2
2019-12-12 04:45:00;9;6;3;14;6;6;7;2;3
2019-12-12 05:00:00;23;14;0;14;9;23;20;4;3
2019-12-12 05:15:00;37;11;4;21;13;26;32;8;9
2019-12-12 05:30:00;41;27;2;24;24;42;47;10;9
2019-12-12 05:45:00;32;30;7;47;43;50;58;12;12
2019-12-12 06:00:00;41;15;8;49;55;56;61;10;10
2019-12-12 06:15:00;44;28;15;51;42;94;101;15;15
2019-12-12 06:30:00;59;45;13;39;34;118;148;13;13
2019-12-12 06:45:00;62;41;13;36;40;130;132;21;21
2019-12-12 07:00:00;54;26;4;30;28;156;163;31;31
2019-12-12 07:15:00;54;32;17;36;31;184;162;27;27
2019-12-12 07:30:00;70;40;15;32;40;178;151;17;17
2019-12-12 07:45:00;74;73;24;33;36;144;132;16;16
2019-12-12 08:00:00;74;55;20;32;23;155;107;11;11
2019-12-12 08:15:00;65;45;25;40;28;116;121;20;20
2019-12-12 08:30:00;67;44;21;38;31;113;124;16;16
2019-12-12 08:45:00;56;34;20;27;30;86;91;18;18
2019-12-12 09:00:00;43;29;17;29;25;68;83;15;16
2019-12-12 09:15:00;59;20;19;43;38;67;80;23;22
2019-12-12 09:30:00;78;48;13;50;38;79;91;22;22
2019-12-12 09:45:00;75;48;19;47;39;81;89;32;32
2019-12-12 10:00:00;76;34;13;53;53;58;67;22;22
2019-12-12 10:15:00;59;38;17;42;44;62;79;19;19
2019-12-12 10:30:00;68;49;20;42;34;74;90;32;33
2019-12-12 10:45:00;72;48;10;48;38;48;72;31;30
2019-12-12 11:00:00;74;51;20;45;42;61;69;21;21
2019-12-12 11:15:00;81;54;22;43;42;62;68;29;29
2019-12-12 11:30:00;81;54;15;42;52;70;84;19;19
2019-12-12 11:45:00;81;74;22;55;48;63;73;18;18
2019-12-12 12:00:00;81;58;22;56;58;61;72;19;19
2019-12-12 12:15:00;97;73;24;56;51;58;68;34;35
2019-12-12 12:30:00;80;39;15;51;52;53;61;24;23
2019-12-12 12:45:00;96;66;22;49;61;56;77;21;21
2019-12-12 13:00:00;103;86;27;45;50;64;78;25;25
2019-12-12 13:15:00;107;100;18;55;53;86;82;20;20
2019-12-12 13:30:00;99;72;23;58;65;88;102;27;27
2019-12-12 13:45:00;96;103;17;68;73;69;79;20;20
2019-12-12 14:00:00;100;75;23;72;64;86;100;24;24
2019-12-12 14:15:00;94;85;8;70;81;79;97;23;23
2019-12-12 14:30:00;103;95;19;92;103;83;96;29;29
2019-12-12 14:45:00;114;89;16;109;99;80;100;26;26
2019-12-12 15:00:00;99;90;25;95;97;60;70;19;19
2019-12-12 15:15:00;110;97;33;85;90;78;99;22;22
2019-12-12 15:30:00;113;120;27;89;101;97;88;32;32
2019-12-12 15:45:00;116;81;24;81;87;93;87;27;28
2019-12-12 16:00:00;139;136;21;93;94;82;86;25;26
2019-12-12 16:15:00;168;152;18;100;108;114;95;19;18
2019-12-12 16:30:00;146;119;26;77;98;100;100;20;20
2019-12-12 16:45:00;139;128;17;87;84;106;95;15;15
2019-12-12 17:00:00;136;131;25;86;76;119;101;25;25
2019-12-12 17:15:00;127;122;18;89;91;86;94;24;24
2019-12-12 17:30:00;115;101;27;98;93;104;96;21;21
2019-12-12 17:45:00;99;115;17;79;69;84;96;20;20
2019-12-12 18:00:00;121;108;16;63;58;68;74;16;16
2019-12-12 18:15:00;102;84;11;53;60;82;91;11;11
2019-12-12 18:30:00;84;77;16;54;57;72;79;15;15
2019-12-12 18:45:00;75;50;22;56;51;62;78;15;15
2019-12-12 19:00:00;82;57;29;33;26;56;62;7;7
2019-12-12 19:15:00;86;51;12;32;32;32;50;10;10
2019-12-12 19:30:00;68;44;12;40;33;50;61;12;12
2019-12-12 19:45:00;65;33;15;39;21;45;44;9;9
2019-12-12 20:00:00;73;41;12;31;24;37;45;12;13
2019-12-12 20:15:00;68;38;12;31;24;52;42;7;6
2019-12-12 20:30:00;73;31;15;34;26;27;27;5;5
2019-12-12 20:45:00;61;33;13;25;22;32;26;8;8
2019-12-12 21:00:00;67;29;6;23;18;30;27;6;6
2019-12-12 21:15:00;58;18;11;23;20;22;17;5;5
2019-12-12 21:30:00;63;24;13;29;25;19;25;6;6
2019-12-12 21:45:00;60;27;10;40;35;27;20;7;7
2019-12-12 22:00:00;55;30;6;68;52;21;16;5;5
2019-12-12 22:15:00;65;27;11;60;41;28;44;5;5
2019-12-12 22:30:00;50;16;5;30;21;24;18;5;5
2019-12-12 22:45:00;53;20;2;28;13;26;21;2;2
2019-12-12 23:00:00;41;12;3;16;9;9;6;3;3
2019-12-12 23:15:00;40;12;7;16;5;19;10;3;3
2019-12-12 23:30:00;26;13;6;10;5;20;10;3;3
2019-12-12 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
