DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2019-10-11 00:00:00;0;5;0;7;3;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
2019-10-11 00:15:00;0;5;0;8;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 00:30:00;0;2;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 00:45:00;0;6;0;4;3;2;1;0;1;0;0;1;1;0;0;0;0;0;0;0
2019-10-11 01:00:00;1;6;1;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 01:15:00;0;2;1;5;2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0
2019-10-11 01:30:00;0;3;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
2019-10-11 01:45:00;1;3;0;0;4;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 02:00:00;0;3;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 02:15:00;0;2;0;2;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0
2019-10-11 02:30:00;0;2;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 02:45:00;0;6;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 03:00:00;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 03:15:00;0;5;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 03:30:00;1;5;0;6;6;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2019-10-11 03:45:00;0;7;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 04:00:00;0;2;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 04:15:00;0;12;0;6;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 04:30:00;0;14;2;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-11 04:45:00;1;24;3;9;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2019-10-11 05:00:00;2;28;2;10;7;0;0;0;0;1;2;0;1;2;0;0;0;0;0;0
2019-10-11 05:15:00;1;47;9;31;12;2;0;1;0;1;0;0;2;1;0;0;0;0;0;0
2019-10-11 05:30:00;5;55;10;30;6;1;0;0;2;2;0;0;2;0;0;0;0;0;0;0
2019-10-11 05:45:00;13;74;21;35;21;1;0;1;1;4;4;0;4;3;0;0;0;0;0;0
2019-10-11 06:00:00;12;70;13;39;25;1;0;2;1;3;0;0;3;0;0;0;0;0;0;0
2019-10-11 06:15:00;18;110;20;45;13;3;0;2;0;2;1;3;2;1;0;0;0;0;0;0
2019-10-11 06:30:00;30;80;23;49;36;3;5;1;2;2;1;1;2;1;0;0;0;1;0;0
2019-10-11 06:45:00;40;112;56;62;39;5;13;5;2;4;3;2;3;4;0;1;0;9;0;0
2019-10-11 07:00:00;34;107;57;44;27;3;3;2;1;4;1;1;4;1;0;1;0;10;0;0
2019-10-11 07:15:00;32;125;57;50;43;4;2;7;2;7;4;2;7;4;0;0;0;9;0;0
2019-10-11 07:30:00;41;149;69;47;33;5;5;5;0;10;4;0;10;4;0;1;0;2;0;0
2019-10-11 07:45:00;58;147;65;42;33;4;2;3;6;8;5;4;8;5;0;1;0;0;0;0
2019-10-11 08:00:00;42;111;49;47;29;5;8;4;5;5;6;3;5;6;0;0;0;9;0;0
2019-10-11 08:15:00;26;83;38;40;35;8;5;2;3;8;2;2;8;2;0;0;1;0;0;0
2019-10-11 08:30:00;25;111;42;44;37;6;3;3;2;13;9;1;9;9;0;0;0;0;0;0
2019-10-11 08:45:00;26;93;27;35;23;5;6;7;6;3;6;4;3;6;0;1;0;6;0;7
2019-10-11 09:00:00;17;87;22;39;38;7;6;6;4;6;3;1;6;3;0;0;8;3;0;0
2019-10-11 09:15:00;28;77;18;48;42;2;7;3;3;12;6;3;12;6;0;1;0;5;0;0
2019-10-11 09:30:00;28;77;25;38;52;5;4;5;2;4;9;1;6;8;0;3;5;2;0;0
2019-10-11 09:45:00;23;90;31;45;45;5;5;6;6;10;4;6;10;4;0;1;0;3;0;0
