DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-09-07 00:00:00;2;5;1;5;3
2020-09-07 00:15:00;2;5;2;3;5
2020-09-07 00:30:00;1;4;2;2;8
2020-09-07 00:45:00;6;6;0;2;5
2020-09-07 01:00:00;2;2;2;4;4
2020-09-07 01:15:00;6;4;0;1;1
2020-09-07 01:30:00;0;1;0;2;4
2020-09-07 01:45:00;1;1;1;0;2
2020-09-07 02:00:00;0;2;0;0;2
2020-09-07 02:15:00;3;3;0;0;0
2020-09-07 02:30:00;0;1;0;1;3
2020-09-07 02:45:00;2;2;0;1;2
2020-09-07 03:00:00;0;1;1;2;3
2020-09-07 03:15:00;4;2;1;2;2
2020-09-07 03:30:00;1;3;0;2;3
2020-09-07 03:45:00;2;2;0;2;3
2020-09-07 04:00:00;2;4;0;2;3
2020-09-07 04:15:00;2;5;0;1;6
2020-09-07 04:30:00;1;4;2;3;6
2020-09-07 04:45:00;6;17;0;6;41
2020-09-07 05:00:00;8;19;2;14;93
2020-09-07 05:15:00;11;32;7;20;135
2020-09-07 05:30:00;17;43;2;24;131
2020-09-07 05:45:00;36;46;9;15;97
2020-09-07 06:00:00;37;33;6;13;83
2020-09-07 06:15:00;21;30;4;13;83
2020-09-07 06:30:00;54;36;12;17;120
2020-09-07 06:45:00;52;39;4;13;77
2020-09-07 07:00:00;64;51;8;21;89
2020-09-07 07:15:00;68;41;11;15;101
2020-09-07 07:30:00;67;50;3;13;136
2020-09-07 07:45:00;71;41;9;21;91
2020-09-07 08:00:00;54;50;12;14;100
2020-09-07 08:15:00;58;43;9;18;78
2020-09-07 08:30:00;78;44;11;15;77
2020-09-07 08:45:00;99;44;7;16;61
2020-09-07 09:00:00;85;34;7;20;57
2020-09-07 09:15:00;81;37;10;14;72
2020-09-07 09:30:00;101;38;10;13;59
2020-09-07 09:45:00;98;34;13;15;77
2020-09-07 10:00:00;79;27;8;17;67
2020-09-07 10:15:00;83;36;11;12;89
2020-09-07 10:30:00;91;31;14;7;78
2020-09-07 10:45:00;95;39;10;15;104
2020-09-07 11:00:00;89;35;7;18;110
2020-09-07 11:15:00;83;35;12;14;107
2020-09-07 11:30:00;78;36;12;19;97
2020-09-07 11:45:00;70;35;10;15;106
2020-09-07 12:00:00;91;44;14;21;98
2020-09-07 12:15:00;88;36;13;21;108
2020-09-07 12:30:00;71;29;5;21;123
2020-09-07 12:45:00;67;44;10;17;102
2020-09-07 13:00:00;51;27;11;12;107
2020-09-07 13:15:00;80;48;11;14;146
2020-09-07 13:30:00;88;44;17;16;159
2020-09-07 13:45:00;104;48;11;27;123
2020-09-07 14:00:00;147;48;32;37;105
2020-09-07 14:15:00;179;39;33;52;83
2020-09-07 14:30:00;194;35;24;58;91
2020-09-07 14:45:00;152;44;16;32;102
2020-09-07 15:00:00;119;50;25;27;97
2020-09-07 15:15:00;160;41;15;28;89
2020-09-07 15:30:00;140;39;14;27;107
2020-09-07 15:45:00;113;33;8;22;94
2020-09-07 16:00:00;135;39;15;25;129
2020-09-07 16:15:00;123;33;16;22;118
2020-09-07 16:30:00;104;30;11;18;126
2020-09-07 16:45:00;116;33;7;22;128
2020-09-07 17:00:00;120;30;18;24;134
2020-09-07 17:15:00;119;43;12;19;108
2020-09-07 17:30:00;82;33;15;15;104
2020-09-07 17:45:00;105;29;8;21;115
2020-09-07 18:00:00;83;28;12;9;112
2020-09-07 18:15:00;80;27;14;14;89
2020-09-07 18:30:00;66;35;9;15;64
2020-09-07 18:45:00;71;30;4;11;109
2020-09-07 19:00:00;63;28;6;10;82
2020-09-07 19:15:00;70;29;4;15;70
2020-09-07 19:30:00;54;25;5;13;56
2020-09-07 19:45:00;37;22;6;13;67
2020-09-07 20:00:00;38;18;6;7;81
2020-09-07 20:15:00;26;24;4;7;63
2020-09-07 20:30:00;30;29;4;12;46
2020-09-07 20:45:00;18;25;6;15;63
2020-09-07 21:00:00;15;31;4;12;106
2020-09-07 21:15:00;21;46;15;15;131
2020-09-07 21:30:00;47;31;11;21;89
2020-09-07 21:45:00;101;37;19;31;37
2020-09-07 22:00:00;73;24;29;52;37
2020-09-07 22:15:00;27;29;11;23;28
2020-09-07 22:30:00;22;17;5;7;20
2020-09-07 22:45:00;7;11;1;7;19
2020-09-07 23:00:00;7;14;3;13;23
2020-09-07 23:15:00;11;15;2;5;19
2020-09-07 23:30:00;9;20;2;5;13
2020-09-07 23:45:00;6;17;1;8;17
