DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-11-15 00:00:00;8;1;12;0;0;0;0;0;0
2020-11-15 00:15:00;18;9;16;0;0;0;0;0;0
2020-11-15 00:30:00;9;7;22;1;1;0;0;0;0
2020-11-15 00:45:00;11;5;19;0;0;0;0;0;0
2020-11-15 01:00:00;11;6;5;0;0;0;0;0;0
2020-11-15 01:15:00;13;10;13;0;0;0;0;0;0
2020-11-15 01:30:00;8;5;12;0;0;0;0;0;0
2020-11-15 01:45:00;11;5;15;0;0;0;0;0;0
2020-11-15 02:00:00;11;2;7;0;0;0;0;0;0
2020-11-15 02:15:00;13;5;11;0;0;0;0;0;0
2020-11-15 02:30:00;7;6;3;0;0;0;0;0;0
2020-11-15 02:45:00;1;4;6;0;0;0;0;0;0
2020-11-15 03:00:00;5;4;9;0;0;0;0;0;0
2020-11-15 03:15:00;4;4;11;0;0;0;0;0;0
2020-11-15 03:30:00;2;1;7;0;0;0;0;0;0
2020-11-15 03:45:00;3;4;2;0;0;0;0;0;0
2020-11-15 04:00:00;0;0;4;0;0;0;0;0;0
2020-11-15 04:15:00;2;1;5;0;0;0;0;0;0
2020-11-15 04:30:00;1;2;4;0;0;0;0;0;0
2020-11-15 04:45:00;2;2;3;1;1;0;0;0;0
2020-11-15 05:00:00;10;2;7;0;0;0;0;0;0
2020-11-15 05:15:00;9;4;8;0;0;0;0;0;0
2020-11-15 05:30:00;6;1;20;0;0;0;0;0;0
2020-11-15 05:45:00;10;1;20;0;0;0;0;0;0
2020-11-15 06:00:00;12;1;15;1;1;0;0;0;0
2020-11-15 06:15:00;12;3;14;0;0;0;0;0;0
2020-11-15 06:30:00;8;9;17;0;0;0;0;0;0
2020-11-15 06:45:00;11;5;9;0;0;0;0;0;0
2020-11-15 07:00:00;12;15;15;0;0;0;0;0;0
2020-11-15 07:15:00;13;9;27;0;0;0;0;0;0
2020-11-15 07:30:00;17;9;23;1;1;0;0;0;0
2020-11-15 07:45:00;20;10;30;0;0;0;0;0;0
2020-11-15 08:00:00;17;5;19;0;0;0;0;0;0
2020-11-15 08:15:00;31;16;32;1;1;0;0;0;0
2020-11-15 08:30:00;24;19;37;0;0;0;0;0;0
2020-11-15 08:45:00;41;24;44;1;1;0;0;0;0
2020-11-15 09:00:00;43;25;51;0;0;0;0;0;0
2020-11-15 09:15:00;37;22;64;0;0;0;0;0;0
2020-11-15 09:30:00;47;16;71;1;1;0;0;0;0
2020-11-15 09:45:00;50;33;88;2;3;0;0;0;0
2020-11-15 10:00:00;48;24;75;1;0;0;0;0;0
2020-11-15 10:15:00;66;35;69;0;0;0;0;0;0
2020-11-15 10:30:00;71;38;92;1;1;0;0;0;0
2020-11-15 10:45:00;64;37;81;1;1;1;0;0;0
2020-11-15 11:00:00;66;23;80;1;1;0;0;0;0
2020-11-15 11:15:00;84;38;78;1;0;0;0;0;0
2020-11-15 11:30:00;74;29;101;1;1;0;0;0;0
2020-11-15 11:45:00;83;38;89;2;2;0;0;0;0
2020-11-15 12:00:00;101;35;103;1;1;1;0;0;0
2020-11-15 12:15:00;80;40;89;1;1;0;0;0;0
2020-11-15 12:30:00;78;31;113;1;1;0;0;0;0
2020-11-15 12:45:00;83;38;88;1;1;0;0;0;0
2020-11-15 13:00:00;81;40;102;0;0;2;0;0;0
2020-11-15 13:15:00;83;28;106;1;1;0;0;0;0
2020-11-15 13:30:00;92;56;117;2;2;0;0;0;0
2020-11-15 13:45:00;83;45;142;0;0;0;0;0;0
2020-11-15 14:00:00;107;50;141;0;0;0;0;0;0
2020-11-15 14:15:00;103;60;122;1;1;0;0;0;0
2020-11-15 14:30:00;107;41;139;2;2;0;0;0;0
2020-11-15 14:45:00;115;54;122;1;1;0;0;0;0
2020-11-15 15:00:00;97;37;121;0;0;0;0;0;0
2020-11-15 15:15:00;97;50;141;2;1;1;0;0;0
2020-11-15 15:30:00;105;42;121;2;2;1;0;0;0
2020-11-15 15:45:00;102;45;123;1;1;0;0;0;0
2020-11-15 16:00:00;101;46;123;0;0;1;0;0;0
2020-11-15 16:15:00;87;51;112;0;0;0;0;0;0
2020-11-15 16:30:00;106;41;121;1;1;0;0;0;0
2020-11-15 16:45:00;105;48;146;1;1;0;0;0;0
2020-11-15 17:00:00;104;34;120;1;1;0;0;0;0
2020-11-15 17:15:00;67;40;122;0;0;0;0;0;0
2020-11-15 17:30:00;97;38;139;2;2;0;0;0;0
2020-11-15 17:45:00;85;37;153;2;2;0;0;0;0
2020-11-15 18:00:00;76;47;89;5;5;0;0;0;0
2020-11-15 18:15:00;61;27;100;0;0;0;0;0;0
2020-11-15 18:30:00;57;25;93;1;1;0;0;0;0
2020-11-15 18:45:00;54;23;103;0;0;0;0;0;0
2020-11-15 19:00:00;71;30;65;0;0;1;0;0;0
2020-11-15 19:15:00;52;34;76;1;1;0;0;0;0
2020-11-15 19:30:00;55;21;53;1;1;0;0;0;0
2020-11-15 19:45:00;49;18;64;1;1;0;0;0;0
2020-11-15 20:00:00;52;23;72;0;0;0;0;0;0
2020-11-15 20:15:00;57;25;62;1;1;0;0;0;0
2020-11-15 20:30:00;33;27;57;0;0;0;0;0;0
2020-11-15 20:45:00;34;14;56;1;1;0;0;0;0
2020-11-15 21:00:00;31;13;36;0;0;0;0;0;0
2020-11-15 21:15:00;33;12;47;1;1;0;0;0;0
2020-11-15 21:30:00;23;14;29;1;1;0;0;0;0
2020-11-15 21:45:00;18;14;31;0;0;0;0;0;0
2020-11-15 22:00:00;32;13;43;1;1;0;0;0;0
2020-11-15 22:15:00;16;12;28;1;1;0;0;0;0
2020-11-15 22:30:00;14;7;19;2;2;0;0;0;0
2020-11-15 22:45:00;15;7;20;0;0;0;0;0;0
2020-11-15 23:00:00;8;3;16;0;0;0;0;0;0
2020-11-15 23:15:00;15;5;16;1;1;0;0;0;0
2020-11-15 23:30:00;10;2;7;2;2;0;0;0;0
2020-11-15 23:45:00;4;5;18;2;2;0;0;0;0
