DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-04-30 00:00:00;4;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-04-30 00:15:00;4;1;1;2;2;0;0;0;4;0;0;0;0;0;0
2020-04-30 00:30:00;3;5;5;3;3;3;3;1;1;0;0;0;0;0;0
2020-04-30 00:45:00;4;4;5;0;0;0;0;0;4;0;0;0;0;0;0
2020-04-30 01:00:00;3;2;3;4;4;3;3;0;6;0;0;0;0;0;0
2020-04-30 01:15:00;4;2;2;1;1;0;0;0;3;0;0;0;0;0;0
2020-04-30 01:30:00;1;1;2;2;2;1;0;0;4;0;0;0;0;0;0
2020-04-30 01:45:00;2;0;3;2;2;3;2;0;1;0;0;0;0;0;0
2020-04-30 02:00:00;4;1;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-04-30 02:15:00;6;0;4;2;2;1;1;0;1;0;0;0;0;0;0
2020-04-30 02:30:00;1;1;3;1;1;0;0;0;2;0;0;0;0;0;0
2020-04-30 02:45:00;4;0;1;0;0;0;0;0;3;0;0;0;0;0;0
2020-04-30 03:00:00;3;1;2;1;1;0;0;0;5;0;0;0;0;0;0
2020-04-30 03:15:00;2;1;3;2;2;1;0;0;3;0;0;0;0;0;0
2020-04-30 03:30:00;2;0;4;3;3;2;1;0;2;0;0;0;0;0;0
2020-04-30 03:45:00;2;0;1;3;3;3;3;0;2;0;0;0;0;0;0
2020-04-30 04:00:00;2;2;4;1;1;0;0;0;2;0;0;0;0;0;0
2020-04-30 04:15:00;10;4;7;2;2;1;0;0;2;0;0;0;0;0;0
2020-04-30 04:30:00;8;2;5;4;4;0;1;0;2;0;0;0;0;0;0
2020-04-30 04:45:00;10;8;14;2;2;1;0;2;9;0;0;0;0;0;0
2020-04-30 05:00:00;17;35;31;1;1;1;1;0;12;0;0;0;0;0;0
2020-04-30 05:15:00;13;87;88;2;2;1;0;4;18;0;0;0;1;0;0
2020-04-30 05:30:00;13;76;73;12;11;4;3;5;43;0;0;0;0;0;0
2020-04-30 05:45:00;36;33;34;8;9;6;5;2;64;0;0;0;0;0;0
2020-04-30 06:00:00;26;22;24;10;10;2;2;1;34;0;0;0;1;0;0
2020-04-30 06:15:00;41;31;35;16;18;3;3;1;41;0;0;0;0;0;0
2020-04-30 06:30:00;53;47;50;17;18;5;4;2;91;0;0;0;1;0;0
2020-04-30 06:45:00;57;26;29;12;14;3;3;6;75;0;0;0;0;0;0
2020-04-30 07:00:00;109;31;29;13;15;11;11;2;87;0;0;0;0;0;0
2020-04-30 07:15:00;105;34;38;13;14;5;5;4;80;0;0;2;0;0;0
2020-04-30 07:30:00;78;31;31;16;18;10;10;6;77;0;0;0;0;0;0
2020-04-30 07:45:00;83;27;28;14;18;11;12;7;77;0;0;0;0;0;0
2020-04-30 08:00:00;61;25;29;13;14;11;12;8;71;0;0;0;0;0;0
2020-04-30 08:15:00;70;22;16;12;11;9;12;7;53;0;0;0;1;0;0
2020-04-30 08:30:00;75;19;22;12;13;15;14;2;66;0;0;0;0;0;0
2020-04-30 08:45:00;71;15;17;19;20;13;13;1;88;0;0;0;0;0;0
2020-04-30 09:00:00;69;19;27;17;19;11;11;4;59;0;0;0;0;0;0
2020-04-30 09:15:00;82;13;18;29;29;11;10;3;73;0;0;0;0;0;0
2020-04-30 09:30:00;82;23;27;27;30;11;12;4;58;0;0;0;0;0;0
2020-04-30 09:45:00;96;26;30;22;24;15;15;5;68;0;0;0;1;0;0
2020-04-30 10:00:00;70;13;19;22;23;17;17;5;65;0;0;0;0;0;0
2020-04-30 10:15:00;74;20;23;28;28;17;17;5;64;0;0;0;2;0;0
