DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-04-18 00:00:00;4;7;1;2;2;2;3;2;0;0;0;0;0;0
2020-04-18 00:15:00;1;3;1;2;3;5;7;1;1;1;0;0;0;0
2020-04-18 00:30:00;7;6;0;1;1;3;4;2;0;0;0;0;0;0
2020-04-18 00:45:00;9;3;0;0;2;3;5;3;1;2;0;0;0;0
2020-04-18 01:00:00;8;4;0;0;0;2;3;3;0;3;0;0;0;0
2020-04-18 01:15:00;3;1;1;3;3;1;2;1;0;0;0;0;0;0
2020-04-18 01:30:00;2;1;0;0;0;5;4;0;1;0;0;0;0;0
2020-04-18 01:45:00;5;6;0;0;0;2;3;1;0;0;0;0;0;0
2020-04-18 02:00:00;5;2;1;1;1;4;5;1;0;1;0;0;0;0
2020-04-18 02:15:00;0;2;1;0;0;4;5;5;0;1;0;0;0;0
2020-04-18 02:30:00;4;3;1;0;1;2;2;1;1;4;0;0;0;0
2020-04-18 02:45:00;3;1;0;1;1;0;2;0;0;0;0;0;0;0
2020-04-18 03:00:00;4;5;1;0;0;6;3;0;0;0;0;0;0;0
2020-04-18 03:15:00;3;3;1;2;2;4;3;0;0;0;0;0;0;0
2020-04-18 03:30:00;3;2;0;1;2;7;9;3;0;0;0;0;0;0
2020-04-18 03:45:00;0;0;0;0;1;3;3;0;0;0;0;0;0;0
2020-04-18 04:00:00;3;4;3;0;0;7;8;2;0;0;0;0;0;0
2020-04-18 04:15:00;3;4;0;2;1;3;3;1;1;3;0;0;0;0
2020-04-18 04:30:00;4;3;0;4;4;2;8;2;0;0;0;0;0;0
2020-04-18 04:45:00;2;3;1;1;2;6;3;2;0;1;0;0;0;0
2020-04-18 05:00:00;5;4;0;1;2;13;14;4;1;0;0;0;0;0
2020-04-18 05:15:00;8;5;0;1;3;11;10;4;1;0;0;0;0;0
2020-04-18 05:30:00;18;12;2;3;8;21;13;6;0;1;0;0;0;0
2020-04-18 05:45:00;14;11;1;0;3;16;14;5;0;0;0;0;0;0
2020-04-18 06:00:00;22;19;7;4;6;18;12;7;1;1;0;0;0;0
2020-04-18 06:15:00;13;13;1;3;5;15;12;5;1;0;0;0;0;0
2020-04-18 06:30:00;21;13;5;3;10;23;19;9;2;2;0;0;0;0
2020-04-18 06:45:00;13;15;5;6;5;24;25;6;0;1;0;0;0;0
2020-04-18 07:00:00;18;15;6;8;11;47;45;22;5;3;0;0;0;0
2020-04-18 07:15:00;21;24;10;11;9;24;35;3;4;2;0;1;0;0
2020-04-18 07:30:00;14;16;6;8;10;24;31;4;3;1;0;0;0;0
2020-04-18 07:45:00;28;20;10;10;12;32;39;9;2;4;0;0;0;0
2020-04-18 08:00:00;28;31;3;12;14;24;31;8;5;1;0;0;0;0
2020-04-18 08:15:00;24;24;9;22;7;33;41;12;4;1;0;0;2;0
2020-04-18 08:30:00;27;27;10;17;15;36;35;15;4;6;0;0;1;0
2020-04-18 08:45:00;38;46;10;15;21;43;51;24;2;2;0;0;4;0
2020-04-18 09:00:00;38;36;15;24;21;53;57;23;13;5;0;0;0;0
2020-04-18 09:15:00;38;32;14;26;23;55;54;15;8;6;0;0;0;0
2020-04-18 09:30:00;46;37;21;27;13;55;61;21;14;9;0;0;0;0
2020-04-18 09:45:00;62;55;16;26;30;63;68;21;12;7;2;0;0;0
2020-04-18 10:00:00;50;51;13;22;21;60;58;16;14;11;2;0;0;0
2020-04-18 10:15:00;58;48;18;35;26;62;64;22;7;4;0;0;0;0
2020-04-18 10:30:00;59;54;12;26;29;66;82;22;13;7;0;0;3;0
2020-04-18 10:45:00;58;52;25;32;34;70;71;23;18;6;0;0;0;0
2020-04-18 11:00:00;54;51;19;32;27;62;71;23;10;6;2;0;0;0
2020-04-18 11:15:00;57;56;19;34;24;73;75;29;12;8;0;0;0;0
2020-04-18 11:30:00;70;58;24;33;34;76;84;38;14;8;0;0;0;0
2020-04-18 11:45:00;72;57;21;32;32;78;90;32;14;10;0;0;0;0
2020-04-18 12:00:00;72;62;23;20;31;75;108;33;10;10;0;0;0;2
2020-04-18 12:15:00;63;64;18;41;25;74;79;28;8;7;0;0;0;0
2020-04-18 12:30:00;57;58;15;26;27;73;84;29;20;9;3;0;0;0
2020-04-18 12:45:00;61;63;24;27;17;80;95;27;8;9;0;0;21;2
2020-04-18 13:00:00;54;58;9;29;25;67;91;26;8;9;0;0;0;0
2020-04-18 13:15:00;68;60;20;30;22;64;66;22;11;3;0;0;0;0
2020-04-18 13:30:00;53;65;18;26;10;66;63;23;7;4;0;0;0;0
2020-04-18 13:45:00;59;54;17;24;24;73;74;24;11;6;4;0;4;0
2020-04-18 14:00:00;60;47;20;17;19;54;61;21;12;5;2;0;1;0
2020-04-18 14:15:00;57;52;23;31;13;71;83;26;5;6;0;0;1;0
2020-04-18 14:30:00;48;52;20;23;27;71;87;30;9;2;0;0;4;0
2020-04-18 14:45:00;55;59;14;26;22;70;77;18;7;4;0;0;0;0
2020-04-18 15:00:00;52;46;13;13;16;52;65;20;7;5;0;0;0;0
2020-04-18 15:15:00;56;50;18;19;25;53;61;25;5;3;0;0;0;0
2020-04-18 15:30:00;53;52;13;18;27;65;77;16;7;1;0;0;4;0
2020-04-18 15:45:00;46;52;16;18;19;49;65;16;6;5;0;0;0;0
2020-04-18 16:00:00;51;67;18;13;19;55;72;21;7;4;0;0;0;1
2020-04-18 16:15:00;53;59;11;20;25;71;75;22;6;5;0;0;0;0
2020-04-18 16:30:00;48;50;17;16;28;71;72;20;5;3;44;0;0;0
2020-04-18 16:45:00;59;68;15;26;22;59;68;19;5;5;1;0;11;0
2020-04-18 17:00:00;58;62;25;17;24;63;79;35;7;6;0;0;2;0
2020-04-18 17:15:00;61;55;19;22;24;68;71;21;4;3;0;0;0;0
2020-04-18 17:30:00;51;51;12;13;24;54;63;23;7;4;0;0;0;0
2020-04-18 17:45:00;58;54;12;18;20;54;65;23;7;3;0;0;0;0
2020-04-18 18:00:00;50;51;11;17;15;62;68;20;10;5;0;0;0;0
2020-04-18 18:15:00;57;61;21;18;24;53;60;17;5;6;0;0;5;0
2020-04-18 18:30:00;44;57;18;17;17;49;52;18;3;6;0;0;0;0
2020-04-18 18:45:00;50;42;8;17;14;55;56;14;8;5;0;0;0;0
2020-04-18 19:00:00;50;41;14;11;17;52;51;15;8;1;0;0;0;0
2020-04-18 19:15:00;41;43;11;17;15;52;59;22;3;2;0;0;1;0
2020-04-18 19:30:00;39;41;8;17;16;49;47;9;2;3;0;0;0;1
2020-04-18 19:45:00;46;41;15;11;13;34;30;15;5;3;0;0;1;0
2020-04-18 20:00:00;33;47;17;10;12;45;46;14;1;3;0;0;0;0
2020-04-18 20:15:00;38;31;4;7;12;31;33;16;3;7;0;0;0;0
2020-04-18 20:30:00;29;28;5;10;5;30;28;12;3;4;0;0;0;0
2020-04-18 20:45:00;16;17;4;5;7;30;26;15;4;0;1;0;0;0
2020-04-18 21:00:00;23;24;3;2;7;20;19;6;1;1;0;0;0;0
2020-04-18 21:15:00;16;21;1;2;2;27;21;9;2;1;0;0;0;0
2020-04-18 21:30:00;14;11;1;4;2;16;16;9;6;4;0;0;0;0
2020-04-18 21:45:00;13;15;4;5;4;19;19;4;1;2;0;0;0;0
2020-04-18 22:00:00;15;13;3;1;4;21;23;5;2;2;0;0;0;0
2020-04-18 22:15:00;15;11;3;0;3;12;14;6;1;0;0;0;0;0
2020-04-18 22:30:00;14;11;4;0;1;7;7;1;4;1;0;0;0;0
2020-04-18 22:45:00;11;7;0;2;2;17;16;6;4;3;0;0;0;0
2020-04-18 23:00:00;10;5;2;2;5;9;12;6;3;1;0;0;0;0
2020-04-18 23:15:00;6;11;0;5;4;11;10;5;0;2;0;0;0;0
2020-04-18 23:30:00;6;7;3;2;2;4;9;4;0;0;0;0;0;0
2020-04-18 23:45:00;4;3;0;2;3;2;4;1;0;1;0;0;0;0
