DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-04-18 00:00:00;0;0;1;1;0;0;0;0;0;0;0;0
2020-04-18 00:15:00;4;0;1;3;0;0;0;0;0;0;0;0
2020-04-18 00:30:00;0;0;2;2;0;0;0;0;0;0;0;0
2020-04-18 00:45:00;1;0;1;2;0;0;0;0;0;0;0;0
2020-04-18 01:00:00;3;0;0;2;0;0;0;0;0;0;0;0
2020-04-18 01:15:00;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-18 01:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-04-18 01:45:00;4;0;1;0;0;0;0;0;0;0;0;0
2020-04-18 02:00:00;5;0;3;0;0;0;0;0;0;0;0;0
2020-04-18 02:15:00;3;0;0;1;0;0;0;0;0;0;0;0
2020-04-18 02:30:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-04-18 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-18 03:00:00;1;0;3;1;0;0;0;0;0;0;0;0
2020-04-18 03:15:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-04-18 03:30:00;4;0;2;2;0;0;0;0;0;0;0;0
2020-04-18 03:45:00;2;0;0;1;0;0;0;0;0;0;0;0
2020-04-18 04:00:00;3;0;1;2;0;0;0;0;0;0;0;0
2020-04-18 04:15:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-04-18 04:30:00;2;0;1;3;0;0;0;0;0;0;0;0
2020-04-18 04:45:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-18 05:00:00;7;0;2;3;0;0;0;0;0;0;0;0
2020-04-18 05:15:00;1;0;8;2;0;0;0;0;0;0;0;0
2020-04-18 05:30:00;5;0;17;2;0;0;0;0;0;0;0;0
2020-04-18 05:45:00;15;0;5;3;0;0;0;0;0;0;0;0
2020-04-18 06:00:00;4;0;8;2;0;0;0;0;0;0;0;0
2020-04-18 06:15:00;6;0;12;2;0;0;0;0;0;0;0;0
2020-04-18 06:30:00;5;0;5;3;0;0;0;0;0;0;0;0
2020-04-18 06:45:00;13;0;14;2;0;0;0;0;0;0;0;0
2020-04-18 07:00:00;15;0;20;6;0;0;0;0;0;0;0;0
2020-04-18 07:15:00;10;0;17;7;1;0;0;0;0;0;0;0
2020-04-18 07:30:00;15;0;14;6;0;0;0;0;0;0;0;0
2020-04-18 07:45:00;19;0;21;9;0;0;0;0;0;0;0;0
2020-04-18 08:00:00;15;0;27;9;0;0;0;0;0;0;0;0
2020-04-18 08:15:00;17;0;23;7;2;0;0;1;0;0;0;0
2020-04-18 08:30:00;26;0;28;11;0;0;0;0;0;0;0;0
2020-04-18 08:45:00;23;0;36;13;1;0;0;7;0;0;0;0
2020-04-18 09:00:00;33;0;30;11;0;1;0;0;0;0;0;0
2020-04-18 09:15:00;31;0;49;11;0;0;0;0;0;0;0;0
2020-04-18 09:30:00;19;0;42;14;2;0;2;0;0;0;0;0
2020-04-18 09:45:00;35;0;38;16;1;13;3;0;0;0;0;0
2020-04-18 10:00:00;39;0;42;12;0;0;0;0;0;0;0;0
2020-04-18 10:15:00;44;0;59;9;1;0;3;0;0;0;0;0
2020-04-18 10:30:00;45;0;47;16;0;1;6;0;0;0;0;0
2020-04-18 10:45:00;44;0;53;17;1;0;10;0;0;0;0;0
2020-04-18 11:00:00;50;0;40;17;1;0;3;1;1;0;1;0
2020-04-18 11:15:00;40;0;57;24;1;1;8;0;1;0;0;0
2020-04-18 11:30:00;48;0;46;17;36;0;0;1;0;0;0;0
2020-04-18 11:45:00;48;0;42;26;5;3;10;0;0;0;0;0
2020-04-18 12:00:00;43;0;52;18;0;2;10;2;0;0;0;0
2020-04-18 12:15:00;53;0;48;28;3;0;0;4;0;0;0;0
2020-04-18 12:30:00;43;0;49;19;3;1;2;5;0;0;0;0
2020-04-18 12:45:00;35;0;43;24;3;0;1;0;0;0;0;0
2020-04-18 13:00:00;46;0;34;16;0;0;0;0;2;0;0;0
2020-04-18 13:15:00;42;0;50;25;4;1;9;1;0;0;0;0
2020-04-18 13:30:00;46;0;45;17;5;0;1;0;0;0;0;0
2020-04-18 13:45:00;48;0;37;18;0;0;4;0;0;0;0;0
2020-04-18 14:00:00;37;0;39;21;6;0;2;0;0;0;0;0
2020-04-18 14:15:00;39;0;37;22;7;0;10;0;0;0;0;0
2020-04-18 14:30:00;41;0;38;25;7;3;0;0;0;0;0;0
2020-04-18 14:45:00;44;0;47;15;1;0;0;0;0;0;0;0
2020-04-18 15:00:00;41;0;29;13;1;0;0;0;0;0;0;0
2020-04-18 15:15:00;48;0;41;20;0;2;5;0;0;0;0;0
2020-04-18 15:30:00;38;0;54;19;0;10;1;0;0;0;0;0
2020-04-18 15:45:00;48;0;52;20;6;0;1;9;0;0;0;0
2020-04-18 16:00:00;28;0;28;20;0;7;0;0;0;0;0;0
2020-04-18 16:15:00;39;0;50;21;3;0;5;2;0;0;0;0
