DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-04-20 00:00:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:15:00;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:30:00;0;3;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:45:00;0;2;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:00:00;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:15:00;0;4;0;2;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:30:00;0;0;3;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:45:00;0;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:00:00;0;1;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:15:00;0;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:30:00;0;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:45:00;1;5;0;3;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-04-20 03:00:00;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:15:00;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:30:00;0;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:45:00;0;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:00:00;0;5;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:15:00;0;6;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:30:00;2;9;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:45:00;2;8;1;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 05:00:00;0;15;0;8;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0
2020-04-20 05:15:00;0;26;7;21;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 05:30:00;6;46;12;29;8;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-04-20 05:45:00;12;51;13;31;11;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0
2020-04-20 06:00:00;6;46;10;24;15;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-20 06:15:00;6;76;27;30;16;3;1;2;0;2;0;0;2;0;0;0;0;0;0;0
2020-04-20 06:30:00;16;63;34;28;12;5;2;3;0;2;1;0;2;1;0;3;1;0;0;0
2020-04-20 06:45:00;36;75;36;42;18;4;7;0;0;4;0;0;4;0;0;1;0;0;0;0
2020-04-20 07:00:00;18;69;30;25;11;0;2;5;2;10;1;1;8;2;0;0;0;0;0;0
