DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-05-17 00:00:00;1;5;6;0;1;3;6;0;1;7;1
2020-05-17 00:15:00;0;6;9;0;0;6;11;4;8;12;5
2020-05-17 00:30:00;1;3;7;1;2;2;5;2;3;10;5
2020-05-17 00:45:00;1;3;8;2;1;5;4;2;5;11;6
2020-05-17 01:00:00;0;3;3;1;1;2;5;2;1;2;1
2020-05-17 01:15:00;2;1;11;0;1;2;4;2;2;5;1
2020-05-17 01:30:00;0;0;4;4;4;3;2;0;0;3;5
2020-05-17 01:45:00;0;4;0;1;1;4;5;0;3;2;2
2020-05-17 02:00:00;1;3;2;1;2;2;3;0;2;1;0
2020-05-17 02:15:00;1;1;6;0;1;2;2;0;0;2;2
2020-05-17 02:30:00;0;5;1;0;0;0;3;1;0;2;3
2020-05-17 02:45:00;1;3;5;2;2;0;1;1;1;2;2
2020-05-17 03:00:00;0;2;1;0;0;0;0;0;0;0;2
2020-05-17 03:15:00;0;0;1;0;0;0;0;0;0;1;0
2020-05-17 03:30:00;0;0;0;0;0;0;2;0;0;1;1
2020-05-17 03:45:00;0;2;1;0;0;0;0;0;0;0;1
2020-05-17 04:00:00;0;0;0;0;0;1;1;0;0;3;1
2020-05-17 04:15:00;0;1;4;2;1;1;3;0;0;0;0
2020-05-17 04:30:00;0;0;1;0;1;0;0;1;0;0;0
2020-05-17 04:45:00;0;0;0;0;0;1;2;0;1;0;0
2020-05-17 05:00:00;0;0;1;0;0;0;3;0;3;3;1
2020-05-17 05:15:00;0;0;2;0;0;2;4;0;1;3;1
2020-05-17 05:30:00;2;3;4;2;2;0;0;0;0;8;0
2020-05-17 05:45:00;0;5;3;0;0;1;3;1;1;2;2
2020-05-17 06:00:00;0;2;0;0;0;0;0;1;3;6;2
2020-05-17 06:15:00;1;4;2;0;1;2;4;0;1;4;0
2020-05-17 06:30:00;0;4;2;0;0;1;1;0;1;4;2
2020-05-17 06:45:00;2;3;5;1;3;2;1;0;2;6;3
2020-05-17 07:00:00;2;3;2;1;3;0;1;0;2;5;1
2020-05-17 07:15:00;0;3;1;0;0;2;5;0;2;2;2
2020-05-17 07:30:00;1;5;7;2;2;1;4;1;4;2;4
2020-05-17 07:45:00;1;5;4;0;0;1;4;0;8;3;2
2020-05-17 08:00:00;0;5;2;0;0;0;4;0;3;5;2
2020-05-17 08:15:00;0;3;6;0;0;0;2;1;3;4;3
2020-05-17 08:30:00;1;5;2;0;0;4;10;5;4;1;3
2020-05-17 08:45:00;1;9;10;1;1;3;4;1;2;4;7
2020-05-17 09:00:00;0;6;3;0;0;1;4;1;2;2;11
2020-05-17 09:15:00;2;14;7;0;0;1;2;0;8;5;11
2020-05-17 09:30:00;0;14;7;3;3;3;6;3;8;6;9
2020-05-17 09:45:00;2;14;12;2;3;4;2;1;6;10;4
2020-05-17 10:00:00;0;14;12;3;3;3;7;3;4;7;12
2020-05-17 10:15:00;3;14;10;1;3;2;10;4;9;4;7
2020-05-17 10:30:00;2;26;17;2;3;2;10;2;7;7;7
2020-05-17 10:45:00;4;16;16;2;5;3;9;5;7;6;8
2020-05-17 11:00:00;4;7;11;2;5;4;9;3;4;4;12
2020-05-17 11:15:00;2;22;17;2;4;9;10;5;11;4;15
2020-05-17 11:30:00;2;18;9;1;2;2;6;5;8;6;21
2020-05-17 11:45:00;5;14;14;1;2;7;10;2;6;8;11
2020-05-17 12:00:00;2;19;21;2;2;2;7;4;6;6;13
2020-05-17 12:15:00;0;21;20;0;0;2;5;3;11;7;21
2020-05-17 12:30:00;4;14;5;2;2;2;11;3;8;7;16
2020-05-17 12:45:00;1;16;15;4;3;2;12;5;8;10;14
2020-05-17 13:00:00;3;11;14;4;6;3;15;5;5;10;14
2020-05-17 13:15:00;3;21;21;2;5;9;9;2;5;11;15
2020-05-17 13:30:00;4;19;18;2;4;6;6;1;4;6;16
2020-05-17 13:45:00;3;18;17;1;2;6;11;3;9;8;12
2020-05-17 14:00:00;0;15;15;2;3;4;16;4;6;11;15
2020-05-17 14:15:00;2;20;18;5;5;2;10;3;11;10;16
2020-05-17 14:30:00;1;24;21;4;4;5;12;4;6;7;13
2020-05-17 14:45:00;1;20;30;6;7;7;14;4;12;12;23
2020-05-17 15:00:00;1;20;26;4;6;7;6;4;11;12;15
2020-05-17 15:15:00;1;31;28;7;9;6;7;9;12;10;28
2020-05-17 15:30:00;4;18;25;6;8;7;15;6;20;10;15
2020-05-17 15:45:00;5;21;30;8;13;12;15;3;16;14;16
2020-05-17 16:00:00;1;20;17;3;4;4;15;6;8;10;19
2020-05-17 16:15:00;5;21;18;1;3;7;12;6;14;7;19
2020-05-17 16:30:00;1;21;30;4;6;3;18;4;17;14;16
2020-05-17 16:45:00;5;27;23;4;8;7;14;11;10;19;13
2020-05-17 17:00:00;1;20;21;7;9;8;17;4;10;13;17
2020-05-17 17:15:00;4;20;16;2;7;10;24;8;17;15;20
2020-05-17 17:30:00;5;27;22;2;4;15;16;16;12;14;16
