DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-10-26 00:00:00;1;1;0;2;4;0;1;7;7;0;0
2020-10-26 00:15:00;1;2;0;6;4;3;1;2;2;0;0
2020-10-26 00:30:00;0;0;0;4;3;0;2;1;3;0;0
2020-10-26 00:45:00;0;0;0;2;3;0;1;9;4;0;0
2020-10-26 01:00:00;0;0;0;3;1;25;0;3;1;0;0
2020-10-26 01:15:00;0;0;0;3;3;33;0;2;3;1;0
2020-10-26 01:30:00;0;0;0;5;0;19;0;2;2;0;0
2020-10-26 01:45:00;0;1;0;3;0;40;0;4;3;0;0
2020-10-26 02:00:00;0;0;0;0;0;13;0;5;5;2;2
2020-10-26 02:15:00;0;0;0;1;1;54;0;1;2;1;0
2020-10-26 02:30:00;0;3;0;2;0;6;0;0;1;0;0
2020-10-26 02:45:00;0;0;0;3;5;72;0;1;0;0;0
2020-10-26 03:00:00;1;1;0;1;2;106;0;0;2;1;0
2020-10-26 03:15:00;1;1;0;2;5;112;0;1;1;1;1
2020-10-26 03:30:00;0;1;0;3;1;20;1;5;4;2;1
2020-10-26 03:45:00;0;3;0;1;5;4;1;2;0;0;0
2020-10-26 04:00:00;0;0;0;4;2;80;0;2;3;0;0
2020-10-26 04:15:00;1;2;0;2;2;107;0;3;3;0;1
2020-10-26 04:30:00;0;3;0;5;3;55;0;6;7;3;1
2020-10-26 04:45:00;1;4;0;9;3;71;0;13;13;0;0
2020-10-26 05:00:00;2;6;0;8;9;19;3;9;10;3;2
2020-10-26 05:15:00;3;10;1;16;14;2;3;38;29;7;7
2020-10-26 05:30:00;4;22;0;23;16;6;8;49;53;17;12
2020-10-26 05:45:00;2;36;5;31;17;5;7;74;81;27;21
2020-10-26 06:00:00;2;16;8;31;18;4;9;51;57;11;8
2020-10-26 06:15:00;7;35;7;43;27;12;16;67;61;15;11
2020-10-26 06:30:00;4;29;2;44;34;26;15;101;106;26;16
2020-10-26 06:45:00;11;36;3;47;37;4;18;91;119;32;27
2020-10-26 07:00:00;9;50;3;69;33;6;17;103;151;27;20
2020-10-26 07:15:00;9;52;19;87;60;47;42;145;207;37;30
2020-10-26 07:30:00;13;67;11;124;94;46;51;153;184;26;28
2020-10-26 07:45:00;20;45;1;138;101;20;50;132;189;36;30
2020-10-26 08:00:00;18;43;9;127;95;18;34;115;140;28;25
2020-10-26 08:15:00;19;34;3;100;50;13;38;97;112;14;15
2020-10-26 08:30:00;14;48;11;68;53;9;28;87;97;14;12
2020-10-26 08:45:00;11;31;1;82;62;14;33;75;108;20;14
2020-10-26 09:00:00;9;30;1;75;47;15;31;71;84;13;10
2020-10-26 09:15:00;13;50;5;75;52;12;36;73;83;9;8
