DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-12-12 00:00:00;3;6;0;0;3;1;0;0
2019-12-12 00:15:00;5;4;0;0;6;2;0;0
2019-12-12 00:30:00;1;2;0;0;3;3;0;0
2019-12-12 00:45:00;1;4;0;0;3;2;0;0
2019-12-12 01:00:00;3;2;0;0;0;1;0;0
2019-12-12 01:15:00;5;2;0;0;1;3;0;0
2019-12-12 01:30:00;1;3;0;0;6;5;0;0
2019-12-12 01:45:00;0;2;0;0;4;4;0;0
2019-12-12 02:00:00;5;3;0;0;3;3;0;0
2019-12-12 02:15:00;1;2;0;0;0;3;0;0
2019-12-12 02:30:00;1;5;0;0;2;0;0;0
2019-12-12 02:45:00;2;3;0;0;4;5;0;0
2019-12-12 03:00:00;3;1;0;0;2;1;0;0
2019-12-12 03:15:00;3;1;0;0;2;5;0;0
2019-12-12 03:30:00;1;3;0;0;1;3;0;0
2019-12-12 03:45:00;3;0;0;0;0;3;0;0
2019-12-12 04:00:00;3;5;0;0;2;1;0;0
2019-12-12 04:15:00;4;3;0;0;3;6;0;0
2019-12-12 04:30:00;3;7;0;0;10;6;0;0
2019-12-12 04:45:00;8;4;0;0;9;17;2;0
2019-12-12 05:00:00;11;20;0;0;28;35;13;2
2019-12-12 05:15:00;18;43;1;0;62;105;10;1
2019-12-12 05:30:00;40;73;3;0;77;89;13;3
2019-12-12 05:45:00;60;97;7;0;84;70;10;17
2019-12-12 06:00:00;43;82;3;0;60;40;7;8
2019-12-12 06:15:00;33;95;1;0;68;46;7;16
2019-12-12 06:30:00;47;99;1;0;77;71;16;0
2019-12-12 06:45:00;43;94;3;0;83;70;12;2
2019-12-12 07:00:00;43;101;5;0;65;73;13;0
2019-12-12 07:15:00;62;109;6;0;80;78;16;0
2019-12-12 07:30:00;59;105;8;0;86;80;22;1
2019-12-12 07:45:00;72;115;7;0;80;72;16;1
2019-12-12 08:00:00;70;108;8;0;64;60;19;0
2019-12-12 08:15:00;57;103;13;0;76;71;9;4
2019-12-12 08:30:00;51;81;8;0;76;53;20;1
2019-12-12 08:45:00;51;75;13;0;44;36;16;0
2019-12-12 09:00:00;41;59;10;0;43;40;1;1
2019-12-12 09:15:00;55;63;13;0;49;51;8;0
2019-12-12 09:30:00;42;56;16;0;46;50;3;1
2019-12-12 09:45:00;30;46;6;0;45;42;7;3
2019-12-12 10:00:00;25;42;6;0;42;42;5;1
2019-12-12 10:15:00;28;37;14;0;49;36;4;1
2019-12-12 10:30:00;41;49;9;0;33;39;1;6
2019-12-12 10:45:00;36;49;16;0;33;25;3;3
2019-12-12 11:00:00;35;52;8;0;40;37;5;9
2019-12-12 11:15:00;38;49;17;0;40;36;3;3
2019-12-12 11:30:00;33;59;20;0;36;34;2;6
2019-12-12 11:45:00;34;46;13;0;37;36;15;8
2019-12-12 12:00:00;44;40;11;0;50;41;4;25
2019-12-12 12:15:00;50;65;9;0;50;37;4;3
2019-12-12 12:30:00;47;38;17;0;47;40;4;14
2019-12-12 12:45:00;59;66;18;0;47;62;8;13
2019-12-12 13:00:00;47;60;16;0;46;56;20;8
2019-12-12 13:15:00;49;72;16;0;76;83;5;7
2019-12-12 13:30:00;57;63;9;0;83;90;23;9
2019-12-12 13:45:00;91;74;14;0;75;101;16;11
2019-12-12 14:00:00;100;122;12;0;89;69;6;29
2019-12-12 14:15:00;111;168;11;0;61;51;9;20
2019-12-12 14:30:00;73;79;10;0;72;46;1;20
2019-12-12 14:45:00;71;89;20;0;52;51;2;12
2019-12-12 15:00:00;87;84;10;0;72;43;0;16
2019-12-12 15:15:00;68;80;8;0;99;74;1;13
2019-12-12 15:30:00;64;82;11;0;74;55;0;28
2019-12-12 15:45:00;82;96;12;0;74;52;1;11
2019-12-12 16:00:00;57;71;7;0;81;59;0;22
2019-12-12 16:15:00;82;108;13;0;70;60;0;23
