DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-07-05 00:00:00;25;23;23;1;4;0;25;21
2020-07-05 00:15:00;22;21;23;4;7;0;34;14
2020-07-05 00:30:00;28;34;37;3;7;0;31;16
2020-07-05 00:45:00;15;16;18;1;6;0;22;13
2020-07-05 01:00:00;19;26;26;0;2;0;15;12
2020-07-05 01:15:00;14;6;5;1;3;0;12;5
2020-07-05 01:30:00;15;16;17;1;2;0;24;9
2020-07-05 01:45:00;9;15;15;5;6;0;13;6
2020-07-05 02:00:00;7;14;15;1;6;0;8;4
2020-07-05 02:15:00;5;8;9;1;4;0;7;7
2020-07-05 02:30:00;5;8;8;3;3;0;13;7
2020-07-05 02:45:00;6;5;5;2;4;0;4;2
2020-07-05 03:00:00;5;4;5;1;1;0;9;4
2020-07-05 03:15:00;3;7;8;3;3;0;5;4
2020-07-05 03:30:00;2;3;3;1;2;0;3;1
2020-07-05 03:45:00;1;4;4;0;0;0;4;1
2020-07-05 04:00:00;1;3;4;0;1;0;1;1
2020-07-05 04:15:00;3;5;6;2;3;0;5;5
2020-07-05 04:30:00;2;3;3;1;3;0;2;0
2020-07-05 04:45:00;1;3;3;0;4;0;4;1
2020-07-05 05:00:00;2;4;4;3;4;0;4;4
2020-07-05 05:15:00;4;3;3;0;1;0;5;2
2020-07-05 05:30:00;4;6;6;1;2;0;11;6
2020-07-05 05:45:00;5;4;4;0;0;0;9;2
2020-07-05 06:00:00;3;6;5;1;1;0;7;3
2020-07-05 06:15:00;4;1;1;1;2;0;10;9
2020-07-05 06:30:00;6;8;7;1;3;0;10;3
2020-07-05 06:45:00;9;7;5;2;1;0;8;2
2020-07-05 07:00:00;7;9;8;2;2;0;12;5
2020-07-05 07:15:00;7;9;9;0;3;0;14;4
2020-07-05 07:30:00;7;15;15;2;4;0;10;2
2020-07-05 07:45:00;7;9;9;8;11;0;14;8
2020-07-05 08:00:00;7;8;7;1;4;0;11;2
2020-07-05 08:15:00;13;17;17;2;2;0;17;7
2020-07-05 08:30:00;15;19;17;10;10;0;27;10
2020-07-05 08:45:00;5;16;18;6;13;0;33;9
2020-07-05 09:00:00;20;25;23;8;10;0;23;11
2020-07-05 09:15:00;23;20;19;9;11;0;25;11
2020-07-05 09:30:00;36;24;24;9;13;0;33;14
2020-07-05 09:45:00;32;25;26;10;13;0;28;19
2020-07-05 10:00:00;38;34;34;11;11;0;38;19
2020-07-05 10:15:00;35;32;32;14;17;0;30;15
2020-07-05 10:30:00;32;36;32;11;12;0;34;22
2020-07-05 10:45:00;40;39;38;12;15;0;46;26
2020-07-05 11:00:00;39;38;37;13;24;0;50;25
2020-07-05 11:15:00;49;40;39;15;15;0;43;27
2020-07-05 11:30:00;39;35;31;14;20;0;47;27
2020-07-05 11:45:00;40;42;41;18;20;0;51;24
2020-07-05 12:00:00;49;53;56;12;18;0;45;23
2020-07-05 12:15:00;31;30;30;14;15;0;40;20
2020-07-05 12:30:00;38;33;35;14;38;0;48;23
2020-07-05 12:45:00;41;33;31;18;22;0;48;26
2020-07-05 13:00:00;40;43;45;16;29;0;52;36
2020-07-05 13:15:00;44;45;43;12;15;0;40;32
2020-07-05 13:30:00;49;48;46;13;14;0;51;24
2020-07-05 13:45:00;35;48;43;14;10;0;49;26
2020-07-05 14:00:00;59;50;49;18;20;0;50;30
2020-07-05 14:15:00;46;54;49;13;22;0;48;24
2020-07-05 14:30:00;49;45;46;23;22;0;48;20
2020-07-05 14:45:00;49;37;37;15;22;0;54;32
2020-07-05 15:00:00;43;35;36;16;11;0;45;16
2020-07-05 15:15:00;44;39;36;16;12;0;59;31
2020-07-05 15:30:00;48;44;43;22;21;0;47;22
2020-07-05 15:45:00;46;47;47;11;18;0;47;31
2020-07-05 16:00:00;38;40;38;13;13;0;49;29
2020-07-05 16:15:00;46;32;32;13;13;0;40;29
2020-07-05 16:30:00;61;42;39;14;15;0;51;33
2020-07-05 16:45:00;47;38;35;14;17;0;45;23
2020-07-05 17:00:00;53;52;55;11;12;0;60;29
2020-07-05 17:15:00;56;54;54;11;19;0;47;25
2020-07-05 17:30:00;51;51;48;19;17;0;57;28
2020-07-05 17:45:00;58;48;48;13;18;0;62;28
2020-07-05 18:00:00;49;53;51;11;17;0;50;28
2020-07-05 18:15:00;45;55;50;18;18;0;54;33
2020-07-05 18:30:00;45;43;40;8;16;0;39;32
2020-07-05 18:45:00;56;49;48;8;12;0;53;30
2020-07-05 19:00:00;62;49;44;9;15;0;51;32
2020-07-05 19:15:00;70;59;55;16;28;0;46;21
2020-07-05 19:30:00;50;51;50;10;14;0;40;26
2020-07-05 19:45:00;50;44;41;8;11;0;43;20
2020-07-05 20:00:00;45;48;42;8;10;0;54;36
2020-07-05 20:15:00;27;34;31;8;12;0;37;19
2020-07-05 20:30:00;40;43;44;6;9;0;39;20
2020-07-05 20:45:00;34;33;31;8;10;0;48;18
2020-07-05 21:00:00;46;39;36;7;12;0;39;15
2020-07-05 21:15:00;30;43;42;7;17;0;33;18
2020-07-05 21:30:00;33;37;37;9;10;0;36;21
2020-07-05 21:45:00;34;40;38;5;8;0;37;18
2020-07-05 22:00:00;17;24;24;9;11;0;36;19
2020-07-05 22:15:00;18;29;27;11;10;0;29;12
2020-07-05 22:30:00;11;16;16;7;8;0;20;11
2020-07-05 22:45:00;18;25;23;5;5;0;21;10
2020-07-05 23:00:00;19;14;17;4;5;0;18;13
2020-07-05 23:15:00;8;13;14;2;10;0;14;10
2020-07-05 23:30:00;3;14;13;1;5;0;20;15
2020-07-05 23:45:00;14;13;15;0;2;0;13;8
