DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-07-27 00:00:00;1;1;0;10;0;10;1;0;0
2020-07-27 00:15:00;5;2;1;4;0;14;1;0;0
2020-07-27 00:30:00;4;1;0;3;0;12;0;0;0
2020-07-27 00:45:00;5;2;0;3;0;14;1;0;0
2020-07-27 01:00:00;1;1;1;1;0;12;1;0;0
2020-07-27 01:15:00;2;0;0;1;0;14;1;0;0
2020-07-27 01:30:00;4;0;0;2;0;12;1;0;0
2020-07-27 01:45:00;4;1;0;2;0;13;0;0;0
2020-07-27 02:00:00;1;2;0;3;0;12;1;0;0
2020-07-27 02:15:00;2;1;0;2;0;14;1;0;0
2020-07-27 02:30:00;2;0;0;0;0;12;1;0;0
2020-07-27 02:45:00;1;0;0;2;0;14;1;0;0
2020-07-27 03:00:00;2;1;0;3;0;12;0;0;0
2020-07-27 03:15:00;1;0;1;2;0;13;1;0;0
2020-07-27 03:30:00;4;1;0;3;0;12;1;0;0
2020-07-27 03:45:00;4;2;0;4;0;14;1;0;0
2020-07-27 04:00:00;0;0;1;3;0;12;1;0;0
2020-07-27 04:15:00;3;0;0;11;0;14;1;0;0
2020-07-27 04:30:00;12;1;0;9;0;12;0;0;0
2020-07-27 04:45:00;37;8;0;15;0;14;1;0;0
2020-07-27 05:00:00;63;6;1;18;0;9;1;0;0
2020-07-27 05:15:00;117;13;2;49;0;10;0;0;0
2020-07-27 05:30:00;100;7;1;73;0;10;1;0;0
2020-07-27 05:45:00;110;52;2;146;0;10;1;0;0
2020-07-27 06:00:00;80;17;1;62;0;10;0;0;0
2020-07-27 06:15:00;77;15;2;94;0;10;1;0;0
2020-07-27 06:30:00;98;15;5;117;0;10;0;0;0
2020-07-27 06:45:00;82;23;3;129;1;10;1;0;0
2020-07-27 07:00:00;83;12;10;123;0;10;1;0;0
2020-07-27 07:15:00;73;15;7;135;0;10;0;0;0
2020-07-27 07:30:00;72;14;22;140;0;10;1;0;0
2020-07-27 07:45:00;96;18;9;128;0;10;1;0;0
2020-07-27 08:00:00;89;14;17;130;0;10;0;0;0
2020-07-27 08:15:00;94;22;8;123;0;10;1;0;0
2020-07-27 08:30:00;78;14;6;108;0;10;0;0;0
2020-07-27 08:45:00;96;19;15;107;0;10;1;0;0
2020-07-27 09:00:00;81;16;17;110;0;12;1;0;0
2020-07-27 09:15:00;95;17;16;137;3;13;0;0;0
2020-07-27 09:30:00;80;19;20;157;4;13;1;0;0
2020-07-27 09:45:00;97;18;12;108;3;13;1;0;0
2020-07-27 10:00:00;91;15;15;97;0;13;1;0;0
2020-07-27 10:15:00;96;20;26;152;4;13;0;0;0
2020-07-27 10:30:00;105;12;27;118;0;13;1;0;0
2020-07-27 10:45:00;75;9;33;78;12;12;1;0;0
2020-07-27 11:00:00;95;12;22;120;0;13;0;0;0
2020-07-27 11:15:00;96;15;15;99;0;13;1;0;0
2020-07-27 11:30:00;108;10;18;120;1;13;0;0;0
2020-07-27 11:45:00;101;8;21;114;19;13;1;0;0
2020-07-27 12:00:00;110;13;24;115;3;13;1;0;0
2020-07-27 12:15:00;110;22;26;118;0;13;0;0;0
