DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-01-19 00:00:00;17;4;1;9;1;13;14;10;6;9;10;3;1
2020-01-19 00:15:00;16;9;3;4;11;22;18;8;5;17;7;3;2
2020-01-19 00:30:00;9;6;2;5;2;18;19;11;7;14;11;3;2
2020-01-19 00:45:00;11;4;2;3;7;14;10;6;4;8;7;1;2
2020-01-19 01:00:00;12;2;6;3;7;13;22;8;3;13;11;2;6
2020-01-19 01:15:00;8;6;2;2;6;9;15;5;6;6;6;3;2
2020-01-19 01:30:00;12;4;0;6;2;13;10;8;5;9;3;5;0
2020-01-19 01:45:00;5;6;2;5;3;13;18;7;7;11;10;2;1
2020-01-19 02:00:00;11;6;3;2;1;12;14;7;5;8;3;1;3
2020-01-19 02:15:00;7;3;2;2;5;10;10;1;2;6;7;2;2
2020-01-19 02:30:00;5;5;1;1;0;11;15;6;2;7;7;4;1
2020-01-19 02:45:00;12;3;3;2;0;7;7;6;3;10;7;1;3
2020-01-19 03:00:00;8;1;0;0;2;11;11;5;2;3;5;4;0
2020-01-19 03:15:00;9;2;0;1;1;6;3;2;3;4;1;0;0
2020-01-19 03:30:00;10;5;1;1;0;7;9;3;3;6;6;2;2
2020-01-19 03:45:00;6;1;5;1;0;2;5;3;2;2;3;0;5
2020-01-19 04:00:00;8;2;0;1;0;3;6;2;0;2;2;1;0
2020-01-19 04:15:00;6;3;1;1;0;2;7;2;2;3;0;0;1
2020-01-19 04:30:00;6;3;0;2;2;6;8;1;0;2;2;0;0
2020-01-19 04:45:00;9;1;2;0;3;4;6;2;1;1;1;0;2
2020-01-19 05:00:00;8;4;1;3;1;6;5;5;2;2;2;1;1
2020-01-19 05:15:00;7;2;0;4;4;12;10;3;2;1;0;0;0
2020-01-19 05:30:00;5;4;3;1;3;9;8;1;0;0;0;0;3
2020-01-19 05:45:00;5;2;2;3;2;4;6;0;0;0;0;0;2
2020-01-19 06:00:00;7;3;2;5;3;6;8;3;2;4;2;0;2
2020-01-19 06:15:00;7;4;4;0;1;12;11;3;2;2;4;0;4
2020-01-19 06:30:00;3;1;3;6;5;4;7;3;0;3;2;1;2
2020-01-19 06:45:00;5;3;2;4;3;7;5;1;1;3;3;0;2
2020-01-19 07:00:00;3;3;2;0;4;7;12;6;3;3;4;3;2
2020-01-19 07:15:00;7;2;1;2;6;13;11;1;0;3;3;0;1
2020-01-19 07:30:00;10;2;2;6;6;15;14;3;1;2;1;0;2
2020-01-19 07:45:00;11;5;7;14;6;17;11;2;0;1;3;1;8
2020-01-19 08:00:00;9;7;5;9;14;15;7;1;0;1;5;1;5
2020-01-19 08:15:00;20;2;7;10;8;22;18;3;1;3;2;0;7
2020-01-19 08:30:00;15;4;7;12;16;19;11;1;1;5;8;5;7
2020-01-19 08:45:00;24;10;9;23;15;29;24;11;5;7;10;1;9
2020-01-19 09:00:00;21;8;13;21;22;30;28;13;6;3;11;4;11
2020-01-19 09:15:00;20;7;15;25;16;42;22;10;5;8;13;4;15
2020-01-19 09:30:00;25;13;14;29;24;51;28;18;16;18;11;4;11
2020-01-19 09:45:00;29;24;20;33;32;40;38;21;17;21;19;4;17
2020-01-19 10:00:00;31;15;18;46;30;51;46;19;14;27;16;6;16
2020-01-19 10:15:00;39;13;12;32;23;52;44;18;8;17;15;3;11
2020-01-19 10:30:00;35;11;11;32;33;46;40;25;17;21;16;4;11
2020-01-19 10:45:00;33;19;17;36;24;57;52;18;9;16;15;7;16
2020-01-19 11:00:00;31;21;17;33;28;45;46;21;11;14;13;5;16
2020-01-19 11:15:00;33;27;12;40;31;55;44;21;15;17;22;11;13
2020-01-19 11:30:00;38;23;19;32;28;53;43;20;16;17;13;4;17
2020-01-19 11:45:00;41;26;19;24;37;46;44;20;12;25;24;10;16
2020-01-19 12:00:00;40;18;17;24;27;57;39;20;13;22;16;3;16
2020-01-19 12:15:00;24;22;13;33;19;40;37;21;8;16;17;4;13
2020-01-19 12:30:00;49;19;13;23;23;47;41;20;17;24;13;8;12
2020-01-19 12:45:00;43;28;10;24;24;49;39;22;14;14;15;8;7
2020-01-19 13:00:00;37;23;14;18;21;44;38;17;13;20;19;5;14
2020-01-19 13:15:00;49;26;16;26;24;49;35;25;24;26;22;9;14
2020-01-19 13:30:00;51;33;4;24;25;44;40;22;18;33;19;12;4
2020-01-19 13:45:00;37;28;16;30;33;54;40;20;22;27;20;6;16
