DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-07-20 00:00:00;1;13;6;13;12;0;0
2020-07-20 00:15:00;0;12;7;12;7;2;2
2020-07-20 00:30:00;0;14;5;10;8;1;1
2020-07-20 00:45:00;0;4;4;8;8;0;0
2020-07-20 01:00:00;0;10;8;4;0;0;0
2020-07-20 01:15:00;0;1;2;6;3;0;0
2020-07-20 01:30:00;0;6;2;7;4;0;0
2020-07-20 01:45:00;0;5;2;4;2;0;0
2020-07-20 02:00:00;0;2;3;9;2;0;0
2020-07-20 02:15:00;0;1;2;1;0;0;0
2020-07-20 02:30:00;0;1;2;2;1;0;0
2020-07-20 02:45:00;0;6;5;3;2;0;0
2020-07-20 03:00:00;0;2;3;6;3;0;0
2020-07-20 03:15:00;0;7;4;5;0;0;0
2020-07-20 03:30:00;0;1;1;5;2;0;0
2020-07-20 03:45:00;0;4;0;6;3;0;0
2020-07-20 04:00:00;0;5;0;11;4;0;0
2020-07-20 04:15:00;0;8;1;12;6;0;0
2020-07-20 04:30:00;0;10;4;13;11;0;0
2020-07-20 04:45:00;0;13;10;9;7;0;0
2020-07-20 05:00:00;0;38;23;21;13;0;0
2020-07-20 05:15:00;1;67;65;31;24;0;0
2020-07-20 05:30:00;1;59;62;27;27;2;2
2020-07-20 05:45:00;6;49;71;44;35;2;2
2020-07-20 06:00:00;3;43;51;41;29;4;4
2020-07-20 06:15:00;6;71;90;47;27;5;4
2020-07-20 06:30:00;5;84;103;48;45;6;8
2020-07-20 06:45:00;9;86;117;70;64;4;4
2020-07-20 07:00:00;11;98;106;58;57;6;6
2020-07-20 07:15:00;10;112;145;88;77;7;7
2020-07-20 07:30:00;34;147;158;96;84;3;3
2020-07-20 07:45:00;15;126;132;112;109;6;5
2020-07-20 08:00:00;80;109;120;78;116;4;3
2020-07-20 08:15:00;12;105;112;106;110;4;4
2020-07-20 08:30:00;7;111;109;97;94;3;4
2020-07-20 08:45:00;12;107;102;116;91;5;5
2020-07-20 09:00:00;4;94;74;87;96;4;4
2020-07-20 09:15:00;1;76;89;65;66;1;1
2020-07-20 09:30:00;
2020-07-20 09:45:00;
2020-07-20 10:00:00;
2020-07-20 10:15:00;
2020-07-20 10:30:00;0;5;3;8;14;0;0
2020-07-20 10:45:00;8;107;98;120;135;4;4
2020-07-20 11:00:00;10;111;99;124;114;4;4
2020-07-20 11:15:00;17;59;146;125;122;3;3
2020-07-20 11:30:00;11;37;172;121;134;6;6
2020-07-20 11:45:00;22;81;119;118;126;3;3
2020-07-20 12:00:00;16;97;95;126;116;3;3
2020-07-20 12:15:00;17;95;99;123;125;3;3
2020-07-20 12:30:00;10;115;105;121;133;6;6
2020-07-20 12:45:00;19;119;118;110;133;2;2
2020-07-20 13:00:00;12;101;117;127;129;3;3
2020-07-20 13:15:00;78;103;109;112;137;8;8
2020-07-20 13:30:00;8;119;117;126;131;6;6
2020-07-20 13:45:00;20;116;120;125;112;3;3
2020-07-20 14:00:00;3;106;83;137;125;5;5
2020-07-20 14:15:00;3;112;94;140;151;3;2
2020-07-20 14:30:00;6;116;135;145;176;5;6
2020-07-20 14:45:00;26;111;118;123;152;2;2
2020-07-20 15:00:00;7;99;88;128;137;4;4
2020-07-20 15:15:00;5;96;89;132;137;3;3
2020-07-20 15:30:00;9;107;102;135;136;3;3
2020-07-20 15:45:00;21;119;119;126;155;6;6
2020-07-20 16:00:00;49;96;108;132;159;4;4
2020-07-20 16:15:00;23;99;97;154;173;2;2
2020-07-20 16:30:00;15;116;119;153;160;3;3
2020-07-20 16:45:00;48;99;112;143;152;7;7
2020-07-20 17:00:00;29;126;110;120;138;2;2
2020-07-20 17:15:00;9;108;111;148;159;3;3
2020-07-20 17:30:00;13;114;123;123;143;6;5
2020-07-20 17:45:00;21;103;116;125;131;3;4
2020-07-20 18:00:00;15;113;106;118;122;3;3
2020-07-20 18:15:00;26;96;93;128;129;3;3
2020-07-20 18:30:00;4;100;91;100;118;6;6
2020-07-20 18:45:00;20;88;94;99;95;2;2
2020-07-20 19:00:00;12;85;69;85;88;4;4
2020-07-20 19:15:00;14;85;81;94;87;2;2
2020-07-20 19:30:00;11;75;89;79;59;5;5
2020-07-20 19:45:00;41;79;78;78;69;3;3
2020-07-20 20:00:00;22;64;75;68;62;2;2
2020-07-20 20:15:00;0;59;69;78;64;3;3
2020-07-20 20:30:00;5;58;61;64;51;2;2
2020-07-20 20:45:00;3;41;54;63;56;2;2
2020-07-20 21:00:00;16;51;74;45;38;3;3
2020-07-20 21:15:00;0;54;66;48;51;1;1
2020-07-20 21:30:00;3;35;31;45;26;1;1
2020-07-20 21:45:00;0;28;25;55;49;1;1
2020-07-20 22:00:00;0;34;31;68;50;2;2
2020-07-20 22:15:00;0;38;32;59;58;1;1
2020-07-20 22:30:00;0;39;26;51;25;2;2
2020-07-20 22:45:00;0;17;15;38;31;1;1
2020-07-20 23:00:00;0;20;16;22;20;2;2
2020-07-20 23:15:00;0;15;16;20;14;1;1
2020-07-20 23:30:00;0;11;15;24;15;1;1
2020-07-20 23:45:00;0;12;8;22;10;0;0
