DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-09-05 00:00:00;21;12;16;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 00:15:00;17;18;264;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 00:30:00;24;26;22;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 00:45:00;22;10;22;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 01:00:00;14;13;33;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 01:15:00;15;12;16;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 01:30:00;12;14;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 01:45:00;13;9;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 02:00:00;9;7;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 02:15:00;10;3;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 02:30:00;7;3;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 02:45:00;12;11;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 03:00:00;10;7;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 03:15:00;7;7;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 03:30:00;6;5;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 03:45:00;8;3;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 04:00:00;9;2;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 04:15:00;5;3;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 04:30:00;8;4;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 04:45:00;8;2;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 05:00:00;8;5;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 05:15:00;14;6;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 05:30:00;25;18;12;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 05:45:00;24;18;13;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 06:00:00;21;12;17;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 06:15:00;29;20;20;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 06:30:00;28;28;22;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-05 06:45:00;19;16;17;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
