DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-07-02 00:00:00;14;18;9;16;8;1;0;4;0;2;1
2020-07-02 00:15:00;12;16;7;11;6;4;0;6;0;2;0
2020-07-02 00:30:00;11;10;7;10;4;4;2;5;0;1;2
2020-07-02 00:45:00;17;19;13;7;6;2;2;4;0;0;0
2020-07-02 01:00:00;6;7;7;13;10;3;0;2;0;1;1
2020-07-02 01:15:00;6;9;8;6;4;1;1;2;0;1;1
2020-07-02 01:30:00;4;4;4;3;2;0;0;0;0;4;0
2020-07-02 01:45:00;8;8;5;3;2;1;0;1;0;1;0
2020-07-02 02:00:00;8;9;3;9;4;2;2;3;0;0;0
2020-07-02 02:15:00;7;9;5;3;0;1;1;1;0;3;1
2020-07-02 02:30:00;11;15;10;6;4;1;0;0;0;2;1
2020-07-02 02:45:00;7;10;4;10;3;0;0;1;0;2;1
2020-07-02 03:00:00;12;13;10;8;3;2;2;2;0;1;2
2020-07-02 03:15:00;6;8;2;3;2;1;0;0;0;0;0
2020-07-02 03:30:00;7;10;6;3;3;2;0;0;0;1;2
2020-07-02 03:45:00;9;13;6;4;6;2;1;0;0;0;0
2020-07-02 04:00:00;9;12;5;7;3;0;0;0;0;0;1
2020-07-02 04:15:00;16;20;7;5;3;0;0;4;0;0;1
2020-07-02 04:30:00;18;18;19;9;3;2;0;5;0;4;3
2020-07-02 04:45:00;34;34;15;19;9;5;1;5;0;3;8
2020-07-02 05:00:00;49;53;50;16;16;11;2;10;0;10;18
2020-07-02 05:15:00;75;82;67;27;23;38;6;16;0;17;28
2020-07-02 05:30:00;94;103;77;30;27;22;9;23;0;17;33
2020-07-02 05:45:00;93;111;70;43;35;17;6;34;0;18;21
2020-07-02 06:00:00;77;99;74;57;44;18;10;40;0;21;21
2020-07-02 06:15:00;112;139;86;48;42;20;10;39;0;14;28
2020-07-02 06:30:00;127;151;131;80;49;34;10;23;0;29;43
2020-07-02 06:45:00;148;166;113;87;62;36;14;38;0;21;40
2020-07-02 07:00:00;126;144;113;116;81;27;11;21;0;32;50
2020-07-02 07:15:00;133;159;125;115;101;65;84;36;0;36;62
2020-07-02 07:30:00;126;162;160;151;120;58;45;38;0;33;48
2020-07-02 07:45:00;160;193;143;122;88;44;22;43;0;39;62
2020-07-02 08:00:00;115;152;114;143;115;37;27;42;0;26;32
2020-07-02 08:15:00;112;132;130;112;92;35;26;37;0;27;38
2020-07-02 08:30:00;111;138;118;100;90;32;37;39;0;35;47
2020-07-02 08:45:00;107;131;95;103;85;34;15;47;0;26;30
2020-07-02 09:00:00;103;121;83;97;74;21;5;46;0;30;26
2020-07-02 09:15:00;117;133;101;84;61;35;24;32;0;22;29
2020-07-02 09:30:00;117;141;102;107;87;31;8;39;0;20;30
2020-07-02 09:45:00;116;156;109;108;93;34;29;47;0;20;30
2020-07-02 10:00:00;123;165;115;108;85;25;37;46;0;23;32
2020-07-02 10:15:00;110;139;98;108;90;27;42;44;0;21;24
2020-07-02 10:30:00;116;139;95;132;85;29;10;40;0;22;26
2020-07-02 10:45:00;137;171;125;137;100;31;17;58;0;25;22
2020-07-02 11:00:00;124;159;126;136;94;28;16;34;0;28;28
2020-07-02 11:15:00;106;141;96;139;115;31;32;41;0;29;22
2020-07-02 11:30:00;106;151;96;103;85;13;24;52;0;18;27
2020-07-02 11:45:00;122;167;127;121;99;35;35;48;0;21;30
2020-07-02 12:00:00;96;132;89;96;78;22;15;50;0;21;33
2020-07-02 12:15:00;122;165;109;144;95;26;11;55;0;30;29
2020-07-02 12:30:00;119;167;111;129;109;21;14;41;0;28;36
2020-07-02 12:45:00;96;141;102;108;108;45;25;55;0;29;34
2020-07-02 13:00:00;115;170;112;122;101;29;8;58;0;14;28
2020-07-02 13:15:00;125;163;137;114;106;36;20;54;0;21;30
2020-07-02 13:30:00;119;167;109;128;99;47;44;46;0;45;47
2020-07-02 13:45:00;125;173;135;132;104;28;66;66;0;34;36
2020-07-02 14:00:00;105;155;113;108;101;27;10;59;0;23;43
2020-07-02 14:15:00;102;153;112;156;127;34;14;73;0;30;36
2020-07-02 14:30:00;117;165;117;144;142;29;13;74;0;27;42
2020-07-02 14:45:00;118;165;114;166;142;37;20;75;0;36;33
2020-07-02 15:00:00;117;172;130;155;142;28;15;90;0;31;36
2020-07-02 15:15:00;131;169;128;160;137;34;34;85;0;26;34
2020-07-02 15:30:00;140;195;127;163;130;24;9;76;0;31;43
2020-07-02 15:45:00;136;180;135;168;147;27;19;79;0;37;35
2020-07-02 16:00:00;131;198;118;186;150;26;9;80;0;33;37
2020-07-02 16:15:00;124;173;122;173;133;37;22;79;0;35;37
2020-07-02 16:30:00;131;178;122;191;155;33;8;76;0;29;31
2020-07-02 16:45:00;130;192;121;178;148;47;23;77;0;23;35
2020-07-02 17:00:00;119;169;128;167;149;22;11;98;0;31;42
2020-07-02 17:15:00;123;174;117;186;160;35;45;90;0;36;45
2020-07-02 17:30:00;119;179;114;174;147;30;31;73;0;36;34
2020-07-02 17:45:00;119;178;124;170;130;33;20;76;0;32;29
2020-07-02 18:00:00;108;172;102;164;137;26;46;63;0;24;32
2020-07-02 18:15:00;114;166;109;167;120;26;16;67;0;28;28
2020-07-02 18:30:00;109;163;119;154;114;38;20;73;0;32;26
