DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-09-12 00:00:00;0;11;0;4;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 00:15:00;2;9;0;9;2;2;1;4;5;2;1;1;2;1;0;0;0;0;0;0
2020-09-12 00:30:00;1;2;0;4;4;1;0;0;1;2;1;1;2;1;0;0;0;0;0;0
2020-09-12 00:45:00;0;8;0;7;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 01:00:00;0;7;0;7;2;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-09-12 01:15:00;0;8;0;4;3;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0
2020-09-12 01:30:00;0;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 01:45:00;0;7;0;4;4;1;0;1;0;1;3;0;2;3;0;0;0;0;0;0
2020-09-12 02:00:00;0;3;0;3;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-09-12 02:15:00;0;5;0;3;3;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0
2020-09-12 02:30:00;0;6;0;4;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-09-12 02:45:00;0;3;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 03:00:00;0;1;0;4;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-12 03:15:00;1;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 03:30:00;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 03:45:00;0;2;0;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-09-12 04:00:00;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 04:15:00;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 04:30:00;0;3;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 04:45:00;1;5;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 05:00:00;0;2;1;6;3;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0
2020-09-12 05:15:00;3;17;4;6;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-12 05:30:00;1;8;2;4;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
2020-09-12 05:45:00;2;6;4;8;7;0;0;0;3;0;2;5;0;2;0;0;0;0;0;0
2020-09-12 06:00:00;1;13;3;13;7;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-09-12 06:15:00;2;19;4;14;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 06:30:00;1;17;4;8;5;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-12 06:45:00;8;10;2;3;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-12 07:00:00;3;21;8;14;4;0;1;0;1;1;2;1;1;2;0;2;0;6;0;0
