DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-05-22 00:00:00;1;3;3;0;0;2;4;0;0;0;1;0;0;0;0;0;0;0
2020-05-22 00:15:00;2;6;5;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 00:30:00;5;3;2;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 00:45:00;1;8;2;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:00:00;1;1;2;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:15:00;1;4;2;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:30:00;2;1;1;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:45:00;3;2;1;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:00:00;0;2;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:15:00;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:30:00;2;3;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:45:00;1;2;1;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:00:00;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:15:00;0;1;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:30:00;1;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:45:00;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:00:00;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:15:00;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:30:00;2;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:45:00;2;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 05:00:00;1;4;2;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 05:15:00;5;2;0;0;0;2;0;0;1;2;1;0;0;0;0;0;0;0
2020-05-22 05:30:00;4;5;2;0;1;2;7;0;1;2;2;1;0;0;0;0;0;0
2020-05-22 05:45:00;12;7;3;0;0;2;13;0;1;1;0;0;0;0;0;0;0;0
2020-05-22 06:00:00;6;9;1;0;0;7;5;0;3;3;1;0;0;0;0;0;0;0
2020-05-22 06:15:00;15;17;6;0;0;8;19;0;2;2;1;0;0;0;0;0;0;0
2020-05-22 06:30:00;17;13;3;0;0;9;16;0;1;1;2;0;0;0;17;0;0;0
2020-05-22 06:45:00;5;4;1;0;1;6;7;0;2;1;1;0;0;0;0;0;0;0
2020-05-22 07:00:00;13;7;3;0;1;16;24;0;3;4;0;0;0;0;0;0;0;0
2020-05-22 07:15:00;11;11;5;0;0;15;26;1;7;6;2;0;0;0;5;0;0;0
2020-05-22 07:30:00;18;19;5;0;1;13;18;0;2;4;3;0;0;0;0;0;0;0
2020-05-22 07:45:00;23;15;2;0;2;16;26;2;5;4;3;1;0;0;0;0;0;0
2020-05-22 08:00:00;23;14;6;0;0;14;21;2;1;1;4;0;0;1;2;0;0;0
2020-05-22 08:15:00;15;17;13;0;0;15;23;3;4;3;0;0;0;0;20;0;0;0
2020-05-22 08:30:00;19;9;15;0;1;19;25;4;3;4;4;2;0;0;3;0;0;0
2020-05-22 08:45:00;16;15;13;0;1;27;31;1;0;1;0;0;0;0;9;0;1;0
2020-05-22 09:00:00;14;11;13;0;0;14;29;2;2;2;0;0;0;0;3;0;0;0
2020-05-22 09:15:00;20;15;12;0;0;24;30;3;2;2;1;0;0;0;24;0;0;0
2020-05-22 09:30:00;16;16;13;0;0;20;35;3;3;2;3;0;0;0;9;0;0;0
2020-05-22 09:45:00;22;14;10;0;0;25;26;1;3;4;2;2;0;0;12;0;0;0
2020-05-22 10:00:00;25;17;11;0;0;25;27;6;0;0;2;1;0;0;8;0;0;0
2020-05-22 10:15:00;24;23;9;0;1;22;26;4;2;5;3;6;0;0;4;0;0;0
2020-05-22 10:30:00;35;17;10;0;2;19;32;1;4;6;1;0;0;0;0;0;0;0
2020-05-22 10:45:00;21;20;12;0;0;23;33;1;0;1;4;2;0;0;9;0;0;0
2020-05-22 11:00:00;30;16;9;0;0;30;31;5;3;3;5;0;0;0;9;0;0;0
2020-05-22 11:15:00;31;21;21;0;0;23;34;2;1;1;0;0;0;0;2;0;0;0
2020-05-22 11:30:00;22;25;13;0;0;33;34;5;3;4;2;0;0;0;12;0;0;0
2020-05-22 11:45:00;24;22;21;0;0;18;23;4;1;1;2;0;0;0;7;0;0;0
2020-05-22 12:00:00;29;14;10;0;0;28;34;7;2;2;2;0;0;0;5;0;0;0
2020-05-22 12:15:00;35;27;12;0;0;17;42;4;2;2;1;0;0;0;93;0;0;0
2020-05-22 12:30:00;38;20;13;0;1;21;33;1;1;8;2;0;0;0;5;0;0;0
2020-05-22 12:45:00;27;32;19;0;2;19;31;4;1;1;2;28;0;0;3;0;0;0
2020-05-22 13:00:00;30;26;16;0;1;21;27;4;2;2;1;0;0;0;2;0;0;0
2020-05-22 13:15:00;37;27;16;0;5;20;26;2;3;3;3;0;0;0;0;0;0;0
2020-05-22 13:30:00;22;16;10;0;4;13;27;1;2;2;2;2;0;0;9;0;0;0
2020-05-22 13:45:00;30;18;30;0;3;18;30;0;2;2;0;11;0;0;6;0;0;0
2020-05-22 14:00:00;33;25;24;1;2;18;28;4;2;3;5;6;0;0;70;0;0;0
2020-05-22 14:15:00;19;30;20;0;0;26;41;3;3;3;2;0;0;0;22;0;0;0
2020-05-22 14:30:00;33;12;15;0;1;25;27;2;21;4;0;4;0;0;5;0;0;0
2020-05-22 14:45:00;23;14;10;0;1;22;26;2;1;1;2;2;1;0;0;0;0;0
2020-05-22 15:00:00;27;29;24;0;0;22;27;1;2;2;1;0;0;0;37;1;2;0
2020-05-22 15:15:00;25;34;21;0;2;22;28;2;4;5;1;0;0;0;5;0;0;0
2020-05-22 15:30:00;30;22;16;0;0;22;24;6;3;2;3;0;0;0;5;0;0;0
2020-05-22 15:45:00;21;25;13;2;1;13;27;1;2;2;4;0;0;0;36;0;0;0
2020-05-22 16:00:00;22;20;18;2;3;19;20;0;4;2;2;0;0;0;8;0;2;0
2020-05-22 16:15:00;20;22;18;0;0;16;24;1;2;1;2;0;0;0;24;7;0;1
2020-05-22 16:30:00;14;12;7;0;2;20;26;0;3;4;2;1;0;0;18;0;0;0
2020-05-22 16:45:00;21;24;20;0;0;21;31;2;3;3;3;5;0;0;1;0;0;0
2020-05-22 17:00:00;14;31;10;0;0;24;19;3;3;2;4;0;0;0;3;0;0;0
2020-05-22 17:15:00;18;18;19;0;0;21;31;3;3;3;4;0;0;0;4;0;0;0
2020-05-22 17:30:00;19;25;19;0;1;20;29;0;4;2;1;0;0;0;3;0;0;0
2020-05-22 17:45:00;21;20;10;0;1;26;24;0;4;3;1;0;0;0;0;0;0;0
2020-05-22 18:00:00;28;13;20;0;0;21;22;0;3;2;4;0;0;0;6;5;0;0
2020-05-22 18:15:00;23;18;11;0;1;22;15;0;2;2;1;0;0;0;0;0;0;0
2020-05-22 18:30:00;16;18;11;0;0;27;19;0;1;1;0;6;0;0;13;0;0;0
2020-05-22 18:45:00;18;12;6;0;0;20;25;1;3;2;3;2;0;0;0;0;0;0
2020-05-22 19:00:00;21;20;14;0;0;25;14;1;1;1;0;8;0;0;2;0;0;0
2020-05-22 19:15:00;10;15;13;0;0;18;19;1;3;3;1;0;0;0;1;0;0;0
2020-05-22 19:30:00;13;15;7;0;1;15;13;0;2;2;0;0;0;0;0;0;0;0
2020-05-22 19:45:00;6;14;12;0;0;10;15;1;2;1;1;6;0;0;0;0;0;0
2020-05-22 20:00:00;15;5;5;0;1;14;21;3;2;1;1;5;3;0;0;0;0;0
2020-05-22 20:15:00;10;10;10;0;1;14;6;0;2;1;1;0;0;0;0;0;0;0
2020-05-22 20:30:00;8;8;14;0;0;16;16;1;1;1;3;0;0;0;0;0;0;0
2020-05-22 20:45:00;14;12;8;0;0;9;10;0;2;2;0;0;0;0;0;0;0;0
2020-05-22 21:00:00;5;8;7;0;0;7;14;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 21:15:00;18;7;7;0;0;3;9;0;0;0;2;0;0;0;0;0;0;0
2020-05-22 21:30:00;7;8;4;0;1;7;6;2;0;0;0;0;0;0;0;0;0;0
2020-05-22 21:45:00;11;5;5;0;1;8;8;0;1;1;0;0;0;0;0;0;0;0
2020-05-22 22:00:00;3;11;8;0;1;5;7;1;0;0;1;0;0;0;0;0;0;0
2020-05-22 22:15:00;6;4;7;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 22:30:00;3;14;6;0;0;4;12;1;0;0;1;0;0;0;0;0;0;0
2020-05-22 22:45:00;1;4;3;0;0;4;4;0;1;1;0;0;0;0;0;0;0;0
2020-05-22 23:00:00;9;5;3;0;0;4;4;1;0;0;0;0;0;0;0;0;0;0
2020-05-22 23:15:00;5;2;3;0;0;5;4;0;0;0;1;0;0;0;0;0;0;0
2020-05-22 23:30:00;6;11;6;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 23:45:00;3;11;6;0;0;4;6;0;1;2;0;0;0;0;0;0;0;0
