DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-01-20 00:00:00;10;5;3;3;4;7;9;2;8;0;0;0
2020-01-20 00:15:00;12;5;2;2;10;12;13;9;10;0;0;0
2020-01-20 00:30:00;17;8;2;5;11;15;18;10;13;0;0;0
2020-01-20 00:45:00;9;6;1;2;5;9;9;8;5;0;0;0
2020-01-20 01:00:00;5;3;2;1;9;8;5;11;10;0;0;0
2020-01-20 01:15:00;9;3;1;1;2;2;8;2;2;0;0;0
2020-01-20 01:30:00;6;4;1;2;6;9;7;4;9;1;0;0
2020-01-20 01:45:00;12;7;1;0;2;10;10;5;6;0;0;0
2020-01-20 02:00:00;10;5;0;0;4;3;11;2;3;0;0;0
2020-01-20 02:15:00;13;7;0;1;2;7;11;2;6;0;0;0
2020-01-20 02:30:00;7;6;0;0;3;6;9;4;4;0;0;0
2020-01-20 02:45:00;3;3;0;0;1;7;4;1;5;0;0;0
2020-01-20 03:00:00;10;6;0;0;3;3;10;4;3;0;0;0
2020-01-20 03:15:00;4;4;2;1;5;8;5;6;6;0;0;0
2020-01-20 03:30:00;13;7;1;2;6;9;13;8;7;1;0;0
2020-01-20 03:45:00;15;4;0;1;3;9;15;5;7;0;0;0
2020-01-20 04:00:00;17;11;0;0;4;8;16;6;6;1;0;0
2020-01-20 04:15:00;19;8;0;0;10;13;20;0;0;0;0;1
2020-01-20 04:30:00;28;13;1;0;18;15;29;0;0;0;0;1
2020-01-20 04:45:00;34;14;4;2;29;35;29;0;0;0;0;2
2020-01-20 05:00:00;57;17;0;3;38;40;49;16;17;5;0;2
2020-01-20 05:15:00;63;21;3;2;56;82;59;12;15;2;0;3
2020-01-20 05:30:00;107;29;12;7;52;87;91;10;6;2;1;4
2020-01-20 05:45:00;111;40;2;7;46;79;109;17;16;1;0;6
2020-01-20 06:00:00;101;35;2;10;47;70;99;30;22;5;0;5
2020-01-20 06:15:00;139;37;8;12;59;82;131;64;54;2;0;3
2020-01-20 06:30:00;193;31;9;17;56;121;202;43;29;5;0;10
2020-01-20 06:45:00;190;47;6;14;41;142;195;54;38;4;1;13
2020-01-20 07:00:00;174;32;14;19;52;74;168;30;38;4;0;17
2020-01-20 07:15:00;218;33;13;22;50;148;237;95;90;7;0;13
2020-01-20 07:30:00;232;56;22;25;56;173;273;122;164;3;0;36
2020-01-20 07:45:00;212;54;22;38;114;162;258;133;168;4;1;19
2020-01-20 08:00:00;211;49;18;22;153;206;236;130;183;8;0;17
2020-01-20 08:15:00;166;45;18;25;140;172;198;126;164;1;3;6
2020-01-20 08:30:00;219;55;21;27;88;118;242;115;154;2;1;7
2020-01-20 08:45:00;184;42;25;23;93;121;211;129;164;4;3;8
