DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-06-05 00:00:00;0;7;5;0;4;10;0;6;2;1;3;0;3
2020-06-05 00:15:00;0;5;3;3;5;12;3;4;3;2;9;8;5
2020-06-05 00:30:00;0;2;1;0;2;5;2;4;1;1;4;7;3
2020-06-05 00:45:00;0;1;1;0;2;0;0;2;1;1;5;4;1
2020-06-05 01:00:00;0;2;0;0;1;5;1;3;0;0;3;3;1
2020-06-05 01:15:00;0;4;2;1;2;4;1;2;1;2;3;2;1
2020-06-05 01:30:00;0;2;1;0;3;8;0;2;2;1;2;1;1
2020-06-05 01:45:00;0;5;2;0;2;4;1;8;0;0;6;8;3
2020-06-05 02:00:00;0;1;0;0;2;6;1;1;1;1;4;2;2
2020-06-05 02:15:00;0;4;2;1;2;0;0;1;0;0;6;2;0
2020-06-05 02:30:00;0;3;0;0;1;3;0;4;1;0;2;4;0
2020-06-05 02:45:00;0;3;2;1;1;4;0;3;3;0;2;1;0
2020-06-05 03:00:00;0;2;1;0;3;7;1;3;0;1;2;1;0
2020-06-05 03:15:00;0;1;0;0;0;4;1;3;1;0;0;0;2
2020-06-05 03:30:00;0;1;1;0;1;3;3;6;2;0;1;3;3
2020-06-05 03:45:00;0;2;2;1;3;4;1;4;0;0;3;1;1
2020-06-05 04:00:00;0;2;1;0;0;1;0;1;1;1;2;3;4
2020-06-05 04:15:00;0;5;5;1;8;10;1;5;0;0;11;6;5
2020-06-05 04:30:00;0;4;3;0;1;13;5;7;5;1;14;7;4
2020-06-05 04:45:00;0;6;4;0;1;10;4;14;4;0;23;13;5
2020-06-05 05:00:00;0;13;9;2;9;18;7;30;12;5;51;72;21
2020-06-05 05:15:00;0;9;9;1;11;21;8;45;30;2;72;85;19
2020-06-05 05:30:00;0;23;15;0;17;47;12;54;36;1;57;71;25
2020-06-05 05:45:00;0;21;21;0;33;79;17;40;38;2;51;44;21
2020-06-05 06:00:00;0;22;19;4;32;70;25;41;25;4;40;41;20
2020-06-05 06:15:00;0;35;23;1;29;57;16;60;46;5;49;55;18
2020-06-05 06:30:00;0;26;24;1;23;45;21;77;63;0;63;66;31
2020-06-05 06:45:00;0;29;22;2;27;54;16;68;70;4;57;68;37
2020-06-05 07:00:00;0;33;28;5;22;44;17;66;52;6;41;37;22
2020-06-05 07:15:00;0;31;25;5;32;52;14;55;56;5;59;52;36
2020-06-05 07:30:00;0;33;29;6;33;57;17;68;70;7;55;68;43
2020-06-05 07:45:00;0;35;27;3;34;53;25;69;57;12;39;43;34
2020-06-05 08:00:00;0;33;38;7;33;51;11;69;66;6;53;54;36
2020-06-05 08:15:00;0;39;28;4;39;42;18;54;59;6;51;51;28
2020-06-05 08:30:00;0;46;30;10;39;58;28;70;57;6;61;48;40
2020-06-05 08:45:00;0;47;33;4;40;57;22;54;41;10;54;41;41
2020-06-05 09:00:00;0;31;34;4;31;46;13;51;35;4;41;41;37
2020-06-05 09:15:00;0;44;33;10;35;49;12;56;37;9;55;37;33
2020-06-05 09:30:00;0;44;39;8;40;45;20;58;39;13;41;44;31
2020-06-05 09:45:00;0;52;46;10;42;58;21;46;33;7;63;51;41
2020-06-05 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-05 10:15:00;0;47;42;12;43;69;17;59;43;8;66;54;38
2020-06-05 10:30:00;0;52;30;7;40;61;24;64;48;10;73;59;38
2020-06-05 10:45:00;0;53;42;9;45;63;11;64;33;16;71;58;48
2020-06-05 11:00:00;0;51;39;10;48;50;18;70;44;14;56;47;38
