DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-08-27 00:00:00;7;0;4;5;11;1;5;6;0;0;0;0;0;0;0
2020-08-27 00:15:00;14;2;4;6;11;2;5;7;0;0;0;0;0;0;0
2020-08-27 00:30:00;14;0;5;9;8;1;3;8;0;0;0;0;0;0;0
2020-08-27 00:45:00;8;2;3;6;8;2;4;8;0;0;0;0;0;0;0
2020-08-27 01:00:00;2;0;2;2;5;0;2;3;0;0;0;0;0;0;0
2020-08-27 01:15:00;6;1;6;2;3;0;2;5;0;0;0;0;0;0;0
2020-08-27 01:30:00;2;2;6;2;1;0;2;8;0;0;0;0;0;0;0
2020-08-27 01:45:00;3;0;4;4;7;1;2;7;0;0;0;0;0;0;0
2020-08-27 02:00:00;3;1;1;2;2;1;1;3;0;0;0;0;0;0;0
2020-08-27 02:15:00;3;1;4;3;4;0;1;5;0;0;0;0;0;0;0
2020-08-27 02:30:00;3;0;4;3;6;3;0;4;0;0;0;0;0;0;0
2020-08-27 02:45:00;2;0;3;2;5;0;1;4;0;0;0;0;0;0;0
2020-08-27 03:00:00;2;0;2;5;2;0;0;4;0;0;0;0;0;0;0
2020-08-27 03:15:00;2;0;3;5;5;2;1;6;0;0;0;0;0;0;0
2020-08-27 03:30:00;2;1;1;7;4;0;0;5;0;0;0;0;0;0;0
2020-08-27 03:45:00;2;3;5;0;3;1;1;7;0;0;0;0;0;0;0
2020-08-27 04:00:00;2;0;1;5;7;2;3;7;0;0;0;0;0;0;0
2020-08-27 04:15:00;7;1;2;5;3;0;5;8;0;0;0;0;0;0;0
2020-08-27 04:30:00;16;3;6;3;5;1;3;8;0;0;0;0;0;0;0
2020-08-27 04:45:00;16;5;3;4;5;0;5;10;0;0;0;0;0;0;0
2020-08-27 05:00:00;23;4;5;5;17;0;5;10;0;1;0;1;0;0;0
2020-08-27 05:15:00;37;9;5;11;16;0;6;22;0;0;0;0;0;0;0
2020-08-27 05:30:00;62;13;23;22;14;2;21;31;0;0;0;0;0;0;0
2020-08-27 05:45:00;58;19;21;41;22;3;23;29;0;1;0;0;0;0;0
2020-08-27 06:00:00;59;16;17;40;35;2;16;27;0;0;0;0;0;0;0
2020-08-27 06:15:00;80;14;26;44;31;4;20;32;0;0;0;0;0;0;0
2020-08-27 06:30:00;108;21;24;58;35;0;28;38;0;0;0;0;0;0;0
2020-08-27 06:45:00;112;25;21;79;43;4;47;53;0;0;2;0;0;1;0
2020-08-27 07:00:00;116;24;36;44;39;6;45;36;0;0;1;0;0;0;0
2020-08-27 07:15:00;139;24;51;40;36;6;38;42;0;0;0;0;0;0;0
2020-08-27 07:30:00;138;23;37;42;47;8;36;33;0;0;0;0;0;0;0
2020-08-27 07:45:00;124;18;37;45;39;3;43;33;0;2;1;3;5;1;0
2020-08-27 08:00:00;121;16;41;44;46;9;35;36;0;0;1;0;0;0;0
2020-08-27 08:15:00;101;10;34;43;41;5;45;38;0;0;3;3;0;0;0
2020-08-27 08:30:00;111;13;44;15;67;11;45;40;0;0;0;0;0;0;0
2020-08-27 08:45:00;135;8;50;41;62;4;41;46;0;1;0;1;0;0;0
2020-08-27 09:00:00;98;14;50;43;43;7;41;43;0;0;4;0;0;0;0
2020-08-27 09:15:00;75;10;39;48;60;7;49;36;0;0;1;0;0;0;0
2020-08-27 09:30:00;121;9;43;59;60;6;59;49;0;4;0;0;0;0;0
2020-08-27 09:45:00;127;16;45;62;69;6;51;67;0;0;2;0;0;4;0
2020-08-27 10:00:00;105;5;45;59;69;12;57;59;0;3;1;1;0;4;0
2020-08-27 10:15:00;124;14;42;66;66;13;46;42;0;1;0;0;0;0;0
2020-08-27 10:30:00;117;4;43;84;87;11;49;49;0;7;0;0;0;0;0
2020-08-27 10:45:00;129;8;53;74;78;10;32;44;0;1;1;0;0;0;0
2020-08-27 11:00:00;92;12;44;82;88;18;40;50;0;1;0;0;0;0;0
2020-08-27 11:15:00;121;10;49;78;98;14;44;53;0;0;0;0;9;10;0
2020-08-27 11:30:00;104;12;38;88;103;13;59;50;0;5;0;1;0;0;0
2020-08-27 11:45:00;98;6;55;104;91;13;63;60;0;18;2;0;0;1;0
2020-08-27 12:00:00;102;6;52;72;87;12;54;63;0;6;2;0;0;1;0
2020-08-27 12:15:00;98;7;44;90;106;12;44;32;0;3;2;0;0;2;0
2020-08-27 12:30:00;91;11;45;81;102;3;40;68;0;0;2;0;0;0;0
2020-08-27 12:45:00;102;10;42;69;104;14;57;45;0;0;0;0;0;0;0
2020-08-27 13:00:00;102;7;38;92;88;11;65;49;0;0;2;0;1;0;0
2020-08-27 13:15:00;87;11;37;75;106;18;54;42;0;1;1;0;1;0;0
2020-08-27 13:30:00;109;10;51;70;101;5;39;49;0;0;0;0;0;1;0
2020-08-27 13:45:00;123;4;37;69;111;8;55;44;0;1;0;0;0;0;0
2020-08-27 14:00:00;99;7;50;68;85;10;52;62;0;4;1;0;0;9;0
2020-08-27 14:15:00;120;14;49;82;124;14;63;49;0;0;3;0;1;0;0
2020-08-27 14:30:00;107;8;59;74;109;9;66;57;0;1;3;0;0;0;0
2020-08-27 14:45:00;105;9;56;60;96;16;56;54;0;0;0;4;1;0;0
2020-08-27 15:00:00;111;9;53;81;135;5;39;47;0;1;2;0;0;0;0
2020-08-27 15:15:00;106;7;60;79;116;10;58;41;0;2;0;11;2;0;0
2020-08-27 15:30:00;108;6;66;80;110;8;52;80;0;0;0;0;0;0;0
2020-08-27 15:45:00;90;3;52;88;118;10;65;51;0;0;0;0;0;0;0
2020-08-27 16:00:00;124;5;64;83;129;15;74;61;0;0;1;0;0;0;0
2020-08-27 16:15:00;110;5;62;87;132;13;71;49;0;2;2;0;0;0;0
2020-08-27 16:30:00;99;8;65;85;127;6;71;60;0;1;0;2;2;0;0
2020-08-27 16:45:00;115;5;64;89;138;14;60;50;0;3;0;0;0;0;3
2020-08-27 17:00:00;110;8;62;74;137;12;68;47;0;0;1;0;0;0;1
2020-08-27 17:15:00;89;4;58;76;125;12;55;62;0;1;2;0;0;0;0
2020-08-27 17:30:00;76;9;50;86;147;7;46;61;0;1;1;0;0;0;0
2020-08-27 17:45:00;109;6;59;75;134;9;55;57;0;0;1;0;0;0;0
2020-08-27 18:00:00;119;6;41;79;128;13;46;47;0;0;0;0;0;0;0
2020-08-27 18:15:00;109;7;45;68;127;8;44;49;0;0;3;0;0;0;0
2020-08-27 18:30:00;93;3;29;62;100;13;48;37;0;0;0;0;0;0;0
2020-08-27 18:45:00;89;5;32;60;105;8;33;38;0;0;1;0;3;0;0
2020-08-27 19:00:00;84;4;25;46;90;14;40;35;0;0;0;0;0;0;0
2020-08-27 19:15:00;79;4;27;54;76;11;34;30;0;0;0;0;0;0;0
2020-08-27 19:30:00;73;3;25;62;88;7;35;40;0;1;13;0;0;9;0
2020-08-27 19:45:00;69;3;23;56;91;4;32;26;0;0;0;0;0;0;0
2020-08-27 20:00:00;63;0;23;64;90;10;22;35;0;0;3;0;0;4;0
2020-08-27 20:15:00;40;2;16;33;69;3;30;36;0;0;0;0;0;0;0
2020-08-27 20:30:00;70;0;19;22;62;2;21;23;0;0;0;0;0;0;0
2020-08-27 20:45:00;48;2;13;20;55;7;16;24;0;0;1;0;0;0;0
2020-08-27 21:00:00;54;3;14;22;48;7;23;26;0;0;0;0;0;0;0
2020-08-27 21:15:00;52;6;18;27;45;5;21;27;0;0;0;0;0;0;0
2020-08-27 21:30:00;44;4;14;25;47;5;17;22;0;0;0;0;0;0;0
2020-08-27 21:45:00;29;5;17;23;48;5;21;25;0;1;2;0;0;2;0
2020-08-27 22:00:00;32;3;19;14;53;5;15;22;0;3;1;0;0;3;0
2020-08-27 22:15:00;29;2;11;15;54;1;17;20;0;0;1;0;0;1;0
