DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-10-24 00:00:00;16;16;0;0;0;0;0
2019-10-24 00:15:00;23;16;0;0;0;0;0
2019-10-24 00:30:00;16;12;1;1;0;0;0
2019-10-24 00:45:00;16;12;0;0;0;0;0
2019-10-24 01:00:00;7;6;0;0;0;0;0
2019-10-24 01:15:00;18;5;0;0;0;0;0
2019-10-24 01:30:00;4;9;0;0;0;0;0
2019-10-24 01:45:00;7;11;0;0;0;0;0
2019-10-24 02:00:00;5;9;0;0;0;0;0
2019-10-24 02:15:00;4;6;0;0;0;0;0
2019-10-24 02:30:00;6;5;0;0;0;0;0
2019-10-24 02:45:00;8;8;0;0;0;0;0
2019-10-24 03:00:00;4;6;0;0;0;0;0
2019-10-24 03:15:00;5;5;0;0;0;0;0
2019-10-24 03:30:00;8;5;0;0;0;0;0
2019-10-24 03:45:00;5;6;0;0;0;0;0
2019-10-24 04:00:00;6;7;0;0;0;0;0
2019-10-24 04:15:00;8;15;0;0;0;0;0
2019-10-24 04:30:00;15;11;0;0;0;0;0
2019-10-24 04:45:00;12;21;0;0;0;0;0
2019-10-24 05:00:00;42;35;1;1;0;0;0
2019-10-24 05:15:00;66;39;4;4;0;0;0
2019-10-24 05:30:00;80;49;1;1;0;0;0
2019-10-24 05:45:00;129;81;2;2;0;0;0
2019-10-24 06:00:00;84;83;5;5;0;0;0
2019-10-24 06:15:00;135;136;4;4;0;0;0
2019-10-24 06:30:00;170;131;7;7;3;0;0
2019-10-24 06:45:00;214;131;3;3;1;0;0
2019-10-24 07:00:00;205;187;8;8;0;0;0
2019-10-24 07:15:00;238;196;13;13;52;0;0
2019-10-24 07:30:00;201;230;13;13;24;0;0
2019-10-24 07:45:00;265;228;18;18;14;0;0
2019-10-24 08:00:00;192;179;7;7;3;0;0
2019-10-24 08:15:00;178;195;6;6;1;0;0
2019-10-24 08:30:00;213;177;5;5;5;0;0
2019-10-24 08:45:00;203;159;11;11;14;0;0
2019-10-24 09:00:00;197;163;5;5;7;0;0
2019-10-24 09:15:00;195;167;10;10;3;0;0
2019-10-24 09:30:00;176;155;7;7;0;0;0
2019-10-24 09:45:00;148;158;9;9;10;0;0
2019-10-24 10:00:00;184;169;14;14;4;0;0
2019-10-24 10:15:00;202;173;9;9;0;0;0
2019-10-24 10:30:00;215;189;10;10;6;0;0
2019-10-24 10:45:00;208;174;7;7;0;0;0
2019-10-24 11:00:00;211;202;10;10;1;0;0
2019-10-24 11:15:00;209;171;7;7;2;0;0
2019-10-24 11:30:00;193;160;10;10;10;0;0
2019-10-24 11:45:00;209;170;4;4;12;0;0
2019-10-24 12:00:00;203;163;12;12;1;0;0
2019-10-24 12:15:00;197;198;2;2;6;0;0
2019-10-24 12:30:00;208;194;12;12;5;0;0
2019-10-24 12:45:00;204;186;9;9;7;0;0
2019-10-24 13:00:00;213;174;9;9;18;0;0
2019-10-24 13:15:00;192;196;5;5;6;0;0
2019-10-24 13:30:00;185;184;8;8;18;0;0
2019-10-24 13:45:00;222;185;7;7;7;0;0
2019-10-24 14:00:00;208;173;7;7;3;0;0
2019-10-24 14:15:00;211;210;9;9;67;0;0
2019-10-24 14:30:00;209;207;9;9;2;0;0
2019-10-24 14:45:00;218;235;10;10;49;0;0
2019-10-24 15:00:00;213;204;14;14;8;0;0
2019-10-24 15:15:00;230;193;6;6;15;0;0
2019-10-24 15:30:00;232;233;9;9;159;0;0
2019-10-24 15:45:00;240;232;12;12;5;0;0
2019-10-24 16:00:00;248;227;10;10;25;0;0
2019-10-24 16:15:00;263;233;10;10;90;0;0
2019-10-24 16:30:00;217;252;7;7;22;0;0
2019-10-24 16:45:00;248;223;10;10;10;0;0
2019-10-24 17:00:00;224;272;7;7;1;0;0
2019-10-24 17:15:00;260;217;14;14;1;0;0
2019-10-24 17:30:00;254;213;13;13;24;0;0
2019-10-24 17:45:00;256;241;6;6;9;0;0
2019-10-24 18:00:00;253;208;12;12;7;0;0
2019-10-24 18:15:00;230;217;15;15;6;0;0
2019-10-24 18:30:00;220;206;13;13;5;0;0
2019-10-24 18:45:00;170;225;13;13;3;0;0
2019-10-24 19:00:00;178;218;9;9;1;0;0
2019-10-24 19:15:00;194;183;12;12;2;0;0
2019-10-24 19:30:00;169;166;10;10;0;0;0
2019-10-24 19:45:00;125;171;8;8;8;0;0
2019-10-24 20:00:00;126;179;2;2;0;0;0
2019-10-24 20:15:00;103;127;7;7;12;0;0
2019-10-24 20:30:00;106;111;1;1;0;0;0
2019-10-24 20:45:00;100;75;8;8;0;0;0
2019-10-24 21:00:00;125;90;2;2;0;0;0
2019-10-24 21:15:00;95;76;7;7;0;0;0
2019-10-24 21:30:00;108;84;2;2;0;0;0
2019-10-24 21:45:00;69;74;2;2;0;0;0
2019-10-24 22:00:00;88;111;3;3;0;0;0
2019-10-24 22:15:00;86;68;4;4;0;0;0
2019-10-24 22:30:00;77;81;4;4;0;0;0
2019-10-24 22:45:00;52;70;6;6;0;0;0
2019-10-24 23:00:00;53;50;11;11;0;0;0
2019-10-24 23:15:00;29;32;1;1;0;0;0
2019-10-24 23:30:00;31;32;0;0;0;0;0
2019-10-24 23:45:00;21;18;2;2;0;0;0
