DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-02-09 00:00:00;14;9;2;1;1;14;16;12;16;4;0;0
2020-02-09 00:15:00;21;11;2;1;5;12;18;11;19;3;0;0
2020-02-09 00:30:00;24;6;1;2;5;18;12;8;24;3;0;0
2020-02-09 00:45:00;17;7;1;1;3;13;17;12;21;3;0;0
2020-02-09 01:00:00;14;9;3;1;3;21;15;6;19;2;0;0
2020-02-09 01:15:00;15;11;1;0;2;10;13;13;17;11;0;0
2020-02-09 01:30:00;10;5;0;2;2;7;9;9;14;5;0;0
2020-02-09 01:45:00;14;14;1;1;4;18;14;6;19;9;0;0
2020-02-09 02:00:00;9;6;0;0;1;11;8;4;20;5;0;0
2020-02-09 02:15:00;11;7;3;3;6;8;8;9;18;5;0;0
2020-02-09 02:30:00;8;3;1;1;2;2;10;8;10;2;0;0
2020-02-09 02:45:00;10;5;3;4;6;10;12;10;19;4;0;0
2020-02-09 03:00:00;7;5;0;2;2;9;5;5;13;4;0;0
2020-02-09 03:15:00;10;7;1;1;2;4;9;8;10;8;0;0
2020-02-09 03:30:00;7;8;0;1;2;5;6;6;10;5;0;0
2020-02-09 03:45:00;5;3;1;2;2;8;11;7;13;5;0;0
2020-02-09 04:00:00;7;5;1;0;0;6;10;7;11;3;0;0
2020-02-09 04:15:00;10;5;0;1;2;7;15;11;16;10;0;0
2020-02-09 04:30:00;6;5;0;2;2;7;12;7;11;4;0;0
2020-02-09 04:45:00;12;4;1;0;1;6;22;15;6;5;0;0
2020-02-09 05:00:00;11;6;0;4;6;6;9;7;13;8;0;0
2020-02-09 05:15:00;16;10;0;1;1;13;8;6;9;5;0;0
2020-02-09 05:30:00;12;7;1;1;2;11;15;6;7;3;0;0
2020-02-09 05:45:00;11;6;1;2;6;18;18;8;13;5;0;0
2020-02-09 06:00:00;13;5;0;1;2;8;8;6;13;5;0;0
2020-02-09 06:15:00;11;7;0;1;3;17;6;5;5;5;0;0
2020-02-09 06:30:00;13;3;0;1;1;8;11;7;7;2;0;0
2020-02-09 06:45:00;14;5;1;1;0;11;11;6;9;1;0;0
2020-02-09 07:00:00;15;7;1;0;2;6;11;6;1;3;0;0
2020-02-09 07:15:00;14;7;0;0;2;13;15;10;8;7;0;0
2020-02-09 07:30:00;7;4;1;3;6;12;18;14;9;6;0;0
2020-02-09 07:45:00;18;7;4;2;7;16;21;13;15;7;0;0
2020-02-09 08:00:00;18;7;2;3;4;11;19;13;18;4;0;0
2020-02-09 08:15:00;39;18;0;1;5;11;17;15;16;6;0;0
2020-02-09 08:30:00;23;10;2;2;10;28;22;18;22;9;0;0
2020-02-09 08:45:00;41;23;1;8;14;31;40;30;39;9;0;0
2020-02-09 09:00:00;40;12;5;5;11;21;35;25;26;6;2;5
2020-02-09 09:15:00;39;17;1;7;9;37;35;24;34;8;2;0
2020-02-09 09:30:00;43;22;5;7;13;42;27;21;24;5;3;4
2020-02-09 09:45:00;58;20;1;8;13;44;57;38;40;11;1;8
2020-02-09 10:00:00;42;27;1;12;15;37;39;36;39;11;4;7
2020-02-09 10:15:00;45;18;4;13;18;39;42;30;49;14;3;2
2020-02-09 10:30:00;53;32;1;5;6;48;49;32;56;9;9;1
2020-02-09 10:45:00;52;22;5;9;16;43;47;39;38;13;2;4
2020-02-09 11:00:00;53;30;3;13;19;43;45;33;54;13;3;1
2020-02-09 11:15:00;58;24;2;12;13;58;54;43;42;16;2;74
2020-02-09 11:30:00;56;24;6;8;17;61;72;37;51;10;3;1
2020-02-09 11:45:00;62;38;3;16;20;64;67;51;42;13;7;6
2020-02-09 12:00:00;52;39;4;7;9;57;56;42;55;5;1;12
2020-02-09 12:15:00;76;36;4;11;17;57;48;36;58;11;1;6
2020-02-09 12:30:00;46;27;3;3;10;44;60;45;52;9;9;4
2020-02-09 12:45:00;51;21;3;11;14;60;48;43;48;13;2;0
2020-02-09 13:00:00;61;37;4;10;13;61;68;50;52;11;0;0
2020-02-09 13:15:00;61;27;3;13;12;44;58;44;65;9;6;10
2020-02-09 13:30:00;54;32;4;8;13;58;55;37;54;12;3;9
2020-02-09 13:45:00;55;26;4;9;19;62;78;57;46;10;4;34
2020-02-09 14:00:00;54;27;3;11;15;54;61;53;53;13;20;26
2020-02-09 14:15:00;60;36;9;15;19;63;58;53;55;10;12;19
2020-02-09 14:30:00;62;34;7;10;16;66;63;41;49;14;1;7
2020-02-09 14:45:00;50;33;7;15;20;67;84;51;47;13;2;0
2020-02-09 15:00:00;47;42;11;13;23;60;68;62;63;10;3;12
2020-02-09 15:15:00;50;31;5;11;17;53;65;53;52;13;1;9
2020-02-09 15:30:00;45;26;7;11;19;51;52;45;50;12;3;45
2020-02-09 15:45:00;59;25;8;12;21;46;52;48;64;11;3;4
2020-02-09 16:00:00;58;30;1;17;23;62;57;49;44;10;2;21
2020-02-09 16:15:00;64;33;4;11;10;41;70;57;58;14;2;10
2020-02-09 16:30:00;58;32;12;9;21;40;60;50;58;13;4;30
2020-02-09 16:45:00;54;35;4;14;22;69;77;57;67;16;3;3
2020-02-09 17:00:00;63;27;5;11;18;44;58;49;54;15;2;13
2020-02-09 17:15:00;45;34;4;11;17;58;65;40;51;12;11;0
2020-02-09 17:30:00;44;37;2;9;24;61;63;60;54;10;3;23
2020-02-09 17:45:00;67;28;8;12;20;43;62;56;59;9;3;17
2020-02-09 18:00:00;60;31;3;7;10;59;62;60;39;15;1;2
2020-02-09 18:15:00;46;29;3;8;14;52;51;51;38;12;5;9
