DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-08-18 00:00:00;15;8;4;1;5;4;0;3
2019-08-18 00:15:00;15;6;2;1;9;7;0;8
2019-08-18 00:30:00;9;5;6;4;4;2;0;4
2019-08-18 00:45:00;12;5;2;2;5;7;0;3
2019-08-18 01:00:00;4;4;8;6;6;5;0;4
2019-08-18 01:15:00;6;3;2;6;7;9;0;9
2019-08-18 01:30:00;3;4;4;3;7;7;0;4
2019-08-18 01:45:00;7;4;2;4;7;8;0;2
2019-08-18 02:00:00;6;3;1;5;5;7;0;4
2019-08-18 02:15:00;2;1;2;3;4;4;0;4
2019-08-18 02:30:00;5;5;2;3;3;3;0;4
2019-08-18 02:45:00;6;4;0;6;4;5;0;7
2019-08-18 03:00:00;8;4;0;4;7;3;0;4
2019-08-18 03:15:00;4;8;3;2;3;11;0;8
2019-08-18 03:30:00;4;2;2;0;1;1;0;2
2019-08-18 03:45:00;5;5;0;3;0;5;0;2
2019-08-18 04:00:00;1;3;4;2;1;1;0;1
2019-08-18 04:15:00;4;6;2;3;3;1;0;1
2019-08-18 04:30:00;3;2;1;3;4;3;0;0
2019-08-18 04:45:00;2;1;0;3;2;2;0;1
2019-08-18 05:00:00;4;6;5;4;4;1;0;4
2019-08-18 05:15:00;4;3;1;2;1;0;0;1
2019-08-18 05:30:00;7;0;0;0;2;1;0;3
2019-08-18 05:45:00;6;8;3;2;1;2;0;3
2019-08-18 06:00:00;4;4;1;1;2;4;0;1
2019-08-18 06:15:00;4;2;1;3;3;2;0;5
2019-08-18 06:30:00;7;4;4;1;4;0;0;2
2019-08-18 06:45:00;6;3;4;0;1;4;0;2
2019-08-18 07:00:00;5;3;3;1;1;1;0;1
2019-08-18 07:15:00;10;7;1;2;2;0;0;2
2019-08-18 07:30:00;6;4;1;7;4;3;0;0
2019-08-18 07:45:00;19;9;2;2;2;2;0;6
2019-08-18 08:00:00;9;6;2;4;6;3;0;3
2019-08-18 08:15:00;8;6;2;8;5;6;0;9
2019-08-18 08:30:00;14;12;10;13;4;1;0;6
2019-08-18 08:45:00;15;10;6;9;7;7;0;5
2019-08-18 09:00:00;20;15;17;8;7;3;0;5
2019-08-18 09:15:00;18;15;8;12;5;5;0;12
2019-08-18 09:30:00;26;12;9;13;8;3;0;9
2019-08-18 09:45:00;14;14;17;13;18;6;0;11
2019-08-18 10:00:00;20;23;11;19;26;9;0;17
2019-08-18 10:15:00;18;20;22;20;13;5;0;7
2019-08-18 10:30:00;25;19;21;14;9;10;0;14
2019-08-18 10:45:00;29;18;14;17;14;8;0;18
2019-08-18 11:00:00;30;19;11;26;13;16;0;19
2019-08-18 11:15:00;34;21;12;17;10;9;0;21
2019-08-18 11:30:00;24;20;13;19;11;15;0;18
2019-08-18 11:45:00;33;19;17;21;9;12;0;9
2019-08-18 12:00:00;23;26;18;22;15;19;0;23
2019-08-18 12:15:00;25;16;13;14;16;9;0;15
2019-08-18 12:30:00;24;11;11;12;21;11;0;9
2019-08-18 12:45:00;21;21;12;23;8;14;0;14
2019-08-18 13:00:00;26;17;17;28;17;7;0;21
2019-08-18 13:15:00;24;23;7;22;24;16;0;20
2019-08-18 13:30:00;28;16;13;10;18;8;0;27
2019-08-18 13:45:00;28;22;15;14;13;5;0;17
2019-08-18 14:00:00;30;21;18;29;29;21;0;24
2019-08-18 14:15:00;38;28;14;30;65;8;0;14
2019-08-18 14:30:00;23;12;11;24;10;19;0;15
2019-08-18 14:45:00;31;15;15;15;9;6;0;22
2019-08-18 15:00:00;28;32;10;22;51;12;0;23
2019-08-18 15:15:00;20;18;13;20;15;13;0;16
2019-08-18 15:30:00;32;16;15;24;14;7;0;16
2019-08-18 15:45:00;27;15;15;15;13;9;0;17
2019-08-18 16:00:00;29;13;22;14;11;8;0;15
2019-08-18 16:15:00;28;16;11;23;35;15;0;14
2019-08-18 16:30:00;26;14;11;24;57;13;0;13
2019-08-18 16:45:00;32;20;12;26;16;11;0;26
2019-08-18 17:00:00;28;24;19;16;14;7;0;26
2019-08-18 17:15:00;32;29;20;18;12;12;0;17
2019-08-18 17:30:00;32;13;31;16;22;11;0;19
2019-08-18 17:45:00;25;21;22;25;13;17;0;24
2019-08-18 18:00:00;31;20;17;18;14;12;0;26
2019-08-18 18:15:00;31;24;21;16;15;14;0;13
2019-08-18 18:30:00;33;15;13;18;12;9;0;22
2019-08-18 18:45:00;45;21;16;23;23;22;0;29
2019-08-18 19:00:00;28;25;14;20;28;10;0;23
2019-08-18 19:15:00;28;20;22;23;24;13;0;23
2019-08-18 19:30:00;35;21;10;21;8;17;0;19
2019-08-18 19:45:00;29;19;25;16;19;15;0;17
2019-08-18 20:00:00;29;25;18;22;17;18;0;15
2019-08-18 20:15:00;30;20;11;24;18;11;0;13
2019-08-18 20:30:00;26;15;23;21;11;20;0;21
2019-08-18 20:45:00;24;16;23;8;6;14;0;11
2019-08-18 21:00:00;20;15;15;17;16;22;0;18
2019-08-18 21:15:00;23;9;6;13;9;17;0;12
2019-08-18 21:30:00;16;17;19;6;10;10;0;13
2019-08-18 21:45:00;14;10;15;14;11;12;0;7
2019-08-18 22:00:00;12;7;6;8;9;15;0;7
2019-08-18 22:15:00;13;9;7;4;11;10;0;18
2019-08-18 22:30:00;16;8;2;6;5;9;0;8
2019-08-18 22:45:00;15;8;6;12;8;8;0;5
2019-08-18 23:00:00;11;8;5;7;2;10;0;7
2019-08-18 23:15:00;7;3;3;5;7;3;0;5
2019-08-18 23:30:00;5;5;4;7;4;4;0;8
2019-08-18 23:45:00;5;5;7;10;5;1;0;1
