DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-06-18 00:00:00;0;2;0;7;5;0;4;6;5;2;0
2020-06-18 00:15:00;1;3;0;10;11;12;2;13;7;1;1
2020-06-18 00:30:00;3;3;2;6;3;16;2;5;6;2;2
2020-06-18 00:45:00;0;2;0;2;3;37;1;2;6;2;2
2020-06-18 01:00:00;0;2;0;5;4;0;2;10;5;0;0
2020-06-18 01:15:00;0;1;0;3;3;6;2;0;3;2;2
2020-06-18 01:30:00;0;2;0;0;1;1;1;5;2;1;1
2020-06-18 01:45:00;0;1;0;2;1;0;0;2;1;0;0
2020-06-18 02:00:00;0;0;0;3;2;1;1;1;1;1;1
2020-06-18 02:15:00;0;1;0;2;0;0;2;2;3;2;2
2020-06-18 02:30:00;0;1;0;5;1;0;1;0;3;1;1
2020-06-18 02:45:00;0;2;0;4;1;0;1;0;2;1;1
2020-06-18 03:00:00;0;0;0;7;4;1;1;4;1;0;0
2020-06-18 03:15:00;0;0;0;3;2;2;1;2;2;0;0
2020-06-18 03:30:00;0;1;0;4;0;0;2;0;0;0;0
2020-06-18 03:45:00;0;2;0;0;0;1;1;3;1;0;0
2020-06-18 04:00:00;1;1;0;5;6;3;0;0;0;1;1
2020-06-18 04:15:00;0;4;0;6;3;1;0;2;1;0;0
2020-06-18 04:30:00;0;3;0;4;1;1;1;6;7;2;2
2020-06-18 05:00:00;0;6;2;14;6;3;3;13;20;6;6
2020-06-18 05:15:00;1;11;1;20;13;7;6;31;21;3;2
2020-06-18 05:30:00;5;8;2;19;19;7;8;54;39;5;2
2020-06-18 05:45:00;4;20;3;47;33;10;8;69;75;14;9
2020-06-18 06:00:00;0;22;3;62;27;4;10;45;44;11;6
2020-06-18 06:15:00;3;33;6;67;33;8;19;77;75;17;11
2020-06-18 06:30:00;7;41;5;54;35;8;11;99;97;13;11
2020-06-18 06:45:00;12;40;7;64;48;16;17;114;121;32;23
2020-06-18 07:00:00;14;51;5;65;46;10;22;119;139;23;18
2020-06-18 07:15:00;13;60;21;82;45;7;34;133;169;32;29
