DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-02-29 00:00:00;18;1;2;20;0;10;0;0;0
2020-02-29 00:15:00;20;2;0;13;0;14;1;0;0
2020-02-29 00:30:00;12;4;2;13;0;12;1;0;0
2020-02-29 00:45:00;20;1;0;4;0;13;1;0;0
2020-02-29 01:00:00;7;0;0;9;0;12;1;0;0
2020-02-29 01:15:00;17;3;0;9;0;14;0;0;0
2020-02-29 01:30:00;13;3;0;10;0;12;1;0;0
2020-02-29 01:45:00;13;4;0;10;0;14;1;0;0
2020-02-29 02:00:00;10;1;1;6;0;12;1;0;0
2020-02-29 02:15:00;3;1;0;7;0;14;1;0;0
2020-02-29 02:30:00;7;0;0;1;0;12;0;0;0
2020-02-29 02:45:00;5;2;0;4;0;13;1;0;0
2020-02-29 03:00:00;9;3;1;4;0;12;1;0;0
2020-02-29 03:15:00;2;2;0;3;0;14;1;0;0
2020-02-29 03:30:00;1;1;0;1;0;12;1;0;0
2020-02-29 03:45:00;7;3;0;5;0;14;0;0;0
2020-02-29 04:00:00;7;1;0;4;0;12;1;0;0
2020-02-29 04:15:00;7;1;0;5;0;13;1;0;0
2020-02-29 04:30:00;10;0;0;5;0;12;1;0;0
2020-02-29 04:45:00;11;3;0;10;0;14;1;0;0
2020-02-29 05:00:00;6;0;2;20;0;9;0;0;0
2020-02-29 05:15:00;16;4;2;23;0;11;1;0;0
2020-02-29 05:30:00;23;12;1;66;0;9;0;0;0
2020-02-29 05:45:00;36;12;0;88;0;14;1;0;0
2020-02-29 06:00:00;27;7;1;32;0;12;1;0;0
2020-02-29 06:15:00;25;9;2;39;0;13;1;0;0
2020-02-29 06:30:00;19;5;0;27;0;12;1;0;0
2020-02-29 06:45:00;20;3;1;26;0;14;1;0;0
2020-02-29 07:00:00;11;2;3;17;0;12;0;0;0
2020-02-29 07:15:00;15;7;5;23;0;13;1;0;0
2020-02-29 07:30:00;23;7;3;43;0;13;1;0;0
2020-02-29 07:45:00;32;6;7;45;1;13;0;0;0
2020-02-29 08:00:00;23;7;3;51;0;13;1;0;0
2020-02-29 08:15:00;29;8;2;62;0;13;1;0;0
2020-02-29 08:30:00;22;9;2;52;5;9;0;0;0
2020-02-29 08:45:00;49;6;6;83;0;10;1;0;0
2020-02-29 09:00:00;42;10;4;77;4;10;1;0;0
2020-02-29 09:15:00;59;10;5;81;0;10;0;0;0
2020-02-29 09:30:00;66;8;10;91;0;10;1;0;0
2020-02-29 09:45:00;48;11;12;106;0;10;1;0;0
2020-02-29 10:00:00;71;13;12;106;3;10;0;0;0
2020-02-29 10:15:00;71;9;11;107;0;10;1;0;0
2020-02-29 10:30:00;63;13;13;107;1;10;0;0;0
2020-02-29 10:45:00;68;14;14;115;0;10;1;0;0
2020-02-29 11:00:00;64;10;21;99;0;10;1;0;0
2020-02-29 11:15:00;94;12;19;126;0;10;0;0;0
2020-02-29 11:30:00;97;11;14;92;0;10;1;0;0
2020-02-29 11:45:00;110;16;15;115;2;10;1;0;0
2020-02-29 12:00:00;84;9;16;124;0;10;0;0;0
2020-02-29 12:15:00;102;12;19;103;0;10;1;0;0
2020-02-29 12:30:00;76;8;17;99;0;9;0;0;0
2020-02-29 12:45:00;89;7;9;106;1;10;1;0;0
2020-02-29 13:00:00;100;14;22;115;0;10;1;0;0
2020-02-29 13:15:00;97;9;11;96;1;10;0;0;0
2020-02-29 13:30:00;96;10;14;95;1;10;1;0;0
2020-02-29 13:45:00;107;15;20;101;0;10;1;0;0
2020-02-29 14:00:00;100;6;11;92;3;10;0;0;0
2020-02-29 14:15:00;126;10;12;119;0;10;1;0;0
2020-02-29 14:30:00;98;10;21;125;0;10;0;0;0
2020-02-29 14:45:00;98;10;13;105;0;10;1;0;0
2020-02-29 15:00:00;109;11;18;98;0;10;1;0;0
2020-02-29 15:15:00;97;7;12;99;1;10;0;0;0
2020-02-29 15:30:00;95;6;11;89;0;10;1;0;0
2020-02-29 15:45:00;90;12;20;98;0;10;1;0;0
2020-02-29 16:00:00;84;7;12;93;0;10;0;0;0
2020-02-29 16:15:00;85;12;7;96;1;10;1;0;0
