DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-10-03 00:00:00;1;22;7;15;12;0;1;2;0;0;0;0;0
2019-10-03 00:15:00;1;14;11;20;7;0;0;2;0;0;0;0;0
2019-10-03 00:30:00;0;21;4;19;7;0;0;0;0;0;0;0;0
2019-10-03 00:45:00;2;22;7;13;6;0;0;0;0;0;0;0;0
2019-10-03 01:00:00;0;13;10;16;6;0;0;0;0;0;0;0;0
2019-10-03 01:15:00;0;10;7;17;4;1;0;0;0;0;0;0;0
2019-10-03 01:30:00;0;10;4;12;3;0;1;0;0;0;0;0;0
2019-10-03 01:45:00;0;18;4;8;5;0;0;0;0;0;0;0;0
2019-10-03 02:00:00;0;13;3;8;5;1;0;0;0;0;0;0;0
2019-10-03 02:15:00;0;7;2;7;5;0;0;0;0;0;0;0;0
2019-10-03 02:30:00;0;10;4;9;0;0;0;0;0;0;0;0;0
2019-10-03 02:45:00;0;17;3;6;3;0;1;1;0;0;0;0;0
2019-10-03 03:00:00;0;8;1;4;6;1;0;0;0;0;0;0;0
2019-10-03 03:15:00;0;5;2;6;3;0;0;0;0;0;0;0;0
2019-10-03 03:30:00;0;10;3;15;6;0;0;0;0;0;0;0;0
2019-10-03 03:45:00;0;6;2;14;0;0;0;0;0;0;0;0;0
2019-10-03 04:00:00;1;8;2;5;4;0;0;0;0;0;0;0;0
2019-10-03 04:15:00;1;10;6;5;3;0;0;0;0;0;0;0;0
2019-10-03 04:30:00;0;11;4;6;3;0;1;2;0;0;0;0;0
2019-10-03 04:45:00;0;9;3;10;2;0;1;1;0;0;0;0;0
2019-10-03 05:00:00;0;12;7;9;3;0;1;1;0;0;0;0;0
2019-10-03 05:15:00;0;20;2;12;3;0;0;0;0;0;0;0;0
2019-10-03 05:30:00;0;35;17;20;7;1;0;0;0;0;0;0;0
2019-10-03 05:45:00;1;75;35;16;5;0;0;0;0;0;0;0;0
2019-10-03 06:00:00;2;100;57;14;8;0;0;0;0;0;0;0;0
2019-10-03 06:15:00;1;71;28;18;8;0;1;1;0;0;0;0;0
2019-10-03 06:30:00;0;31;20;16;3;0;0;0;0;0;0;0;0
2019-10-03 06:45:00;0;21;16;12;8;0;0;0;0;0;0;0;0
2019-10-03 07:00:00;0;17;12;7;4;0;0;0;0;0;0;0;0
2019-10-03 07:15:00;0;26;7;11;7;1;0;0;0;0;0;0;0
2019-10-03 07:30:00;0;22;11;17;3;0;0;1;0;0;0;0;0
2019-10-03 07:45:00;1;28;13;14;3;0;0;0;0;0;0;0;0
2019-10-03 08:00:00;1;23;13;16;7;2;3;6;0;0;0;0;0
2019-10-03 08:15:00;1;26;16;11;6;0;0;0;0;0;0;0;0
2019-10-03 08:30:00;0;31;16;16;8;1;0;1;0;0;0;0;0
2019-10-03 08:45:00;0;31;9;15;13;1;1;2;0;0;0;0;0
2019-10-03 09:00:00;1;45;31;29;6;0;3;3;0;0;0;0;0
2019-10-03 09:15:00;1;40;27;31;14;1;1;1;0;0;0;0;0
2019-10-03 09:30:00;0;53;32;32;14;0;1;0;0;0;0;0;0
2019-10-03 09:45:00;1;40;29;36;18;1;2;2;0;0;0;0;0
2019-10-03 10:00:00;2;47;27;40;21;1;4;4;0;0;0;0;0
2019-10-03 10:15:00;2;57;37;47;19;1;0;3;0;0;0;0;0
2019-10-03 10:30:00;2;55;30;45;16;3;2;4;0;0;0;0;0
2019-10-03 10:45:00;3;64;40;57;27;2;1;6;0;0;0;0;0
2019-10-03 11:00:00;4;54;43;46;24;0;4;5;0;0;1;0;0
2019-10-03 11:15:00;1;60;36;46;30;2;2;4;0;0;0;0;0
2019-10-03 11:30:00;3;45;34;63;31;1;3;6;0;0;0;0;0
2019-10-03 11:45:00;3;46;29;57;26;3;3;2;0;0;0;0;0
2019-10-03 12:00:00;2;63;42;45;19;1;1;3;0;0;0;0;0
2019-10-03 12:15:00;0;41;36;62;28;2;3;4;0;0;0;0;0
2019-10-03 12:30:00;2;41;25;62;29;1;3;2;0;0;0;0;0
2019-10-03 12:45:00;1;64;38;60;33;0;0;2;0;0;0;0;0
2019-10-03 13:00:00;1;42;38;50;28;2;0;1;0;0;0;0;0
