DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2019-11-24 00:00:00;9;0;3;0;0;0;0;0;0
2019-11-24 00:15:00;3;1;1;0;0;0;0;0;0
2019-11-24 00:30:00;9;0;0;0;0;0;0;0;0
2019-11-24 00:45:00;12;0;0;0;0;0;0;0;0
2019-11-24 01:00:00;7;0;0;0;0;0;0;0;0
2019-11-24 01:15:00;11;0;1;0;0;0;0;0;0
2019-11-24 01:30:00;1;2;1;0;0;0;1;0;0
2019-11-24 01:45:00;6;1;2;0;0;0;0;0;0
2019-11-24 02:00:00;2;0;0;0;0;0;0;0;0
2019-11-24 02:15:00;2;0;1;0;0;0;0;0;0
2019-11-24 02:30:00;0;0;0;0;0;0;0;0;0
2019-11-24 02:45:00;0;0;1;0;0;0;0;0;0
2019-11-24 03:00:00;3;1;0;0;0;0;0;0;0
2019-11-24 03:15:00;2;3;2;0;0;0;0;0;0
2019-11-24 03:30:00;0;0;0;0;0;0;0;0;0
2019-11-24 03:45:00;2;0;0;0;0;0;0;0;0
2019-11-24 04:00:00;1;0;0;0;0;0;0;0;0
2019-11-24 04:15:00;2;0;0;0;0;0;0;0;0
2019-11-24 04:30:00;1;0;0;0;0;0;0;0;0
2019-11-24 04:45:00;0;0;0;0;0;0;0;0;0
2019-11-24 05:00:00;0;0;0;0;0;0;0;0;0
2019-11-24 05:15:00;2;0;0;0;0;0;0;0;0
2019-11-24 05:30:00;0;0;1;0;0;0;0;0;0
2019-11-24 05:45:00;0;0;0;0;0;0;0;0;0
2019-11-24 06:00:00;0;0;0;0;0;0;0;0;0
2019-11-24 06:15:00;0;0;0;0;0;0;0;0;0
2019-11-24 06:30:00;1;0;0;0;0;0;0;0;0
2019-11-24 06:45:00;1;0;0;0;0;0;0;0;0
2019-11-24 07:00:00;1;0;1;0;0;0;0;0;0
2019-11-24 07:15:00;0;0;0;0;0;0;0;0;0
2019-11-24 07:30:00;2;1;3;0;0;0;0;0;0
2019-11-24 07:45:00;3;1;1;0;0;0;0;0;0
2019-11-24 08:00:00;1;0;2;0;0;0;0;0;0
2019-11-24 08:15:00;3;0;0;0;0;0;0;0;0
2019-11-24 08:30:00;2;0;1;0;0;0;0;0;0
2019-11-24 08:45:00;8;0;0;0;0;0;0;0;0
2019-11-24 09:00:00;6;1;4;1;0;0;2;5;0
2019-11-24 09:15:00;6;2;3;0;0;0;0;2;0
2019-11-24 09:30:00;6;0;3;0;0;0;0;0;0
2019-11-24 09:45:00;8;5;4;2;1;2;0;11;0
2019-11-24 10:00:00;8;1;1;0;0;0;0;0;0
2019-11-24 10:15:00;15;1;4;6;0;0;1;8;1
2019-11-24 10:30:00;16;6;4;2;0;2;0;0;0
2019-11-24 10:45:00;15;6;8;2;0;1;1;6;0
2019-11-24 11:00:00;15;1;3;5;2;0;1;3;1
2019-11-24 11:15:00;23;3;9;2;3;0;3;1;6
2019-11-24 11:30:00;11;4;3;2;1;3;0;0;0
2019-11-24 11:45:00;15;0;6;5;4;2;0;0;0
2019-11-24 12:00:00;16;2;3;7;1;0;0;0;0
2019-11-24 12:15:00;18;6;3;3;4;2;0;13;13
2019-11-24 12:30:00;7;2;10;1;4;0;2;3;3
2019-11-24 12:45:00;18;0;3;1;2;0;0;0;0
2019-11-24 13:00:00;15;2;2;3;1;2;1;11;6
2019-11-24 13:15:00;34;3;2;9;2;1;3;3;0
2019-11-24 13:30:00;26;0;2;9;0;0;2;2;0
2019-11-24 13:45:00;41;5;7;5;3;2;2;18;0
2019-11-24 14:00:00;35;3;15;5;4;2;1;17;0
2019-11-24 14:15:00;26;9;10;3;5;2;0;0;0
2019-11-24 14:30:00;18;3;2;3;4;2;4;0;0
2019-11-24 14:45:00;12;5;7;6;4;2;2;9;2
2019-11-24 15:00:00;21;3;6;3;3;0;2;0;6
2019-11-24 15:15:00;10;3;6;3;1;0;1;0;0
2019-11-24 15:30:00;17;0;14;3;3;0;5;0;32
2019-11-24 15:45:00;24;1;7;2;1;0;3;7;1
2019-11-24 16:00:00;34;0;6;8;1;1;0;1;0
2019-11-24 16:15:00;43;3;12;1;1;0;4;3;0
2019-11-24 16:30:00;46;2;9;6;2;3;1;1;2
2019-11-24 16:45:00;39;4;6;5;1;0;2;1;0
2019-11-24 17:00:00;25;7;3;4;3;0;1;0;3
2019-11-24 17:15:00;21;1;1;2;3;0;4;3;1
2019-11-24 17:30:00;12;2;2;2;3;0;1;0;0
2019-11-24 17:45:00;31;0;2;4;2;1;1;8;0
2019-11-24 18:00:00;19;3;6;1;2;1;0;0;1
2019-11-24 18:15:00;20;2;5;3;2;2;0;1;1
2019-11-24 18:30:00;28;0;4;1;2;1;5;4;0
2019-11-24 18:45:00;21;1;3;5;1;0;4;8;3
2019-11-24 19:00:00;40;3;5;1;3;1;1;4;15
2019-11-24 19:15:00;41;0;4;3;0;0;2;0;0
2019-11-24 19:30:00;26;1;2;2;6;0;0;0;1
2019-11-24 19:45:00;25;3;4;1;0;3;1;2;0
2019-11-24 20:00:00;16;1;2;0;2;0;1;0;2
2019-11-24 20:15:00;18;3;4;1;0;0;1;0;0
