DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-07-30 00:00:00;8;9;0;6;8;1;9;9;9;6
2020-07-30 00:15:00;14;13;1;19;9;3;7;14;15;9
2020-07-30 00:30:00;10;6;1;7;10;1;11;6;7;9
2020-07-30 00:45:00;7;7;1;6;9;2;9;5;8;4
2020-07-30 01:00:00;3;8;0;6;5;1;5;2;8;2
2020-07-30 01:15:00;4;2;0;9;7;1;6;7;3;4
2020-07-30 01:30:00;6;5;1;3;7;0;7;2;4;5
2020-07-30 01:45:00;6;7;0;2;6;1;6;0;7;4
2020-07-30 02:00:00;1;0;1;4;3;1;1;3;0;1
2020-07-30 02:15:00;5;7;0;3;2;0;2;3;5;5
2020-07-30 02:30:00;4;2;1;3;2;0;2;1;2;4
2020-07-30 02:45:00;1;4;2;4;2;1;1;0;4;1
2020-07-30 03:00:00;4;3;1;3;1;2;2;3;3;3
2020-07-30 03:15:00;6;4;2;2;2;2;3;2;4;4
2020-07-30 03:30:00;4;5;0;3;2;0;2;3;4;4
2020-07-30 03:45:00;3;4;0;2;4;0;4;1;4;2
2020-07-30 04:00:00;1;2;1;3;6;0;5;2;2;1
2020-07-30 04:15:00;6;5;1;1;2;0;2;2;7;6
2020-07-30 04:30:00;7;10;1;5;6;0;6;4;11;6
2020-07-30 04:45:00;7;8;5;15;8;2;11;10;9;8
2020-07-30 05:00:00;22;12;2;11;18;5;21;8;16;22
2020-07-30 05:15:00;24;16;5;20;30;5;33;20;14;22
2020-07-30 05:30:00;29;17;1;35;48;8;47;32;22;28
2020-07-30 05:45:00;40;24;2;55;58;14;58;52;28;36
2020-07-30 06:00:00;33;26;2;57;59;9;62;45;27;29
2020-07-30 06:15:00;62;34;3;64;67;20;71;63;34;45
2020-07-30 06:30:00;49;37;6;101;78;21;83;96;38;42
2020-07-30 06:45:00;41;24;2;113;106;13;111;110;23;36
2020-07-30 07:00:00;52;51;8;95;92;23;98;94;36;44
2020-07-30 07:15:00;46;43;9;99;105;16;100;93;46;40
