DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-06-15 00:00:00;4;6;2;0;4;4;0
2020-06-15 00:15:00;8;6;2;3;3;3;0
2020-06-15 00:30:00;5;5;3;2;10;5;0
2020-06-15 00:45:00;3;3;1;2;7;2;0
2020-06-15 01:00:00;5;2;2;0;4;2;0
2020-06-15 01:15:00;2;2;1;1;3;4;0
2020-06-15 01:30:00;1;1;0;2;11;7;0
2020-06-15 01:45:00;2;3;2;1;6;3;0
2020-06-15 02:00:00;3;2;4;1;6;3;0
2020-06-15 02:15:00;3;5;1;1;8;6;0
2020-06-15 02:30:00;4;6;3;1;2;2;0
2020-06-15 03:00:00;2;3;2;1;4;3;0
2020-06-15 03:15:00;5;4;2;4;7;6;0
2020-06-15 03:30:00;2;2;1;4;4;4;0
2020-06-15 03:45:00;4;3;2;2;5;5;0
2020-06-15 04:00:00;7;3;2;6;7;5;0
2020-06-15 04:15:00;9;9;7;0;4;2;0
2020-06-15 04:30:00;7;4;3;4;12;5;0
2020-06-15 04:45:00;23;17;7;2;13;4;0
2020-06-15 05:00:00;45;28;13;8;23;12;0
2020-06-15 05:15:00;52;27;15;11;35;17;0
2020-06-15 05:30:00;48;39;25;12;43;22;0
2020-06-15 05:45:00;66;46;34;11;66;34;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;82;51;42;16;61;31;0
2020-06-15 06:30:00;86;50;43;20;84;35;1
2020-06-15 06:45:00;107;55;57;28;102;59;1
2020-06-15 07:00:00;105;77;73;42;68;38;0
2020-06-15 07:15:00;131;79;70;52;88;41;0
2020-06-15 07:30:00;115;75;66;182;99;39;5
2020-06-15 07:45:00;99;63;55;39;90;52;1
2020-06-15 08:00:00;85;61;55;39;79;39;0
2020-06-15 08:15:00;83;73;59;31;75;51;0
2020-06-15 08:30:00;65;55;41;39;77;55;1
2020-06-15 08:45:00;78;43;32;47;67;47;0
2020-06-15 09:00:00;80;51;38;36;66;44;3
2020-06-15 09:15:00;91;74;55;171;72;46;0
2020-06-15 09:30:00;87;64;51;32;74;35;0
2020-06-15 09:45:00;92;51;43;29;86;55;2
2020-06-15 10:00:00;102;68;55;49;100;62;0
2020-06-15 10:15:00;95;61;43;59;90;55;0
2020-06-15 10:30:00;89;51;44;44;88;55;0
2020-06-15 10:45:00;98;74;56;32;97;63;0
2020-06-15 11:00:00;103;65;53;52;87;62;2
2020-06-15 11:15:00;101;71;52;41;115;68;1
2020-06-15 11:45:00;103;69;45;46;99;67;0
2020-06-15 12:00:00;83;53;36;65;107;61;1
2020-06-15 12:15:00;86;59;51;42;112;77;1
2020-06-15 12:30:00;90;65;50;54;99;58;0
2020-06-15 12:45:00;84;61;49;25;101;61;2
2020-06-15 13:00:00;96;61;57;38;110;61;3
2020-06-15 13:15:00;74;47;42;34;110;56;0
2020-06-15 13:30:00;111;65;51;41;103;50;0
2020-06-15 13:45:00;89;71;53;39;99;62;0
2020-06-15 14:00:00;97;53;50;50;104;45;0
2020-06-15 14:30:00;71;57;41;28;94;59;0
2020-06-15 14:45:00;98;65;69;42;99;57;0
2020-06-15 15:00:00;89;57;44;34;110;56;0
2020-06-15 15:15:00;104;59;54;34;107;72;1
2020-06-15 15:30:00;99;62;50;70;126;72;0
2020-06-15 15:45:00;88;72;70;46;113;52;2
2020-06-15 16:00:00;120;58;55;71;139;63;1
2020-06-15 16:15:00;111;70;61;44;143;74;0
2020-06-15 16:30:00;129;67;63;96;144;71;1
2020-06-15 16:45:00;114;60;48;53;125;56;2
2020-06-15 17:00:00;99;54;54;93;130;69;4
2020-06-15 17:15:00;85;59;51;28;111;71;0
2020-06-15 17:30:00;66;42;30;38;100;55;0
2020-06-15 17:45:00;71;48;41;38;85;54;1
2020-06-15 18:00:00;64;42;31;27;85;43;0
2020-06-15 18:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 18:30:00;38;34;24;19;68;33;1
2020-06-15 18:45:00;48;24;18;16;53;19;0
2020-06-15 19:00:00;37;30;20;14;53;18;0
2020-06-15 19:15:00;33;23;15;7;58;20;0
2020-06-15 19:30:00;24;26;19;8;43;19;0
2020-06-15 19:45:00;26;19;8;8;28;12;0
2020-06-15 20:00:00;17;13;9;12;38;18;0
2020-06-15 20:15:00;16;12;11;9;28;9;0
2020-06-15 20:30:00;23;7;2;6;24;11;0
2020-06-15 20:45:00;22;16;11;7;31;17;0
2020-06-15 21:00:00;36;25;9;7;32;11;0
2020-06-15 21:15:00;25;16;9;2;23;14;0
2020-06-15 21:30:00;12;10;6;3;16;6;0
2020-06-15 21:45:00;13;20;13;7;27;10;0
2020-06-15 22:00:00;17;13;9;4;26;9;0
2020-06-15 22:15:00;18;12;11;6;24;12;0
2020-06-15 22:30:00;9;4;3;1;19;13;0
2020-06-15 22:45:00;14;7;2;6;16;7;0
2020-06-15 23:00:00;9;2;1;5;15;8;0
2020-06-15 23:15:00;10;8;3;2;8;4;0
2020-06-15 23:30:00;8;6;5;4;6;2;0
2020-06-15 23:45:00;10;10;3;1;4;3;0
