DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-02-07 00:00:00;6;4;1;1;1;10;10;7;7;3;4;2;1
2020-02-07 00:15:00;9;6;1;4;3;8;7;7;8;16;12;2;1
2020-02-07 00:30:00;6;4;3;1;3;8;7;3;0;8;4;1;3
2020-02-07 00:45:00;3;0;0;2;1;8;8;2;1;1;3;1;0
2020-02-07 01:00:00;6;2;1;2;2;6;9;3;1;4;4;1;1
2020-02-07 01:15:00;2;2;1;0;2;7;7;1;0;3;2;1;1
2020-02-07 01:30:00;5;1;1;1;1;6;4;1;1;0;0;0;1
2020-02-07 01:45:00;2;1;1;1;2;10;8;1;1;0;1;0;1
2020-02-07 02:00:00;3;2;0;0;1;10;5;1;1;2;2;1;0
2020-02-07 02:15:00;2;1;0;1;0;7;7;1;1;2;2;1;0
2020-02-07 02:30:00;4;0;1;1;2;9;9;1;1;1;1;0;1
2020-02-07 02:45:00;5;1;0;1;2;7;6;2;0;3;2;0;0
2020-02-07 03:00:00;8;4;2;1;3;9;9;1;0;0;1;0;2
2020-02-07 03:15:00;7;2;2;2;3;7;5;1;1;2;2;0;2
2020-02-07 03:30:00;4;0;0;1;1;7;6;0;0;0;0;1;0
2020-02-07 03:45:00;7;0;0;2;5;8;2;0;0;0;1;1;0
2020-02-07 04:00:00;7;1;1;2;3;12;7;1;0;1;2;1;1
2020-02-07 04:15:00;4;1;5;2;5;15;11;3;3;1;1;0;5
2020-02-07 04:30:00;10;2;0;3;4;22;16;2;1;3;1;0;0
2020-02-07 04:45:00;14;2;2;1;7;23;14;10;3;3;2;1;2
2020-02-07 05:00:00;27;15;2;11;16;15;22;14;6;7;7;1;2
2020-02-07 05:15:00;21;11;6;14;19;23;23;9;3;7;3;1;6
2020-02-07 05:30:00;27;20;6;23;29;50;38;21;8;5;4;0;6
2020-02-07 05:45:00;35;29;5;17;32;55;57;20;15;19;9;3;6
2020-02-07 06:00:00;32;35;7;29;25;45;55;18;12;6;4;1;5
2020-02-07 06:15:00;51;45;7;27;39;68;82;25;17;13;8;0;7
2020-02-07 06:30:00;48;47;16;30;39;67;67;43;33;23;9;4;15
2020-02-07 06:45:00;43;49;16;80;54;88;115;66;49;22;12;3;15
2020-02-07 07:00:00;59;72;14;48;42;83;97;59;39;34;18;8;9
2020-02-07 07:15:00;61;74;23;61;57;92;126;76;53;37;17;9;18
2020-02-07 07:30:00;64;51;18;80;69;89;94;87;57;44;27;11;16
2020-02-07 07:45:00;51;56;22;103;51;109;133;90;66;48;23;14;21
2020-02-07 08:00:00;42;43;14;108;68;87;105;76;61;32;24;9;15
2020-02-07 08:15:00;63;51;12;78;42;101;126;70;56;49;28;11;13
2020-02-07 08:30:00;57;52;21;81;39;111;97;85;75;56;24;10;21
2020-02-07 08:45:00;61;40;15;78;39;91;104;68;50;51;29;13;14
2020-02-07 09:00:00;50;40;10;67;40;95;79;60;43;49;35;12;11
2020-02-07 09:15:00;70;77;19;59;36;157;75;71;47;45;27;11;18
2020-02-07 09:30:00;69;63;14;61;36;128;78;57;38;50;38;17;13
2020-02-07 09:45:00;68;42;19;54;36;60;86;62;39;60;41;15;19
2020-02-07 10:00:00;64;59;17;64;45;76;73;50;30;49;55;20;16
2020-02-07 10:15:00;74;52;20;70;32;108;89;48;41;57;52;19;16
2020-02-07 10:30:00;58;38;23;57;41;156;89;64;48;76;58;25;23
2020-02-07 10:45:00;74;53;20;70;45;68;100;71;47;53;47;24;18
2020-02-07 11:00:00;74;55;19;75;30;81;97;55;48;64;61;20;17
2020-02-07 11:15:00;79;65;20;64;50;89;81;53;40;80;65;22;21
2020-02-07 11:30:00;87;66;23;71;43;90;79;57;38;82;53;25;20
2020-02-07 11:45:00;78;59;30;51;43;97;93;57;47;97;58;29;28
2020-02-07 12:00:00;75;74;17;74;36;90;80;66;49;89;69;23;19
2020-02-07 12:15:00;67;60;25;55;36;101;85;64;46;103;75;28;21
2020-02-07 12:30:00;76;60;32;72;38;90;101;69;50;91;58;27;26
2020-02-07 12:45:00;88;71;18;89;35;63;99;55;36;95;65;35;17
2020-02-07 13:00:00;91;77;30;79;41;85;90;65;52;88;66;23;29
2020-02-07 13:15:00;82;86;26;78;43;104;93;70;50;90;71;38;23
2020-02-07 13:30:00;82;78;18;62;41;89;98;64;49;99;73;29;18
2020-02-07 13:45:00;86;80;25;75;37;103;102;68;50;89;72;29;20
2020-02-07 14:00:00;73;82;23;76;37;99;97;68;42;98;61;22;19
2020-02-07 14:15:00;83;73;23;79;40;108;93;62;46;98;76;41;21
2020-02-07 14:30:00;85;83;26;68;37;98;100;64;44;111;86;29;25
2020-02-07 14:45:00;88;75;28;97;39;103;109;76;41;117;76;34;24
2020-02-07 15:00:00;94;90;36;85;39;98;87;68;55;115;74;16;34
2020-02-07 15:15:00;96;92;25;95;37;118;94;64;49;123;84;23;25
2020-02-07 15:30:00;100;93;35;84;43;96;86;61;37;100;89;29;30
2020-02-07 15:45:00;85;72;25;66;35;101;104;79;56;127;75;25;24
2020-02-07 16:00:00;85;86;26;77;36;83;76;67;41;114;86;23;24
2020-02-07 16:15:00;87;98;27;75;33;102;101;75;53;118;97;33;15
2020-02-07 16:30:00;83;78;22;77;37;99;95;70;54;112;93;31;21
