DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-11-13 00:00:00;3;0;0;3;3;6;1;0;0;0
2020-11-13 00:15:00;4;2;0;4;8;10;2;0;0;0
2020-11-13 00:30:00;8;3;0;0;4;7;2;0;0;0
2020-11-13 00:45:00;7;2;2;2;7;4;3;0;0;0
2020-11-13 01:00:00;3;1;1;3;3;5;1;0;0;0
2020-11-13 01:15:00;4;1;0;0;2;3;1;0;0;0
2020-11-13 01:30:00;4;0;0;2;4;4;1;0;0;0
2020-11-13 01:45:00;2;5;1;1;2;5;1;0;0;0
2020-11-13 02:00:00;6;2;0;4;5;3;4;0;0;0
2020-11-13 02:15:00;2;3;2;3;1;8;1;0;0;0
2020-11-13 02:30:00;1;0;0;1;1;8;3;0;0;0
2020-11-13 02:45:00;5;5;0;2;7;7;1;0;0;0
2020-11-13 03:00:00;2;1;0;2;3;4;1;0;0;0
2020-11-13 03:15:00;7;3;0;1;2;10;2;0;0;0
2020-11-13 03:30:00;6;4;1;0;3;10;3;0;0;0
2020-11-13 03:45:00;3;2;0;1;4;6;4;0;0;0
2020-11-13 04:00:00;1;3;1;0;4;4;2;0;0;0
2020-11-13 04:15:00;3;3;5;2;2;8;1;0;0;0
2020-11-13 04:30:00;4;5;2;1;5;16;3;0;0;0
2020-11-13 04:45:00;7;9;10;5;9;22;12;0;0;0
2020-11-13 05:00:00;17;22;30;16;5;38;11;0;0;0
2020-11-13 05:15:00;41;51;69;43;8;48;26;0;0;1
2020-11-13 05:30:00;79;42;67;42;14;52;40;0;0;2
2020-11-13 05:45:00;90;50;49;133;27;42;36;0;0;0
2020-11-13 06:00:00;61;37;45;158;38;46;36;0;0;1
2020-11-13 06:15:00;40;32;53;52;19;41;37;0;0;1
2020-11-13 06:30:00;59;54;70;56;16;45;31;0;1;1
2020-11-13 06:45:00;88;51;69;60;10;48;29;0;0;1
2020-11-13 07:00:00;74;40;54;35;13;44;51;0;0;2
