DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2019-10-03 00:00:00;24;23;37;14;2;1;0
2019-10-03 00:15:00;35;25;38;19;7;4;3
2019-10-03 00:30:00;30;19;41;11;5;4;1
2019-10-03 00:45:00;25;17;37;8;4;5;2
2019-10-03 01:00:00;21;12;20;7;1;5;4
2019-10-03 01:15:00;20;17;19;6;7;4;2
2019-10-03 01:30:00;11;16;17;8;6;0;4
2019-10-03 01:45:00;28;15;17;6;5;3;1
2019-10-03 02:00:00;11;16;13;2;3;2;5
2019-10-03 02:15:00;15;9;19;5;4;3;3
2019-10-03 02:30:00;12;5;6;2;2;4;3
2019-10-03 02:45:00;26;10;15;4;2;3;1
2019-10-03 03:00:00;7;3;10;4;2;2;2
2019-10-03 03:15:00;11;9;16;1;2;4;2
2019-10-03 03:30:00;19;6;15;3;3;4;8
2019-10-03 03:45:00;10;4;12;6;4;6;4
2019-10-03 04:00:00;14;2;11;2;3;10;1
2019-10-03 04:15:00;9;8;17;5;2;3;3
2019-10-03 04:30:00;9;7;13;2;4;8;9
2019-10-03 04:45:00;9;5;20;5;1;3;1
2019-10-03 05:00:00;10;8;17;2;6;2;1
2019-10-03 05:15:00;18;6;19;6;1;3;1
2019-10-03 05:30:00;22;12;28;9;2;2;0
2019-10-03 05:45:00;38;33;33;11;4;2;3
2019-10-03 06:00:00;23;26;28;9;2;3;0
2019-10-03 06:15:00;24;21;46;14;2;0;1
2019-10-03 06:30:00;27;14;21;6;4;0;0
2019-10-03 06:45:00;22;15;36;14;2;2;0
2019-10-03 07:00:00;20;13;26;9;2;0;0
2019-10-03 07:15:00;17;10;40;17;0;0;1
2019-10-03 07:30:00;17;8;31;12;1;0;0
2019-10-03 07:45:00;24;22;31;10;2;0;1
2019-10-03 08:00:00;26;20;42;9;1;0;0
2019-10-03 08:15:00;37;24;61;22;2;1;0
2019-10-03 08:30:00;34;17;55;31;3;0;0
2019-10-03 08:45:00;40;42;66;28;1;0;0
2019-10-03 09:00:00;41;26;66;29;3;0;0
2019-10-03 09:15:00;50;38;94;40;2;1;0
2019-10-03 09:30:00;56;43;93;35;3;0;1
2019-10-03 09:45:00;59;57;96;42;0;0;0
2019-10-03 10:00:00;63;33;77;34;2;0;0
2019-10-03 10:15:00;69;55;88;37;3;0;0
2019-10-03 10:30:00;77;45;85;36;4;0;0
2019-10-03 10:45:00;84;54;101;50;3;1;1
2019-10-03 11:00:00;84;42;94;42;0;0;0
2019-10-03 11:15:00;87;76;120;49;4;1;0
2019-10-03 11:30:00;83;38;88;38;6;0;1
2019-10-03 11:45:00;103;72;108;52;4;0;0
2019-10-03 12:00:00;96;81;95;47;9;1;0
2019-10-03 12:15:00;109;65;114;53;5;2;0
2019-10-03 12:30:00;99;77;123;54;4;0;0
2019-10-03 12:45:00;106;76;144;74;5;0;0
2019-10-03 13:00:00;114;76;114;51;2;1;0
2019-10-03 13:15:00;111;71;124;66;2;0;0
2019-10-03 13:30:00;128;63;85;54;1;0;0
2019-10-03 13:45:00;122;77;145;68;5;1;0
2019-10-03 14:00:00;123;75;111;48;5;2;0
2019-10-03 14:15:00;133;77;152;73;7;1;0
2019-10-03 14:30:00;113;87;95;53;3;3;1
2019-10-03 14:45:00;129;98;172;98;5;0;1
2019-10-03 15:00:00;122;84;116;57;5;0;0
2019-10-03 15:15:00;105;75;154;78;6;0;0
2019-10-03 15:30:00;106;57;108;66;1;0;1
2019-10-03 15:45:00;114;91;135;71;5;0;2
2019-10-03 16:00:00;105;61;119;64;1;1;0
2019-10-03 16:15:00;107;82;119;62;4;2;2
2019-10-03 16:30:00;105;88;116;75;5;1;1
2019-10-03 16:45:00;121;88;140;81;6;1;0
2019-10-03 17:00:00;119;68;107;64;4;0;0
2019-10-03 17:15:00;109;91;156;84;5;1;0
2019-10-03 17:30:00;104;77;126;73;8;1;0
2019-10-03 17:45:00;117;96;146;81;11;1;0
2019-10-03 18:00:00;122;88;112;54;7;1;1
2019-10-03 18:15:00;111;84;152;91;6;1;0
2019-10-03 18:30:00;92;70;101;59;6;1;0
2019-10-03 18:45:00;115;85;116;73;10;0;0
2019-10-03 19:00:00;95;77;122;52;8;3;2
2019-10-03 19:15:00;93;62;121;62;6;1;0
2019-10-03 19:30:00;120;75;104;43;1;0;1
2019-10-03 19:45:00;101;76;107;49;7;0;0
2019-10-03 20:00:00;71;57;87;41;6;0;1
2019-10-03 20:15:00;86;75;91;43;2;1;0
2019-10-03 20:30:00;53;43;91;29;3;0;0
2019-10-03 20:45:00;66;55;84;34;3;0;0
2019-10-03 21:00:00;53;46;76;37;2;0;1
2019-10-03 21:15:00;62;40;49;26;1;0;0
2019-10-03 21:30:00;52;38;59;23;1;0;0
2019-10-03 21:45:00;53;37;81;30;1;0;0
2019-10-03 22:00:00;46;27;56;20;0;0;0
2019-10-03 22:15:00;42;29;60;21;0;0;1
2019-10-03 22:30:00;46;23;52;21;3;0;0
2019-10-03 22:45:00;42;30;51;36;4;0;0
2019-10-03 23:00:00;34;37;43;15;1;0;0
2019-10-03 23:15:00;35;21;37;13;1;0;0
2019-10-03 23:30:00;30;16;41;8;2;0;0
2019-10-03 23:45:00;27;19;27;13;0;0;0
