DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-20 00:00:00;6;4;0;3;5;0;0;0;0;0;0;0
2020-06-20 00:15:00;4;4;0;3;5;0;0;0;0;0;0;0
2020-06-20 00:30:00;3;5;0;4;4;1;0;0;0;0;0;0
2020-06-20 00:45:00;2;0;2;3;4;0;0;0;0;0;0;0
2020-06-20 01:00:00;2;2;1;2;2;0;0;0;0;0;0;0
2020-06-20 01:15:00;2;2;0;1;1;0;0;0;0;0;0;0
2020-06-20 01:30:00;4;1;0;1;1;0;0;0;0;0;0;0
2020-06-20 01:45:00;0;2;0;1;1;0;0;0;0;0;0;0
2020-06-20 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 02:15:00;1;3;0;1;2;1;0;0;0;0;0;0
2020-06-20 02:30:00;3;2;0;2;0;0;0;0;0;0;0;0
2020-06-20 02:45:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 03:00:00;0;1;0;2;2;0;0;0;0;0;0;0
2020-06-20 03:15:00;1;0;0;0;2;0;0;0;0;0;0;0
2020-06-20 03:30:00;3;0;0;2;1;0;0;0;0;0;0;0
2020-06-20 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-20 04:00:00;3;4;0;2;2;0;0;0;0;0;0;0
2020-06-20 04:15:00;0;1;0;0;0;0;0;0;0;0;0;0
2020-06-20 04:30:00;0;0;0;2;1;0;0;0;0;0;0;0
2020-06-20 04:45:00;2;1;0;1;0;0;0;0;0;0;0;0
2020-06-20 05:00:00;1;0;0;1;2;1;0;0;0;0;0;0
2020-06-20 05:15:00;0;0;0;1;1;0;0;0;0;0;0;0
2020-06-20 05:30:00;1;2;0;7;2;0;0;0;0;0;0;0
2020-06-20 05:45:00;3;0;0;6;2;0;0;0;0;0;0;0
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;0;0;0;10;4;0;0;0;0;0;0;0
2020-06-20 06:30:00;3;3;0;11;0;1;0;0;0;0;0;0
2020-06-20 06:45:00;2;0;0;10;4;1;0;0;0;0;0;0
2020-06-20 07:00:00;4;3;0;7;0;1;0;0;0;0;0;0
2020-06-20 07:15:00;3;3;0;15;6;1;0;0;0;0;0;0
2020-06-20 07:30:00;7;9;0;13;7;2;0;0;0;0;0;0
2020-06-20 07:45:00;5;7;0;19;10;3;0;0;0;0;0;0
2020-06-20 08:00:00;10;13;0;11;10;5;0;0;0;0;0;0
2020-06-20 08:15:00;7;9;2;15;8;1;1;2;0;0;0;0
2020-06-20 08:30:00;7;13;0;28;18;3;0;0;0;0;0;0
