DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-20 08:45:00;12;11;1;29;22;9;0;0;0;0;0;0
2020-06-20 09:15:00;18;22;2;47;22;1;1;0;0;0;0;0
2020-06-20 09:30:00;20;23;0;46;35;6;0;0;0;4;1;0
2020-06-20 09:45:00;24;26;0;78;38;8;0;0;0;2;0;0
2020-06-20 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 10:15:00;42;47;3;90;40;11;0;0;0;2;0;0
2020-06-20 10:45:00;65;47;2;99;45;14;2;0;0;5;1;0
2020-06-20 11:00:00;63;59;2;109;47;12;1;0;0;10;0;0
2020-06-20 11:15:00;77;55;2;97;61;13;7;2;0;7;0;0
2020-06-20 11:30:00;66;64;2;81;44;15;2;0;1;11;10;0
2020-06-20 11:45:00;60;59;2;101;58;26;2;0;0;8;0;0
2020-06-20 12:00:00;72;71;4;101;57;17;0;0;0;7;0;0
2020-06-20 12:15:00;63;62;5;93;42;116;4;7;0;5;1;0
2020-06-20 12:30:00;64;53;3;107;55;8;2;0;0;4;0;0
2020-06-20 12:45:00;69;60;5;107;47;8;3;0;0;8;1;0
2020-06-20 13:00:00;78;63;3;87;50;12;1;0;0;9;0;0
2020-06-20 13:15:00;73;60;5;95;50;15;2;0;0;8;1;0
2020-06-20 13:30:00;61;70;4;104;53;15;3;0;0;6;5;0
2020-06-20 13:45:00;92;53;4;122;58;14;2;2;0;2;1;0
2020-06-20 14:00:00;64;60;4;99;51;25;4;1;0;8;0;0
2020-06-20 14:15:00;66;61;4;95;62;22;2;0;0;10;0;0
2020-06-20 14:30:00;76;59;8;102;45;12;4;1;0;8;0;0
2020-06-20 14:45:00;80;61;1;112;50;9;1;0;0;3;0;0
2020-06-20 15:00:00;91;72;2;103;47;14;3;3;0;9;2;0
2020-06-20 15:15:00;80;59;1;100;52;7;1;1;0;10;0;0
2020-06-20 15:30:00;60;57;2;106;48;32;1;0;0;10;1;0
2020-06-20 15:45:00;68;67;1;102;47;20;0;0;0;11;0;0
2020-06-20 16:00:00;76;58;5;99;49;15;2;0;0;5;0;0
2020-06-20 16:15:00;65;70;4;90;58;19;0;0;0;9;3;0
2020-06-20 16:30:00;65;67;2;94;46;14;0;0;0;3;0;0
2020-06-20 16:45:00;59;56;6;76;29;16;3;2;0;3;0;0
2020-06-20 17:00:00;84;66;5;95;50;10;0;0;0;0;0;0
2020-06-20 17:15:00;86;72;2;78;34;12;2;0;0;4;0;0
2020-06-20 17:30:00;60;53;5;80;35;17;3;0;0;7;3;0
2020-06-20 17:45:00;60;61;3;94;41;11;4;0;0;7;0;0
2020-06-20 18:00:00;62;54;2;73;39;18;0;0;0;8;1;0
2020-06-20 18:15:00;55;44;5;79;31;16;0;0;3;5;0;0
2020-06-20 18:30:00;54;46;1;58;23;7;2;1;0;3;0;0
2020-06-20 18:45:00;58;62;3;54;27;8;4;0;0;3;0;0
2020-06-20 19:00:00;51;61;0;36;15;7;0;0;0;1;0;0
2020-06-20 19:15:00;42;40;3;29;15;7;0;3;0;0;0;0
2020-06-20 19:30:00;28;30;2;22;12;2;0;0;0;1;0;0
2020-06-20 19:45:00;24;23;1;15;10;4;0;0;0;0;0;0
2020-06-20 20:00:00;11;7;0;8;3;3;0;0;0;0;0;0
2020-06-20 20:15:00;11;13;0;6;7;2;0;0;0;0;0;0
2020-06-20 20:30:00;9;5;1;10;9;1;0;0;0;0;0;0
2020-06-20 20:45:00;4;1;1;10;5;2;0;0;0;0;0;0
2020-06-20 21:00:00;8;5;2;10;4;0;0;0;0;0;0;0
2020-06-20 21:15:00;5;7;0;5;9;1;0;0;0;0;0;0
2020-06-20 21:30:00;8;12;0;10;5;1;0;0;0;0;0;0
2020-06-20 21:45:00;7;7;1;7;9;0;0;0;0;0;0;0
2020-06-20 22:00:00;6;8;0;3;2;3;0;0;0;0;0;0
2020-06-20 22:15:00;2;2;0;5;2;0;0;0;0;0;0;0
2020-06-20 22:30:00;3;2;1;5;7;0;0;0;0;0;0;0
2020-06-20 22:45:00;4;6;0;3;6;2;0;0;0;0;0;0
2020-06-20 23:00:00;6;7;1;12;3;0;0;0;0;0;0;0
2020-06-20 23:15:00;3;2;0;6;2;0;0;0;0;0;0;0
2020-06-20 23:30:00;2;5;0;1;3;0;0;0;0;0;0;0
2020-06-20 23:45:00;1;2;0;4;4;1;0;0;0;0;0;0
