DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-28 00:00:00;3;2;1;2;2;1;0;0;0;0;0;0
2020-06-28 00:15:00;1;2;0;2;1;0;0;0;0;0;0;0
2020-06-28 00:30:00;1;0;0;1;4;1;0;0;0;0;0;0
2020-06-28 00:45:00;0;0;0;3;0;0;0;0;0;0;0;0
2020-06-28 01:00:00;3;4;1;2;0;0;0;0;0;0;0;0
2020-06-28 01:15:00;0;1;0;1;1;0;0;0;0;0;0;0
2020-06-28 01:30:00;2;0;0;2;2;1;0;0;0;0;0;0
2020-06-28 01:45:00;2;1;0;0;2;0;0;0;0;0;0;0
2020-06-28 02:00:00;3;2;0;1;1;1;0;0;0;0;0;0
2020-06-28 02:15:00;1;2;0;2;1;0;0;0;0;0;0;0
2020-06-28 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-28 02:45:00;1;2;0;1;1;0;0;0;0;0;0;0
2020-06-28 03:00:00;0;0;1;1;1;0;0;0;0;0;0;0
2020-06-28 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-28 03:30:00;1;1;0;0;0;0;0;0;0;0;0;0
2020-06-28 03:45:00;0;0;0;1;1;0;0;0;0;0;0;0
2020-06-28 04:00:00;1;1;0;2;1;0;0;0;0;0;0;0
2020-06-28 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-28 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-28 04:45:00;0;0;0;0;1;0;0;0;0;0;0;0
2020-06-28 05:00:00;0;2;0;4;0;0;0;0;0;0;0;0
2020-06-28 05:15:00;2;1;0;0;1;0;0;0;0;0;0;0
2020-06-28 05:30:00;0;1;0;0;0;0;0;0;0;0;0;0
2020-06-28 05:45:00;1;0;0;1;1;0;0;0;0;0;0;0
2020-06-28 06:00:00;1;1;0;1;1;0;0;0;0;0;0;0
2020-06-28 06:15:00;2;3;0;1;0;0;0;0;0;0;0;0
2020-06-28 06:30:00;4;2;0;5;1;0;0;0;0;0;0;0
2020-06-28 06:45:00;1;1;0;0;1;0;0;0;0;0;0;0
2020-06-28 07:00:00;2;2;0;1;8;0;0;0;0;0;0;0
2020-06-28 07:15:00;4;1;0;3;1;0;0;0;0;0;0;0
2020-06-28 07:30:00;2;1;0;6;3;0;0;0;0;0;0;0
2020-06-28 07:45:00;1;1;0;3;2;0;0;0;0;0;0;0
2020-06-28 08:00:00;1;4;1;5;6;1;0;0;0;0;0;0
2020-06-28 08:15:00;3;3;0;3;1;0;0;0;0;0;0;0
2020-06-28 08:30:00;5;3;0;2;23;1;0;0;0;0;0;0
2020-06-28 08:45:00;3;6;0;5;1;0;0;0;0;0;0;0
2020-06-28 09:00:00;4;4;0;9;6;0;0;0;0;0;0;0
2020-06-28 09:15:00;4;4;0;9;13;1;0;0;0;0;0;0
2020-06-28 09:30:00;5;10;0;9;7;2;0;0;0;0;0;0
2020-06-28 09:45:00;10;7;0;8;7;0;0;0;0;0;0;0
2020-06-28 10:00:00;6;9;0;11;7;1;0;0;0;0;0;0
2020-06-28 10:15:00;5;5;1;12;9;1;0;0;0;0;0;0
2020-06-28 10:30:00;10;9;0;14;8;1;0;0;0;0;0;0
2020-06-28 10:45:00;12;6;0;13;11;1;0;0;0;0;0;0
2020-06-28 11:00:00;12;8;0;12;11;1;0;0;0;0;0;0
2020-06-28 11:15:00;7;9;2;5;12;2;0;0;0;0;0;0
2020-06-28 11:30:00;10;8;0;11;7;0;0;0;0;0;0;0
2020-06-28 11:45:00;5;4;0;12;9;0;0;0;0;0;0;0
2020-06-28 12:00:00;12;8;1;9;11;2;0;0;0;0;0;0
2020-06-28 12:15:00;5;2;0;8;12;3;0;0;0;0;0;0
2020-06-28 12:30:00;8;6;2;8;5;0;0;0;0;0;0;0
2020-06-28 12:45:00;6;6;0;5;3;1;0;0;0;0;0;0
2020-06-28 13:00:00;7;4;2;11;9;0;0;0;0;0;0;0
2020-06-28 13:15:00;5;5;0;5;6;0;0;0;0;0;0;0
2020-06-28 13:30:00;4;3;0;9;12;2;0;0;0;0;0;0
2020-06-28 13:45:00;5;5;0;10;10;1;0;0;0;0;0;0
2020-06-28 14:00:00;6;7;0;6;9;3;0;0;0;0;0;0
2020-06-28 14:15:00;5;4;0;9;8;0;0;0;0;0;0;0
2020-06-28 14:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-28 14:45:00;9;3;0;7;4;1;0;0;0;0;0;0
2020-06-28 15:00:00;9;5;1;9;13;4;0;0;0;0;0;0
2020-06-28 15:15:00;9;4;2;14;11;1;0;0;0;0;0;0
2020-06-28 15:30:00;7;3;3;9;10;2;0;0;0;0;0;0
2020-06-28 15:45:00;5;4;0;7;13;3;0;0;0;0;0;0
2020-06-28 16:00:00;7;9;0;8;9;0;0;0;0;0;0;0
2020-06-28 16:15:00;8;7;2;7;8;1;0;0;0;0;0;0
2020-06-28 16:30:00;7;8;1;14;9;2;0;0;0;0;0;0
2020-06-28 16:45:00;11;7;2;6;8;2;0;0;0;0;0;0
2020-06-28 17:00:00;10;6;0;8;7;1;0;0;0;0;0;0
2020-06-28 17:15:00;7;3;0;8;7;1;0;0;0;0;0;0
2020-06-28 17:30:00;7;4;0;2;11;1;0;0;0;0;0;0
2020-06-28 17:45:00;14;5;0;8;6;1;0;0;0;0;0;0
2020-06-28 18:00:00;8;11;1;12;10;5;0;0;0;0;0;0
2020-06-28 18:15:00;6;3;0;5;2;2;0;0;0;0;0;0
2020-06-28 18:30:00;7;9;1;5;5;1;0;0;0;0;0;0
2020-06-28 18:45:00;5;7;0;6;11;0;0;0;0;0;0;0
2020-06-28 19:00:00;7;6;0;7;8;2;0;0;0;0;0;0
2020-06-28 19:15:00;10;10;1;6;3;1;0;0;0;0;0;0
2020-06-28 19:30:00;10;6;1;6;8;2;0;0;0;0;0;0
2020-06-28 19:45:00;10;7;0;6;6;1;0;0;0;0;0;0
2020-06-28 20:00:00;4;4;0;4;1;0;0;0;0;0;0;0
2020-06-28 20:15:00;4;5;0;2;4;0;0;0;0;0;0;0
2020-06-28 20:30:00;13;9;0;3;3;1;0;0;0;0;0;0
2020-06-28 20:45:00;4;2;2;3;3;1;0;0;0;0;0;0
2020-06-28 21:00:00;11;10;0;6;9;0;0;0;0;0;0;0
2020-06-28 21:15:00;10;6;0;6;8;0;0;0;0;0;0;0
2020-06-28 21:30:00;5;3;0;7;9;0;0;0;0;0;0;0
2020-06-28 21:45:00;3;9;0;8;4;1;0;0;0;0;0;0
2020-06-28 22:00:00;2;5;0;3;4;1;0;0;0;0;0;0
2020-06-28 22:15:00;4;3;0;3;4;0;0;0;0;0;0;0
2020-06-28 22:30:00;0;2;1;2;2;0;0;0;0;0;0;0
2020-06-28 22:45:00;0;0;1;4;1;1;0;0;0;0;0;0
2020-06-28 23:00:00;5;5;1;2;2;1;0;0;0;0;0;0
2020-06-28 23:15:00;0;1;2;3;2;0;0;0;0;0;0;0
2020-06-28 23:30:00;0;2;0;1;0;0;0;0;0;0;0;0
2020-06-28 23:45:00;3;2;3;3;1;0;0;0;0;0;0;0
