DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-21 00:00:00;3;1;0;5;3;0;0;0;0;0;0;0
2020-06-21 00:15:00;5;7;1;3;4;1;0;0;0;0;0;0
2020-06-21 00:30:00;3;4;0;3;4;1;0;0;0;0;0;0
2020-06-21 00:45:00;0;1;0;2;2;0;0;0;0;0;0;0
2020-06-21 01:00:00;0;2;0;1;0;1;0;0;0;0;0;0
2020-06-21 01:15:00;1;2;1;1;4;0;0;0;0;0;0;0
2020-06-21 01:30:00;1;0;0;1;5;0;0;0;0;0;0;0
2020-06-21 01:45:00;1;3;0;2;2;0;0;0;0;0;0;0
2020-06-21 02:00:00;2;4;0;1;1;0;0;0;0;0;0;0
2020-06-21 02:15:00;2;1;0;2;1;0;0;0;0;0;0;0
2020-06-21 02:30:00;2;3;0;0;0;0;0;0;0;0;0;0
2020-06-21 02:45:00;1;3;0;2;4;1;0;0;0;0;0;0
2020-06-21 03:00:00;1;1;0;2;1;0;0;0;0;0;0;0
2020-06-21 03:15:00;1;3;0;0;1;0;0;0;0;0;0;0
2020-06-21 03:30:00;0;1;0;1;0;0;0;0;0;0;0;0
2020-06-21 03:45:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-06-21 04:00:00;1;0;0;1;2;0;0;0;0;0;0;0
2020-06-21 04:15:00;1;1;0;1;1;0;0;0;0;0;0;0
2020-06-21 04:30:00;0;3;0;1;0;0;0;0;0;0;0;0
2020-06-21 04:45:00;0;1;0;0;1;0;0;0;0;0;0;0
2020-06-21 05:00:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-06-21 05:15:00;0;1;0;0;0;0;0;0;0;0;0;0
2020-06-21 05:30:00;1;0;0;1;1;0;0;0;0;0;0;0
2020-06-21 05:45:00;0;0;0;0;2;0;0;0;0;0;0;0
