DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-12-21 00:00:00;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-21 00:15:00;1;1;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0
2020-12-21 00:30:00;1;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2020-12-21 00:45:00;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-12-21 01:00:00;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0
2020-12-21 01:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 01:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 01:45:00;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-21 02:00:00;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
2020-12-21 02:15:00;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-12-21 02:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 02:45:00;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-21 03:00:00;2;1;0;0;0;1;1;2;2;0;2;2;0;0;0;0;0;0
2020-12-21 03:15:00;0;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-21 03:30:00;0;0;0;1;0;1;1;1;2;0;2;3;0;0;0;0;0;0
2020-12-21 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 04:00:00;0;0;2;1;3;1;0;1;0;1;0;0;0;0;0;0;0;0
2020-12-21 04:15:00;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-21 04:30:00;0;0;0;1;0;2;1;1;3;1;1;1;0;0;0;0;0;0
2020-12-21 04:45:00;0;2;0;0;0;1;3;5;0;0;0;0;0;0;0;0;0;0
2020-12-21 05:00:00;0;1;0;0;0;0;2;2;0;1;0;2;0;0;0;0;0;0
2020-12-21 05:15:00;3;3;1;4;1;2;2;2;1;0;2;2;0;0;0;0;0;0
2020-12-21 05:30:00;13;15;8;9;5;6;3;5;4;1;3;6;0;0;0;0;1;0
2020-12-21 05:45:00;28;27;6;8;8;7;5;8;8;0;8;8;0;0;0;0;0;0
2020-12-21 06:00:00;27;21;4;2;6;4;6;8;6;0;10;8;0;1;0;0;1;0
2020-12-21 06:15:00;18;18;7;9;9;13;7;11;3;0;3;3;0;0;0;0;0;0
2020-12-21 06:30:00;35;21;6;6;8;8;19;18;5;2;6;14;0;0;0;0;0;0
2020-12-21 06:45:00;18;22;8;10;16;14;8;10;3;1;6;7;0;0;0;0;0;0
2020-12-21 07:00:00;15;15;6;10;13;13;14;17;15;8;19;12;0;0;0;0;0;0
2020-12-21 07:15:00;27;31;16;9;29;14;19;26;4;3;6;6;0;0;0;0;0;0
2020-12-21 07:30:00;24;28;18;8;24;13;29;33;5;2;6;7;2;1;0;0;0;0
2020-12-21 07:45:00;26;30;12;11;17;18;15;16;5;3;11;12;0;0;0;0;0;0
2020-12-21 08:00:00;19;41;23;11;24;12;24;21;9;2;10;10;0;0;0;0;0;0
2020-12-21 08:15:00;25;39;9;12;15;14;20;21;18;4;15;11;0;0;0;0;0;0
2020-12-21 08:30:00;23;26;15;13;17;15;23;26;11;6;14;17;0;0;0;0;0;0
2020-12-21 08:45:00;23;30;8;20;16;26;25;26;16;6;20;24;0;0;2;2;0;0
2020-12-21 09:00:00;15;24;9;9;11;12;22;27;11;7;14;7;0;0;1;0;0;0
2020-12-21 09:15:00;20;27;15;15;16;17;29;32;19;4;19;4;0;0;0;0;0;0
2020-12-21 09:30:00;23;44;12;12;18;17;37;33;23;2;25;6;0;0;0;0;0;0
2020-12-21 09:45:00;15;29;12;22;13;21;30;33;27;6;29;9;0;0;0;0;0;0
2020-12-21 10:00:00;15;44;17;13;19;19;44;40;15;5;15;8;0;0;0;0;0;0
2020-12-21 10:15:00;21;43;10;11;13;20;32;30;22;4;30;6;0;2;0;0;0;0
2020-12-21 10:30:00;17;30;19;18;20;20;24;36;10;7;15;7;0;0;0;0;1;2
2020-12-21 10:45:00;16;48;11;26;14;31;42;37;12;11;19;12;0;0;0;0;0;0
2020-12-21 11:00:00;15;29;17;13;22;27;42;36;28;8;35;9;2;0;0;1;0;3
2020-12-21 11:15:00;20;34;10;12;10;20;52;49;17;9;22;12;0;0;0;0;0;0
2020-12-21 11:30:00;13;24;15;12;15;20;42;33;18;9;25;11;0;0;0;0;0;0
2020-12-21 11:45:00;13;30;10;23;10;21;36;26;22;4;20;6;0;1;0;1;0;0
2020-12-21 12:00:00;11;40;8;11;10;10;38;39;24;15;30;13;0;0;0;0;0;0
2020-12-21 12:15:00;9;37;24;11;19;17;40;34;13;5;12;9;0;1;0;0;0;1
2020-12-21 12:30:00;13;26;18;20;22;29;39;43;18;4;15;8;2;0;0;0;0;0
2020-12-21 12:45:00;19;37;11;18;15;22;33;41;11;7;11;14;0;0;0;4;0;0
2020-12-21 13:00:00;11;21;6;14;8;19;44;43;25;8;21;9;0;1;0;0;0;0
2020-12-21 13:15:00;15;22;11;20;13;28;38;41;11;9;16;12;0;1;0;0;1;1
2020-12-21 13:30:00;17;30;12;14;15;21;25;25;16;8;19;13;1;1;1;0;0;0
2020-12-21 13:45:00;12;31;12;15;14;19;33;28;23;9;26;18;0;0;0;0;1;0
2020-12-21 14:00:00;11;22;13;25;15;27;35;41;21;6;23;9;0;0;0;0;0;0
2020-12-21 14:15:00;16;26;14;18;21;20;32;35;22;10;32;13;0;0;0;0;0;1
2020-12-21 14:30:00;8;23;14;15;15;18;25;27;17;7;26;8;1;1;0;0;0;0
2020-12-21 14:45:00;13;35;17;17;18;21;51;40;13;12;17;14;1;0;1;0;0;0
2020-12-21 15:00:00;11;53;8;16;15;27;58;44;22;6;38;8;0;0;0;1;0;1
2020-12-21 15:15:00;16;41;9;16;14;22;45;48;17;9;35;12;0;0;0;0;0;7
2020-12-21 15:30:00;15;45;11;8;16;18;36;37;13;8;36;7;0;0;0;0;0;0
2020-12-21 15:45:00;13;30;21;18;22;21;42;46;16;10;28;10;0;0;0;0;0;0
2020-12-21 16:00:00;7;36;6;19;11;22;47;36;20;7;39;14;0;0;0;0;0;0
2020-12-21 16:15:00;13;32;13;14;17;22;44;42;31;10;31;16;0;2;0;0;3;0
2020-12-21 16:30:00;7;23;16;16;16;24;50;50;16;9;27;16;0;0;0;0;0;6
2020-12-21 16:45:00;8;24;7;15;13;23;39;33;14;18;30;13;0;0;0;0;0;0
2020-12-21 17:00:00;12;25;10;15;13;22;40;42;11;14;22;13;0;0;0;0;0;0
2020-12-21 17:15:00;7;24;6;13;13;22;46;38;10;7;22;14;0;0;0;1;0;1
2020-12-21 17:30:00;8;14;9;12;8;22;44;36;16;5;26;9;0;1;0;0;0;0
2020-12-21 17:45:00;8;22;11;8;11;11;43;24;17;5;17;4;0;0;0;0;0;0
2020-12-21 18:00:00;7;16;6;11;7;10;36;41;12;3;14;7;1;0;0;1;0;0
